"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003107494","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003107495","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003107536","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003107537","00400202","第１２表　在学者数・学級数及び人口数","12","地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","補助的事項","-",,"2019-12-25"
"0003107496","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003107497","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003107512","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003107513","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003107538","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003107548","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003107549","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003107498","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003107539","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003107551","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003107552","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003107554","00400202","第１６表　総教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107576","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107577","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107578","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107579","00400202","第１９表　教育行政費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107594","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107595","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107611","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107612","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107613","00400202","第１８表　社会教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107629","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107630","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107631","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107632","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003107553","00400202","第２０表　生涯学習関連費（知事部局所管施設分）（財源別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","財源別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003107580","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107596","00400202","第２１表　総教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107597","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107598","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107614","00400202","第２２表　小支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107615","00400202","第２２表　小支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107616","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107622","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107623","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107634","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107635","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107636","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107649","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107650","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107651","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107652","00400202","第２６表　設置者別高等学校教育費（中支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107654","00400202","第２６表　設置者別高等学校教育費（中支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107655","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107656","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107666","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107670","00400202","第２６表　設置者別高等学校教育費（中支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107671","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107672","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107680","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107681","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107685","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107686","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107687","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107688","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107697","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107698","00400202","第２８表　設置者別教育行政費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107705","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107706","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107707","00400202","第２５表　教育行政費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107710","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107719","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107725","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003107682","00400202","第２９表　生涯学習関連費（知事部局所管施設分）（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003107683","00400202","第２９表　生涯学習関連費（知事部局所管施設分）（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003107684","00400202","第２９表　生涯学習関連費（知事部局所管施設分）（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003107699","00400202","第２９表　生涯学習関連費（知事部局所管施設分）（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003107721","00400202","第２９表　生涯学習関連費（知事部局所管施設分）（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003107722","00400202","第２９表　生涯学習関連費（知事部局所管施設分）（支出項目別）",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","都道府県別集計","支出項目別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003107728","00400202","第３０・３１表　都道府県・市町村の教育費の基準財政需要額に対する実支出額の比率",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","基準財政需要額との比較","基準財政需要額との比較","-",,"2019-12-24"
"0003107729","00400202","第３０・３１表　都道府県・市町村の教育費の基準財政需要額に対する実支出額の比率",NA,"地方教育費調査","平成２５年度","地方教育費調査(平成２４会計年度)","基準財政需要額との比較","基準財政需要額との比較","-",,"2019-12-24"
"0003130345","00400202","第２表　教育分野別教育費及び生涯学習関連費（知事部局所管施設分）の総額","2","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","総教育費","-",,"2019-12-24"
"0003130513","00400202","第２表　教育分野別教育費及び生涯学習関連費（知事部局所管施設分）の総額","2","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","総教育費","-",,"2019-12-24"
"0003130475","00400202","第３表　教育分野別在学者・国民一人当たり経費（年額）","3","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","総教育費","-",,"2019-12-24"
"0003130437","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130438","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130441","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130442","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130517","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130520","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130521","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130522","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130523","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130536","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130537","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130613","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130633","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130443","00400202","第５表　小支出項目別学校教育費の構成比（学校種類別）","5","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130524","00400202","第６表　設置者別，中支出項目別高等学校教育費","6","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130653","00400202","第６表　設置者別，中支出項目別高等学校教育費","6","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130654","00400202","第６表　設置者別，中支出項目別高等学校教育費","6","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003130525","00400202","第７表　財源別社会教育費・教育行政費","7","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003130526","00400202","第７表　財源別社会教育費・教育行政費","7","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003130674","00400202","第７表　財源別社会教育費・教育行政費","7","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003130527","00400202","第８表　支出項目別社会教育費・教育行政費","8","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003130675","00400202","第８表　支出項目別社会教育費・教育行政費","8","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003130693","00400202","第８表　支出項目別社会教育費・教育行政費","8","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003130694","00400202","第１０表　支出項目別生涯学習関連費（知事部局所管施設分）","10","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003130676","00400202","第９表　財源別生涯学習関連費（知事部局所管施設分）","9","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003130528","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003130677","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003130713","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003130324","00400202","第１表　地方教育費及び生涯学習関連費（知事部局所管施設分）総額に関する総括表","1","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","全国集計","総括","-",,"2019-12-24"
"0003130695","00400202","第１２表　在学者数・学級数及び人口数","12","地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","補助的事項","-",,"2019-12-25"
"0003130678","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003130679","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003130733","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003130734","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003130735","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003130736","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003130753","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003130740","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003130742","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003130778","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003130798","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003130750","00400202","第１６表　総教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130751","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130752","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130810","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130823","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130834","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130835","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130844","00400202","第１８表　社会教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130873","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130874","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130875","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130883","00400202","第１９表　教育行政費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130917","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130918","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003130845","00400202","第２０表　生涯学習関連費（知事部局所管施設分）（財源別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","財源別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003131072","00400202","第２２表　小支出項目別学校教育費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003131088","00400202","第２１表　総教育費（支出項目別）",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003131114","00400202","第２２表　小支出項目別学校教育費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003131230","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003131231","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003131268","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003131304","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003131316","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２６年度","地方教育費調査(平成２５会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
