"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003004275","00400202","第4表　小支出項目別学校教育費 1　全学校",NA,"地方教育費調査","平成１８年度","地方教育費調査(平成１７会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003004383","00400202","第4表　小支出項目別学校教育費 2　幼稚園",NA,"地方教育費調査","平成１８年度","地方教育費調査(平成１７会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003004409","00400202","第4表　小支出項目別学校教育費 3　小学校",NA,"地方教育費調査","平成１８年度","地方教育費調査(平成１７会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003085816","00400202","第１表　地方教育費及び生涯学習関連費（知事部局所管施設分）総額に関する総括表","1","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","総括","-",,"2019-12-24"
"0003090291","00400202","第２表　教育分野別教育費及び生涯学習関連費（知事部局所管施設分）の総額","2","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","総教育費","-",,"2019-12-24"
"0003090332","00400202","第３表　教育分野別在学者・国民一人当たり経費（年額）","3","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","総教育費","-",,"2019-12-24"
"0003085461","00400202","第５表　小支出項目別学校教育費の構成比（学校種類別）","5","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003085515","00400202","第６表　設置者別，中支出項目別高等学校教育費","6","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003085504","00400202","第７表　財源別社会教育費・教育行政費","7","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003085484","00400202","第８表　支出項目別社会教育費・教育行政費","8","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003085505","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003090290","00400202","第１２表　在学者数・学級数及び人口数","12","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","補助的事項","-",,"2019-12-25"
"0003086990","00400202","第１６表　総教育費（財源別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003087010","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003087035","00400202","第１８表　社会教育費（財源別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003087051","00400202","第１９表　教育行政費（財源別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003087828","00400202","第２２表　小支出項目別学校教育費",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003087829","00400202","第２５表　教育行政費（支出項目別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003087848","00400202","第２８表　設置者別教育行政費（支出項目別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003087859","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003087860","00400202","第２６表　設置者別高等学校教育費（中支出項目別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003087891","00400202","第２１表　総教育費（支出項目別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003087892","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003087893","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003087861","00400202","第２９表　生涯学習関連費（知事部局所管施設分）（支出項目別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","支出項目別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003085516","00400202","第１０表　支出項目別生涯学習関連費（知事部局所管施設分）","10","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003085462","00400202","第９表　財源別生涯学習関連費（知事部局所管施設分）","9","地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","全国集計","生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003086691","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003087052","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003087009","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003087858","00400202","第２０表　生涯学習関連費（知事部局所管施設分）（財源別）",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","財源別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003363838","00400202","学校種類別学校教育費の推移","1","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363866","00400202","支出項目別教育行政費の推移","10","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363867","00400202","在学者・国民一人当たり地方教育費の推移","11","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363858","00400202","施設等別社会教育費の推移","2","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363859","00400202","財源別地方教育費の推移","3","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363860","00400202","財源別学校教育費（全学校）の推移","4","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363861","00400202","財源別社会教育費の推移","5","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363862","00400202","財源別教育行政費の推移","6","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363863","00400202","支出項目別地方教育費総額の推移","7","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363864","00400202","支出項目別学校教育費（全学校）の推移","8","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363865","00400202","支出項目別社会教育費の推移","9","地方教育費調査","年次統計","地方教育費調査","年次統計",NA,"-",,"2019-12-25"
"0003363868","00400202","教育委員会数の推移","1","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003363869","00400202","市町村教育委員会の人口規模別教育委員会数の推移","2","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003364499","00400202","市町村教育委員会の教育委員数の推移","3","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003364500","00400202","都道府県教育委員会の教育委員数の推移","4","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003364501","00400202","市町村教育委員会の教育長数（実数）等の推移","5","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003364502","00400202","都道府県教育委員会の教育長数（実数）等の推移","6","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003363874","00400202","市町村教育委員会の職名別職員数の推移","7","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003363875","00400202","都道府県教育委員会の職名別職員数の推移","8","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003363876","00400202","市町村教育委員会の人口規模別職員数の推移","9","地方教育費調査","年次統計","教育行政調査","年次統計",NA,"-",,"2019-12-25"
"0003087894","00400202","第３０・３１表　都道府県・市町村の教育費の基準財政需要額に対する実支出額の比率",NA,"地方教育費調査","平成２３年度","地方教育費調査(平成２２会計年度)","都道府県別集計","基準財政需要額との比率","-",,"2019-12-24"
"0003102427","00400202","第１表　地方教育費及び生涯学習関連費（知事部局所管施設分）総額に関する総括表","1","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","総括","-",,"2019-12-24"
"0003101706","00400202","第２表　教育分野別教育費及び生涯学習関連費（知事部局所管施設分）の総額","2","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","総教育費","-",,"2019-12-24"
"0003102397","00400202","第２表　教育分野別教育費及び生涯学習関連費（知事部局所管施設分）の総額","2","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","総教育費","-",,"2019-12-24"
"0003102412","00400202","第３表　教育分野別在学者・国民一人当たり経費（年額）","3","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","総教育費","-",,"2019-12-24"
"0003102414","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102418","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102420","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102434","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102437","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102438","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102447","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102465","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102467","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102475","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102487","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102489","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102490","00400202","第４表　小支出項目別学校教育費","4","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102477","00400202","第５表　小支出項目別学校教育費の構成比（学校種類別）","5","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102424","00400202","第６表　設置者別，中支出項目別高等学校教育費","6","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102505","00400202","第６表　設置者別，中支出項目別高等学校教育費","6","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102842","00400202","第６表　設置者別，中支出項目別高等学校教育費","6","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","学校教育費","-",,"2019-12-24"
"0003102492","00400202","第７表　財源別社会教育費・教育行政費","7","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003102493","00400202","第７表　財源別社会教育費・教育行政費","7","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003102494","00400202","第７表　財源別社会教育費・教育行政費","7","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003102479","00400202","第８表　支出項目別社会教育費・教育行政費","8","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003102480","00400202","第８表　支出項目別社会教育費・教育行政費","8","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003102527","00400202","第８表　支出項目別社会教育費・教育行政費","8","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","社会教育費・教育行政費","-",,"2019-12-24"
"0003102941","00400202","第１０表　支出項目別生涯学習関連費（知事部局所管施設分）","10","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003102497","00400202","第９表　財源別生涯学習関連費（知事部局所管施設分）","9","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003102501","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003102546","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003102547","00400202","第１１表　教育に係る収入（教育施設別）","11","地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","全国集計","教育収入","-",,"2019-12-24"
"0003102502","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003102510","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003102530","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003102531","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003102532","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003102550","00400202","第１３表　教育分野別教育費総額",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003102551","00400202","第１４表　教育分野別在学者・国民一人当たり及び一学級当たり経費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","教育分野別総教育費","-",,"2019-12-24"
"0003102511","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003102533","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003102534","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003102552","00400202","第１５表　生涯学習関連費総額（知事部局所管施設分）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","生涯学習関連費総額（知事部局所管施設分）","-",,"2019-12-24"
"0003102409","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102503","00400202","第１６表　総教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102504","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102535","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102536","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102537","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102538","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102553","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102554","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102555","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102556","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102565","00400202","第１７表　学校教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102566","00400202","第１８表　社会教育費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102567","00400202","第１９表　教育行政費（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別教育費","-",,"2019-12-24"
"0003102512","00400202","第２０表　生涯学習関連費（知事部局所管施設分）（財源別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","財源別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
"0003102513","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102515","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102516","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102517","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102518","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102519","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102521","00400202","第２６表　設置者別高等学校教育費（中支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102539","00400202","第２１表　総教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102540","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102541","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102542","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102543","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102544","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102568","00400202","第２２表　小支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102569","00400202","第２２表　小支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102570","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102571","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102572","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102573","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102574","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102575","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102576","00400202","第２６表　設置者別高等学校教育費（中支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102585","00400202","第２３表　中支出項目別学校教育費",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102587","00400202","第２４表　社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102588","00400202","第２５表　教育行政費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102589","00400202","第２６表　設置者別高等学校教育費（中支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102923","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102924","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102946","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102947","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102948","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102949","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102965","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102966","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102967","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102968","00400202","第２７表　設置者別社会教育費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102972","00400202","第２８表　設置者別教育行政費（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別教育費","-",,"2019-12-24"
"0003102883","00400202","第２９表　生涯学習関連費（知事部局所管施設分）（支出項目別）",NA,"地方教育費調査","平成２４年度","地方教育費調査(平成２３会計年度)","都道府県別集計","支出項目別生涯学習関連費（知事部局所管施設分）","-",,"2019-12-24"
