"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003120030","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 190部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120031","00200603","国内貨物運賃表 国内貨物運賃表 108部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120033","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 190部門表 金額",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120034","00200603","固定資本マトリックス 固定資本マトリックス（公的） 基本分類×108部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120035","00200603","自家輸送マトリックス 自家輸送マトリックス（貨物自動車） 基本分類×190部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120036","00200603","取引基本表（自家輸送部門表章なし） 生産者価格評価表 108部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120037","00200603","逆行列係数表（自家輸送部門表章なし） [I-(I-M)A]-1 34部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120038","00200603","逆行列係数表（自家輸送部門表章なし） (I-A)-1 190部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120045","00200603","最終需要項目別輸入誘発額表 最終需要項目別輸入誘発額表 13部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120046","00200603","最終需要項目別輸入誘発係数表 最終需要項目別輸入誘発係数表 13部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120047","00200603","最終需要項目別輸入誘発依存度表 最終需要項目別輸入誘発依存度表 13部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120048","00200603","商業マージン表 商業マージン表 108部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120050","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 190部門表 雇用者数",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120051","00200603","雇用マトリックス（生産活動部門別職業別雇用者数表） 雇用マトリックス（生産活動部門別職業別雇用者数表） 108部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120052","00200603","自家輸送マトリックス 自家輸送マトリックス（旅客自動車） 基本分類×190部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120053","00200603","取引基本表（自家輸送部門表章なし） 投入表 190部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120054","00200603","逆行列係数表（自家輸送部門表章なし） [I-(I-M)A]-1 108部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120055","00200603","逆行列係数表（自家輸送部門表章なし） (I-Ad)-1 34部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120066","00200603","逆行列係数表（自家輸送部門表章なし） [I-(I-M)A]-1 190部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120067","00200603","逆行列係数表（自家輸送部門表章なし） (I-Ad)-1 108部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120068","00200603","逆行列係数表（自家輸送部門表章なし） (I-A)-1 34部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120085","00200603","逆行列係数表（自家輸送部門表章なし） (I-A)-1 108部門表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003120788","00200603","物量表 物量表 基本分類表",NA,"平成17年（2005年）産業連関表（確報）","-",,"2016-08-03"
"0003119881","00200603","部門別インフレータ表 部門別インフレータ表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119882","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 基本分類表 金額",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119883","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 102部門表 金額",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119899","00200603","部門別インフレータ表 部門別インフレータ表 基本分類表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119900","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 基本分類表 雇用者数",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119901","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 102部門表 雇用者数",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119910","00200603","部門別インフレータ表 部門別インフレータ表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119911","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 185部門表 雇用者数",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119930","00200603","部門別インフレータ表 部門別インフレータ表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003119931","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 185部門表 金額",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003120420","00200603","雇用マトリックス（生産活動部門別職業別雇用者数表） 雇用マトリックス（生産活動部門別職業別雇用者数表） 102部門表_列部門×職業",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003120468","00200603","雇用マトリックス（生産活動部門別職業別雇用者数表） 雇用マトリックス（生産活動部門別職業別雇用者数表） 102部門表_職業×列部門",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003143054","00200603","部門別インフレータ表 部門別インフレータ表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003143076","00200603","部門別インフレータ表 部門別インフレータ表 基本分類表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003143093","00200603","部門別インフレータ表 部門別インフレータ表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003143096","00200603","部門別インフレータ表 部門別インフレータ表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144257","00200603","投入係数表 投入係数表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144684","00200603","投入係数表 投入係数表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144863","00200603","投入係数表 （参考）最終需要項目の商品構成 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144864","00200603","最終需要項目別生産誘発額表 最終需要項目別生産誘発額表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144865","00200603","最終需要項目別生産誘発係数表 最終需要項目別生産誘発係数表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144866","00200603","最終需要項目別生産誘発依存度表 最終需要項目別生産誘発依存度表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144867","00200603","最終需要項目別粗付加価値誘発係数表 最終需要項目別粗付加価値誘発係数表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144868","00200603","最終需要項目別粗付加価値誘発依存度表 最終需要項目別粗付加価値誘発依存度表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144869","00200603","最終需要項目別輸入誘発額表 最終需要項目別輸入誘発額表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144870","00200603","最終需要項目別輸入誘発依存度表 最終需要項目別輸入誘発依存度表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144871","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144905","00200603","投入係数表 （参考）最終需要項目の商品構成 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144906","00200603","逆行列係数表 [I-(I-M)A]-1 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144907","00200603","最終需要項目別生産誘発係数表 最終需要項目別生産誘発係数表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144908","00200603","最終需要項目別生産誘発依存度表 最終需要項目別生産誘発依存度表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144909","00200603","最終需要項目別粗付加価値誘発額表 最終需要項目別粗付加価値誘発額表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144910","00200603","最終需要項目別粗付加価値誘発依存度表 最終需要項目別粗付加価値誘発依存度表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144911","00200603","最終需要項目別輸入誘発額表 最終需要項目別輸入誘発額表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144912","00200603","最終需要項目別輸入誘発係数表 最終需要項目別輸入誘発係数表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144913","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144925","00200603","逆行列係数表 [I-(I-M)A]-1 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144926","00200603","最終需要項目別生産誘発額表 最終需要項目別生産誘発額表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144927","00200603","最終需要項目別生産誘発係数表 最終需要項目別生産誘発係数表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144928","00200603","最終需要項目別粗付加価値誘発額表 最終需要項目別粗付加価値誘発額表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144929","00200603","最終需要項目別粗付加価値誘発係数表 最終需要項目別粗付加価値誘発係数表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144930","00200603","最終需要項目別粗付加価値誘発依存度表 最終需要項目別粗付加価値誘発依存度表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144931","00200603","最終需要項目別輸入誘発係数表 最終需要項目別輸入誘発係数表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144932","00200603","最終需要項目別輸入誘発依存度表 最終需要項目別輸入誘発依存度表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144933","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144940","00200603","投入係数表 投入係数表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144941","00200603","投入係数表 （参考）最終需要項目の商品構成 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144942","00200603","逆行列係数表 [I-(I-M)A]-1 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144943","00200603","最終需要項目別生産誘発額表 最終需要項目別生産誘発額表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144944","00200603","最終需要項目別生産誘発依存度表 最終需要項目別生産誘発依存度表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144945","00200603","最終需要項目別粗付加価値誘発額表 最終需要項目別粗付加価値誘発額表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144946","00200603","最終需要項目別粗付加価値誘発係数表 最終需要項目別粗付加価値誘発係数表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144947","00200603","最終需要項目別輸入誘発額表 最終需要項目別輸入誘発額表 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144948","00200603","最終需要項目別輸入誘発係数表 最終需要項目別輸入誘発係数表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003144949","00200603","最終需要項目別輸入誘発依存度表 最終需要項目別輸入誘発依存度表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003145427","00200603","取引基本表 産出表（名目・実質） 基本分類表 外生部門",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003145480","00200603","取引基本表 投入表（名目・実質） 基本分類表 内生部門",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003145481","00200603","取引基本表 産出表（名目・実質） 基本分類表 内生部門",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003145482","00200603","取引基本表 生産者価格評価表 34部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003145500","00200603","取引基本表 投入表（名目・実質） 基本分類表 外生部門",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003145501","00200603","取引基本表 産出表（名目・実質） 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003145520","00200603","取引基本表 投入表（名目・実質） 185部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003145521","00200603","取引基本表 生産者価格評価表 102部門表",NA,"平成7－12－17年接続産業連関表","-",,"2016-08-03"
"0003118192","00200603","部門別品目別国内生産額表 部門別品目別国内生産額表",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118206","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 基本分類 雇用者数",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118207","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 統合小分類（190部門） 金額",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118208","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 統合中分類（108部門） 金額",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118226","00200603","屑・副産物発生及び投入表 屑・副産物発生及び投入表 基本分類 発生部門（列）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118227","00200603","屑・副産物発生及び投入表 屑・副産物発生及び投入表 基本分類 投入部門（列）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118228","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 基本分類 金額",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118246","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 統合中分類（108部門） 雇用者数",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118266","00200603","雇用表（生産活動部門別従業者内訳表） 雇用表（生産活動部門別従業者内訳表） 統合小分類（190部門） 雇用者数",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003118765","00200603","取引基本表 投入表 基本分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119234","00200603","産業別商品産出表（Ｖ表） 産業別商品産出表（Ｖ表） 統合中分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119237","00200603","取引基本表 生産者価格評価表 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119238","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119245","00200603","物量表 物量表 基本分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119247","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119248","00200603","商業マージン表 商業マージン表 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119250","00200603","輸入表 輸入表 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119251","00200603","固定資本マトリックス 固定資本マトリックス（民間） 基本分類×統合中分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119257","00200603","取引基本表 生産者価格評価表 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119258","00200603","逆行列係数表（自家輸送部門表章なし） [I-(I-M)A]-1 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119259","00200603","逆行列係数表（自家輸送部門表章なし） (I-Ad)-1 統合小分類（188部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119260","00200603","逆行列係数表（自家輸送部門表章なし） (I-Ad)-1 統合中分類（107部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119261","00200603","逆行列係数表（自家輸送部門表章なし） (I-A)-1 統合小分類（188部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119262","00200603","逆行列係数表（自家輸送部門表章なし） (I-A)-1 統合中分類（107部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119263","00200603","取引基本表 購入者価格評価表 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119265","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119269","00200603","雇用マトリックス（生産活動部門別職業別雇用者数表） 雇用マトリックス（生産活動部門別職業別雇用者数表） 職業部門×列部門",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119271","00200603","取引基本表（自家輸送部門表章なし） 取引基本表 統合中分類（107部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119272","00200603","取引基本表 生産者価格評価表 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119273","00200603","投入係数表 (参考)最終需要項目の商品別構成 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119274","00200603","逆行列係数表 [I-(I-M)A]-2 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119275","00200603","自家輸送マトリックス 自家輸送マトリックス（貨物） 統合小分類×基本分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119277","00200603","逆行列係数表 [I-(I-M)A]-4 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119278","00200603","逆行列係数表 (I-A)-2 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119279","00200603","逆行列係数表 (I-A)-3 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119280","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発額 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119286","00200603","国内貨物運賃表 国内貨物運賃表 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119305","00200603","固定資本マトリックス 固定資本マトリックス（公的＋民間） 基本分類×統合中分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119310","00200603","逆行列係数表（自家輸送部門表章なし） [I-(I-M)A]-1 統合小分類（188部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119311","00200603","逆行列係数表（自家輸送部門表章なし） [I-(I-M)A]-1 統合中分類（107部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119312","00200603","逆行列係数表（自家輸送部門表章なし） (I-Ad)-1 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119314","00200603","取引基本表 購入者価格評価表 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119325","00200603","固定資本マトリックス 固定資本マトリックス（公的） 基本分類×統合中分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119327","00200603","取引基本表 生産者価格評価表 基本分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119333","00200603","雇用マトリックス（生産活動部門別職業別雇用者数表） 雇用マトリックス（生産活動部門別職業別雇用者数表） 列部門×職業部門",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119334","00200603","取引基本表 生産者価格評価表 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119335","00200603","取引基本表（自家輸送部門表章なし） 取引基本表 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119337","00200603","逆行列係数表（自家輸送部門表章なし） (I-A)-1 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119339","00200603","投入係数表 (参考)最終需要項目の商品別構成 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119340","00200603","投入係数表 (参考)最終需要項目の商品別構成 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119341","00200603","自家輸送マトリックス 自家輸送マトリックス（旅客） 統合小分類×基本分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119342","00200603","取引基本表（自家輸送部門表章なし） 投入表 統合小分類（188部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119343","00200603","逆行列係数表 (I-Ad)-4 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119344","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発額 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119345","00200603","投入係数表 (参考)最終需要項目の商品別構成 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119346","00200603","逆行列係数表 [I-(I-M)A]-3 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119348","00200603","逆行列係数表 [I-(I-M)A]-5 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119349","00200603","逆行列係数表 (I-Ad)-3 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119350","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発係数 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119351","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発額 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119365","00200603","取引基本表（自家輸送部門表章なし） 投入表 基本分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119366","00200603","逆行列係数表 (I-Ad)-2 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119367","00200603","逆行列係数表 (I-A)-4 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119368","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発額 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119369","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発額 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119370","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発額 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119371","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発額 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119375","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発額 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119376","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発額 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119377","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発額 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119378","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発額 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119385","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発額 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119386","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発依存度 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119614","00200603","取引基本表 投入表 統合小分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119725","00200603","取引基本表 購入者価格評価表 統合大分類（13部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119785","00200603","取引基本表 産出表 統合小分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003119786","00200603","取引基本表 産出表 基本分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120296","00200603","投入係数表 投入係数表 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120297","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発係数 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120298","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発依存度 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120299","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発係数 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120300","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発係数 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120301","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発依存度 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120388","00200603","投入係数表 投入係数表 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120389","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発係数 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
