"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003120390","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発依存度 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120391","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発係数 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120392","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発依存度 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120393","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発係数 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120394","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発依存度 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120407","00200603","投入係数表 投入係数表 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120408","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発係数 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120409","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発依存度 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120410","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発係数 統合大分類（37部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120411","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発依存度 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120412","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発係数 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120413","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発依存度 13部門分類",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120426","00200603","投入係数表 投入係数表 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120428","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発依存度 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120429","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発係数 統合小分類（190部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120430","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発依存度 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120431","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発係数 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003120432","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発依存度 統合中分類（108部門）",NA,"平成23年（2011年）産業連関表（確報）","-",,"2016-08-03"
"0003174424","00200603","取引基本表 生産者価格評価表 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174425","00200603","投入係数表 投入係数表 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174426","00200603","投入係数表 (参考)最終需要項目の商品構成 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174427","00200603","逆行列係数表 [I-(I-M)A]-1 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174428","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発額 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174429","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発係数 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174430","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発依存度 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174431","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発額 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174432","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発係数 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174433","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発依存度 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174434","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発額 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174435","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発係数 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174436","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発依存度 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174437","00200603","国内生産額比較表 国内生産額比較表 基本分類（行）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174438","00200603","国内生産額比較表 国内生産額比較表 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174439","00200603","輸入額比較表 輸入額比較表 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174441","00200603","取引基本表 投入表（名目・実質） 基本分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174442","00200603","取引基本表 産出表（名目・実質） 基本分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174443","00200603","取引基本表 生産者価格評価表 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174444","00200603","投入係数表 投入係数表 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174445","00200603","投入係数表 (参考)最終需要項目の商品構成 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174446","00200603","逆行列係数表 [I-(I-M)A]-1 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174447","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発額 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174448","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発係数 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174449","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発依存度 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174450","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発額 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174451","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発係数 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174452","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発依存度 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174453","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発額 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174454","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発係数 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174455","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発依存度 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174456","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174457","00200603","国内生産額比較表 国内生産額比較表 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174458","00200603","輸入額比較表 輸入額比較表 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174459","00200603","国内需要額合計比較表 国内需要額合計比較表 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174461","00200603","取引基本表 投入表（名目・実質） 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174462","00200603","取引基本表 産出表（名目・実質） 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174463","00200603","取引基本表 生産者価格評価表 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174464","00200603","投入係数表 投入係数表 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174465","00200603","投入係数表 (参考)最終需要項目の商品構成 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174466","00200603","逆行列係数表 [I-(I-M)A]-1 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174467","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発額 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174468","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発係数 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174469","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発依存度 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174470","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発額 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174471","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発係数 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174472","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発依存度 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174473","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発額 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174474","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発係数 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174475","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発依存度 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174476","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174477","00200603","国内生産額比較表 国内生産額比較表 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174478","00200603","輸入額比較表 輸入額比較表 基本分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174479","00200603","輸入額比較表 輸入額比較表 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174482","00200603","投入係数表 投入係数表 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174483","00200603","投入係数表 (参考)最終需要項目の商品構成 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174484","00200603","逆行列係数表 [I-(I-M)A]-1 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174485","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発額 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174486","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発係数 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174487","00200603","最終需要項目別生産誘発額等諸表 最終需要項目別生産誘発依存度 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174488","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発額 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174489","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発係数 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174490","00200603","最終需要項目別粗付加価値誘発額等諸表 最終需要項目別粗付加価値誘発依存度 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174491","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発額 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174492","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発係数 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174493","00200603","最終需要項目別輸入誘発額等諸表 最終需要項目別輸入誘発依存度 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174494","00200603","輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 輸入係数、輸入品投入係数、総合輸入係数及び総合粗付加価値係数表 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174495","00200603","国内生産額比較表 国内生産額比較表 基本分類（列）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174496","00200603","国内生産額比較表 国内生産額比較表 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174497","00200603","輸入額比較表 輸入額比較表 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174498","00200603","国内需要額合計比較表 国内需要額合計比較表 基本分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174499","00200603","国内需要額合計比較表 国内需要額合計比較表 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174500","00200603","国内需要額合計比較表 国内需要額合計比較表 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174501","00200603","部門別インフレータ一覧表 部門別インフレータ一覧表 統合小分類（184部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174520","00200603","国内需要額合計比較表 国内需要額合計比較表 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174521","00200603","部門別インフレータ一覧表 部門別インフレータ一覧表 統合中分類（105部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174540","00200603","部門別インフレータ一覧表 部門別インフレータ一覧表 基本分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174541","00200603","部門別インフレータ一覧表 部門別インフレータ一覧表 13部門分類",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
"0003174560","00200603","部門別インフレータ一覧表 部門別インフレータ一覧表 統合大分類（37部門）",NA,"平成12－17－23年接続産業連関表","-",,"2017-04-14"
