"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003008532","00500215","10","累年統計表 豆類・そば 豆類の収穫量 大豆","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008533","00500215","10","累年統計表 豆類・そば 豆類の収穫量 小豆","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008534","00500215","10","累年統計表 豆類・そば 豆類の収穫量 いんげん","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008535","00500215","10","累年統計表 豆類・そば 豆類の収穫量 らっかせい","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008536","00500215","10","累年統計表 豆類・そば そばの収穫量","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008537","00500215","11","累年統計表 かんしょ かんしょの収穫量","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008538","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 牧草","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008539","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 青刈りとうもろこし","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008540","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 ソルゴー","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008541","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 青刈りえん麦","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008542","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 家畜用ビート","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008543","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 飼料用かぶ","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008544","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 れんげ","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008545","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 青刈その他麦","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008546","00500215","12","累年統計表 飼料作物 飼料作物の収穫量 青刈らい麦","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008547","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 茶 栽培農家数","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008548","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 栽培面積","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008549","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 荒茶生産量","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008550","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 荒茶工場数","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008551","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 なたね","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008552","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 てんさい","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008553","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 さとうきび","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008554","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 こんにゃくいも","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008555","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 い","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008556","00500215","13","累年統計表 工芸農作物 工芸農作物の収穫量 葉たばこ","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008557","00500215","14","累年統計表 米 水陸稲の収穫量及び作況指数 水陸稲計","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008558","00500215","14","累年統計表 米 水陸稲の収穫量及び作況指数 水稲","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008559","00500215","14","累年統計表 米 水陸稲の収穫量及び作況指数 陸稲","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008560","00500215","14","累年統計表 米 水陸稲の10a当たり平年収量 水稲","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008561","00500215","14","累年統計表 米 水陸稲の10a当たり平年収量 陸稲","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008562","00500215","14","累年統計表 米 水稲の耕種期日（最盛期）一覧表（都道府県別） は種期","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008563","00500215","14","累年統計表 米 水稲の耕種期日（最盛期）一覧表（都道府県別） 田植期","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008564","00500215","14","累年統計表 米 水稲の耕種期日（最盛期）一覧表（都道府県別） 出穂期","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008565","00500215","14","累年統計表 米 水稲の耕種期日（最盛期）一覧表（都道府県別） 刈取期","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008566","00500215","14","累年統計表 米 水稲の収量構成要素 1ｍ2当たり株数","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008567","00500215","14","累年統計表 米 水稲の収量構成要素 1株当たり有効穂数","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008568","00500215","14","累年統計表 米 水稲の収量構成要素 1ｍ2当たり有効穂数","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008569","00500215","14","累年統計表 米 水稲の収量構成要素 1穂当たりもみ数","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008570","00500215","14","累年統計表 米 水稲の収量構成要素 1ｍ2当たり全もみ数","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008571","00500215","14","累年統計表 米 水稲の収量構成要素 千もみ当たり収量","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008572","00500215","14","累年統計表 米 水稲の収量構成要素 粗玄米粒数歩合","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
"0003008573","00500215","14","累年統計表 米 水稲の収量構成要素 玄米粒数歩合","作物統計調査","作況調査(水陸稲、麦類、豆類、かんしょ、飼料作物、工芸農作物)","確報","平成18年産作物統計（普通作物・飼料作物・工芸農作物）","年次",,"2024-07-31"
