"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003280150","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　アルコール飲料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280151","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ホタテ貝","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280152","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　真珠","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280153","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ソース混合調味料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280154","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　清涼飲料水","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280155","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　さば","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280156","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　なまこ（調製）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280157","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　牛肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280158","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　菓子（米菓を除く）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280159","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ぶり","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280160","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　播種用の種等","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280161","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　緑茶","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280162","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　かつお・まぐろ類","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280163","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　たばこ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280164","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　丸太","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280165","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　植木等","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280166","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　りんご","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280167","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　豚の皮","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280168","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　練り製品(魚肉ｿｰｾｰｼﾞ等)","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280169","00500100","農林水産物輸出入概況 ３　農林水産物（２０１７年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　スープブロス","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280170","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　たばこ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280171","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　豚肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280172","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　牛肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280173","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　とうもろこし","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280174","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　生鮮・乾燥果実","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280175","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　アルコール飲料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280176","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉調製品","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280177","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　製材","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280178","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　木材チップ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280179","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　さけ・ます","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280180","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　えび","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280181","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　かつお・まぐろ類","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280182","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　冷凍野菜","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280183","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　大豆","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280184","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　小麦","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280185","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280186","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　天然ゴム","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280187","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　コーヒー豆（生豆）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280188","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　菜種","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003280189","00500100","農林水産物輸出入概況 ９　農林水産物（２０１７年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　合板","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003278074","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（品目別統計表） (1) 輸出　輸出計","農林水産物輸出入統計","確報","農林水産物輸出入概況","年次",,"2019-02-07"
"0003278075","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（品目別統計表） (2) 輸入　輸入計","農林水産物輸出入統計","確報","農林水産物輸出入概況","年次",,"2019-02-07"
"0003278390","00500100","農林水産物輸出入概況 １　農林水産物輸出入概況","農林水産物輸出入統計","確報","農林水産物輸出入概況","年次",,"2019-02-07"
"0001723283","00500100","農林水産物輸出入概況 ２　農林水産物の輸出実績（２０１８年金額上位２０品目）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723284","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　アルコール飲料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723285","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ホタテ貝","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723286","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　真珠","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723287","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ソース混合調味料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723288","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　清涼飲料水","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723289","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　さば","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723290","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　牛肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723291","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　なまこ（調製）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723292","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　菓子（米菓を除く）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723293","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　たばこ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723294","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　かつお・まぐろ類","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723295","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ぶり","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723296","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　緑茶","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723297","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　丸太","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723298","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　りんご","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723359","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　播種用の種等","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723360","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　植木等","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723361","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　スープブロス","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723362","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　練り製品(魚肉ｿｰｾｰｼﾞ等)","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723363","00500100","農林水産物輸出入概況 ３　農林水産物（２０１８年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ホタテ貝（調製）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723364","00500100","農林水産物輸出入概況 ４　農林水産物の国・地域別輸出実績（２０１８年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723365","00500100","農林水産物輸出入概況 ５　農産物の国・地域別輸出実績（２０１８年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723366","00500100","農林水産物輸出入概況 ６　林産物の国・地域別輸出実績（２０１８年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723367","00500100","農林水産物輸出入概況 ７　水産物の国・地域別輸出実績（２０１８年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723368","00500100","農林水産物輸出入概況 参考：農林水産物の国・地域別輸出実績（２０１８年金額上位２０か国：アルコール飲料、たばこ、真珠を除く）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723369","00500100","農林水産物輸出入概況 ８　農林水産物の輸入実績（２０１８年金額上位２０品目）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723370","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　たばこ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723371","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　豚肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723372","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　牛肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723373","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　とうもろこし","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723374","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　生鮮・乾燥果実","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723375","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　アルコール飲料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723376","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉調製品","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723377","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　製材","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723378","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　木材チップ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723379","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　さけ・ます","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723380","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　かつお・まぐろ類","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723381","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　冷凍野菜","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723382","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　えび","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723383","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　小麦","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723384","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　大豆","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723385","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　合板","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723386","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　ナチュラルチーズ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723387","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723388","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　コーヒー豆（生豆）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723389","00500100","農林水産物輸出入概況 ９　農林水産物（２０１８年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　菜種","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723390","00500100","農林水産物輸出入概況 １０　農林水産物の国・地域別輸入実績（２０１８年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723391","00500100","農林水産物輸出入概況 １１　農産物の国・地域別輸入実績（２０１８年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723392","00500100","農林水産物輸出入概況 １２　林産物の国・地域別輸入実績（２０１８年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723393","00500100","農林水産物輸出入概況 １３　水産物の国・地域別輸入実績（２０１８年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723395","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（２０１８年品目別統計表）(1) 輸出　累計金額上位３か国","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0001723399","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（２０１８年品目別統計表）(2) 輸入　累計金額上位３か国","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0003352992","00500100","農林水産物輸出入概況 １　農林水産物輸出入概況","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0003352993","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（品目別統計表） (1) 輸出　輸出計","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
"0003352994","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（品目別統計表） (2) 輸入　輸入計","農林水産物輸出入統計","確報","農林水産物輸出入概況（2018年）","年次",,"2019-11-29"
