"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003280095","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　アルコール飲料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280096","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　木材チップ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280097","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　製材","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280098","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉調製品","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280099","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　えび","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280100","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　大豆","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280101","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　かつお・まぐろ類","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280102","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　小麦","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280103","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　さけ・ます","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280104","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　冷凍野菜","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280105","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　コーヒー豆（生豆）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280106","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280107","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　合板","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280108","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　菜種","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003280109","00500100","農林水産物輸出入概況 ９　農林水産物（２０１５年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　天然ゴム","農林水産物輸出入統計","確報","農林水産物輸出入概況（2015年）","年次",,"2019-02-07"
"0003278396","00500100","農林水産物輸出入概況 ２　農林水産物の輸出実績（２０１６年金額上位２０品目）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003278445","00500100","農林水産物輸出入概況 ８　農林水産物の輸入実績（２０１６年金額上位２０品目）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003278448","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（２０１６年品目別統計表） (1) 輸出　累計金額上位３か国","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003278462","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（２０１６年品目別統計表） (2) 輸入　累計金額上位３か国","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279884","00500100","農林水産物輸出入概況 ４　農林水産物の国・地域別輸出実績（２０１６年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279885","00500100","農林水産物輸出入概況 ５　農産物の国・地域別輸出実績（２０１６年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279886","00500100","農林水産物輸出入概況 ６　林産物の国・地域別輸出実績（２０１６年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279887","00500100","農林水産物輸出入概況 ７　水産物の国・地域別輸出実績（２０１６年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279888","00500100","農林水産物輸出入概況 １０　農林水産物の国・地域別輸入実績（２０１６年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279889","00500100","農林水産物輸出入概況 １１　農産物の国・地域別輸入実績（２０１６年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279890","00500100","農林水産物輸出入概況 １２　林産物の国・地域別輸入実績（２０１６年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279891","00500100","農林水産物輸出入概況 １３　水産物の国・地域別輸入実績（２０１６年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003279956","00500100","農林水産物輸出入概況 参考：農林水産物の国・地域別輸出実績（２０１６年金額上位２０か国：アルコール飲料、たばこ、真珠を除く）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280110","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ホタテ貝","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280111","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　アルコール飲料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280112","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　真珠","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280113","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ソース混合調味料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280114","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　たばこ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280115","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　清涼飲料水","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280116","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　菓子（米菓を除く）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280117","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　さば","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280118","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　播種用の種等","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280119","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　牛肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280120","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　ぶり","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280121","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　りんご","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280122","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　緑茶","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280123","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　かつお・まぐろ類","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280124","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　豚の皮","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280125","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　練り製品(魚肉ｿｰｾｰｼﾞ等)","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280126","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　乾燥なまこ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280127","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　丸太","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280128","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　スープブロス","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280129","00500100","農林水産物輸出入概況 ３　農林水産物（２０１６年輸出金額上位２０品目）の国・地域別輸出概況及び平均輸出価格　植木等","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280130","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　豚肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280131","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　たばこ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280132","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　とうもろこし","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280133","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　生鮮・乾燥果実","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280134","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　牛肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280135","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　アルコール飲料","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280136","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　木材チップ","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280137","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　製材","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280138","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉調製品","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280139","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　えび","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280140","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　かつお・まぐろ類","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280141","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　さけ・ます","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280142","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　冷凍野菜","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280143","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　大豆","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280144","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　小麦","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280145","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　コーヒー豆（生豆）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280146","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　合板","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280147","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　鶏肉","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280148","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　菜種","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003280149","00500100","農林水産物輸出入概況 ９　農林水産物（２０１６年輸入金額上位２０品目）の国・地域別輸入概況及び平均輸入価格　生鮮野菜","農林水産物輸出入統計","確報","農林水産物輸出入概況（2016年）","年次",,"2019-02-07"
"0003278397","00500100","農林水産物輸出入概況 ２　農林水産物の輸出実績（２０１７年金額上位２０品目）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003278446","00500100","農林水産物輸出入概況 ８　農林水産物の輸入実績（２０１７年金額上位２０品目）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003278449","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（２０１７年品目別統計表） (1) 輸出　累計金額上位３か国","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003278463","00500100","農林水産物輸出入概況 １４　農林水産物輸出入概況（２０１７年品目別統計表） (2) 輸入　累計金額上位３か国","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279892","00500100","農林水産物輸出入概況 ４　農林水産物の国・地域別輸出実績（２０１７年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279893","00500100","農林水産物輸出入概況 ５　農産物の国・地域別輸出実績（２０１７年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279894","00500100","農林水産物輸出入概況 ６　林産物の国・地域別輸出実績（２０１７年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279895","00500100","農林水産物輸出入概況 ７　水産物の国・地域別輸出実績（２０１７年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279896","00500100","農林水産物輸出入概況 １０　農林水産物の国・地域別輸入実績（２０１７年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279897","00500100","農林水産物輸出入概況 １１　農産物の国・地域別輸入実績（２０１７年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279898","00500100","農林水産物輸出入概況 １２　林産物の国・地域別輸入実績（２０１７年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279899","00500100","農林水産物輸出入概況 １３　水産物の国・地域別輸入実績（２０１７年金額上位２０か国）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
"0003279957","00500100","農林水産物輸出入概況 参考：農林水産物の国・地域別輸出実績（２０１７年金額上位２０か国：アルコール飲料、たばこ、真珠を除く）","農林水産物輸出入統計","確報","農林水産物輸出入概況（2017年）","年次",,"2019-02-07"
