"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0001895441","00500207","1","林業産出額及び生産林業所得累年統計 全国統計表 総括表（昭和46年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895442","00500207","1","林業産出額及び生産林業所得累年統計 全国統計表 主要品目別林業産出額（昭和46年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895443","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 北海道（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895444","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 青森（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895445","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 岩手（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895446","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 宮城（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895447","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 秋田（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895448","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 山形（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895449","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 福島（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895450","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 茨城（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895451","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 栃木（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895452","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 群馬（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895453","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 埼玉（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895454","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 千葉（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895455","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 東京（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895456","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 神奈川（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895457","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 新潟（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895458","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 富山（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895459","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 石川（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895460","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 福井（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895461","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 山梨（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895462","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 長野（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895463","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 岐阜（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895464","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 静岡（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895465","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 愛知（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895466","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 三重（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895467","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 滋賀（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895468","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 京都（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895469","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 大阪（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895470","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 兵庫（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895471","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 奈良（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895472","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 和歌山（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895473","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 鳥取（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895474","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 島根（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895475","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 岡山（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895476","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 広島（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895477","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 山口（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895478","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 徳島（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895479","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 香川（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895480","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 愛媛（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895481","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 高知（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895482","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 福岡（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895483","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 佐賀（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895484","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 長崎（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895485","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 熊本（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
"0001895486","00500207","2","林業産出額及び生産林業所得累年統計 都道府県別統計表 大分（昭和61年～令和元年）","林業産出額","長期累年","統計表","年次","201901-201912","2021-12-24"
