"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003313482","00601020","第１表　月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(4区分)、宿泊目的割合(2区分)別施設数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313483","00601020","第１表　月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別施設数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313520","00601020","第２表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(4区分)、宿泊目的割合(2区分)別延べ宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313620","00601020","第３表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(4区分)、宿泊目的割合(2区分)別実宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313661","00601020","第４表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ（6区分）別延べ宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313680","00601020","第６表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(4区分)、宿泊目的割合(2区分)別定員稼働率","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313681","00601020","第６表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別定員稼働率","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313700","00601020","第５表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ（6区分）別実宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313780","00601020","第７表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(4区分)、宿泊目的割合(2区分)別利用客室数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313781","00601020","第７表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別利用客室数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313903","00601020","第８表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(4区分)、宿泊目的割合(2区分)別客室稼働率","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313904","00601020","第８表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別客室稼働率","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003313977","00601020","第９表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊目的割合(2区分)、居住地（2区分）別延べ宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003314402","00601020","第１０表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ(6区分)、居住地（2区分）別延べ宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003314403","00601020","参考第２表　月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別施設数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003314404","00601020","参考第２表　月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別施設数（従業者数10人以上の施設）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003314421","00601020","参考第３表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別延べ宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003314460","00601020","参考第４表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別実宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003314467","00601020","参考第５表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ（6区分）別延べ宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003314821","00601020","参考第７表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別定員稼働率","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003314822","00601020","参考第７表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別定員稼働率（従業者数10人以上の施設）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003315160","00601020","参考第６表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ（6区分）別実宿泊者数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003315247","00601020","参考第８表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別利用客室数","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003315248","00601020","参考第８表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別利用客室数（従業者数10人以上の施設）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003315380","00601020","参考第９表　年、月（12区分）、施設所在地(47区分及び運輸局等)、従業者数(3区分)、宿泊目的割合(2区分)別客室稼働率","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003315381","00601020","参考第９表　年、月（12区分）、施設所在地（47区分及び運輸局等）、宿泊施設タイプ（6区分）別客室稼働率（従業者数10人以上の施設）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003315434","00601020","参考第１０表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊目的割合(2区分)、居住地（2区分）別延べ宿泊者数（従業者数10人以上の施設）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003316049","00601020","参考第１１表　年、月（12区分）、施設所在地(47区分及び運輸局等)、宿泊施設タイプ(6区分)、居住地（2区分）別延べ宿泊者数（従業者数10人以上の施設）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003316077","00601020","参考１　主要項目別標準誤差率","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003316903","00601020","参考２　主要項目別標準誤差率（続き）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003316906","00601020","参考３　主要項目別標準誤差率（続き）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
"0003317699","00601020","参考第１表　年、月（12区分）、施設所在地(47区分及び運輸局等)、国籍（出身地）（21区分）別外国人延べ宿泊者数 （従業者数10人以上の施設）","宿泊旅行統計調査（年確定値）","年次","201601-201612","2019-03-16"
