"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003102664","00500225","統計表 生乳移出入量（都道府県別・月別） 年計","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102678","00500225","統計表 生乳移出入量（都道府県別・月別） ３月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102679","00500225","統計表 生乳移出入量（都道府県別・月別） ７月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102680","00500225","統計表 生乳移出入量（都道府県別・月別） 11月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102696","00500225","統計表 生乳移出入量（都道府県別・月別） ２月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102697","00500225","統計表 生乳移出入量（都道府県別・月別） ６月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102698","00500225","統計表 生乳移出入量（都道府県別・月別） 10月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102711","00500225","統計表 生乳移出入量（都道府県別・月別） １月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102712","00500225","統計表 生乳移出入量（都道府県別・月別） ５月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102713","00500225","統計表 生乳移出入量（都道府県別・月別） ９月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102725","00500225","統計表 生乳移出入量（都道府県別・月別） ４月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102726","00500225","統計表 生乳移出入量（都道府県別・月別） ８月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102727","00500225","統計表 生乳移出入量（都道府県別・月別） 12月分","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102790","00500225","累年統計表 乳製品生産量（全国）","5","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2024-03-11"
"0003102681","00500225","統計表 生乳処理量（用途別都道府県別・月別） 牛乳等向け処理量のうち業務用向け処理量","6","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102682","00500225","統計表 生乳処理量（用途別都道府県別・月別） その他向け処理量","6","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102699","00500225","統計表 生乳処理量（用途別都道府県別・月別） 牛乳等向け処理量","6","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102700","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量のうちクリーム等向け処理量","6","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102714","00500225","統計表 生乳処理量（用途別都道府県別・月別） 処理量計","6","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102715","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量のうちチーズ向け処理量","6","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102728","00500225","統計表 生乳処理量（用途別都道府県別・月別） 乳製品向け処理量","6","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102729","00500225","統計表 生乳処理量（用途別都道府県別・月別） その他向け処理量のうち欠減","6","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102716","00500225","統計表 牛乳等生産量（全国農業地域別・牛乳等内訳）","7","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102683","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳","8","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102684","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳のうち業務用","8","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102701","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 飲用牛乳等計","8","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102702","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳","8","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102717","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳のうち学校給食用","8","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102730","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 牛乳のうち業務用","8","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102731","00500225","統計表 飲用牛乳等生産量（都道府県別・月別） 加工乳・成分調整牛乳のうち成分調整牛乳","8","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102718","00500225","統計表 乳飲料生産量（都道府県別・月別）","9","牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0001797801","00500225","参考　その他統計表 常用従事者数規模別「30人以上」の工場数内訳（全国）（12月31日現在）",NA,"牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2020-03-05"
"0003102787","00500225","累年統計表 （参考） 経産牛１頭当たり搾乳量",NA,"牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003102806","00500225","累年統計表 （参考） 乳用牛の年次別飼養戸数及び頭数",NA,"牛乳乳製品統計調査","確報","平成25年牛乳乳製品統計","年次","201301-201312","2015-02-19"
"0003214286","00500225","統計表 生乳生産量及び用途別処理量（全国農業地域別・処理内訳）（月別）","1","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-03"
"0003214315","00500225","累年統計表 生乳生産量及び用途別処理量（全国）","1","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214328","00500225","統計表 はっ酵乳生産量（都道府県別）（月別）","10","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214348","00500225","統計表 乳酸菌飲料生産量（都道府県別）（月別）","11","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214295","00500225","統計表 飲用牛乳等出荷量（都道府県別）（月別）","12","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214309","00500225","統計表 飲用牛乳等入荷量（都道府県別）（月別）","13","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214296","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ２月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214297","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ６月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214298","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 10月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214310","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ３月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214311","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ７月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214312","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 11月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214329","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 年計","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214330","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ４月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214331","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ８月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214332","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 12月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214349","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） １月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214350","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ５月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214351","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ９月分","14","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214480","00500225","統計表 乳製品生産量（全国・北海道・都府県）（月別）","15","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2024-03-11"
"0003214299","00500225","統計表 乳製品の在庫量（全国）（月別）","16","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214313","00500225","統計表 牛乳処理場及び乳製品工場数 経営組織別・生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（平成28年12月末日現在）","17","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2020-03-05"
"0003214314","00500225","統計表 牛乳処理場及び乳製品工場数 常用従業者規模別工場処理場数（全国農業地域別・都道府県別）（平成28年12月末日現在）","17","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2020-03-05"
"0003214333","00500225","統計表 牛乳処理場及び乳製品工場数 牛乳等製造工場処理場数 （全国農業地域別・都道府県別）（平成28年12月末日現在）","17","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214353","00500225","統計表 牛乳処理場及び乳製品工場数 乳製品種類別製造工場処理場数（全国農業地域別・都道府県別）（平成28年12月末日現在）","17","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2020-03-05"
"0003214360","00500225","統計表 牛乳処理場及び乳製品工場数 生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（平成28年12月末日現在）","17","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2020-03-05"
"0003214334","00500225","統計表 生産能力（全国農業地域別・都道府県別）（平成28年12月末日現在）","18","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2020-03-05"
"0003214354","00500225","統計表 容器容量別牛乳生産量割合（全国農業地域別・都道府県別）（平成28年10月）","19","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214300","00500225","統計表 生乳生産量（都道府県別）（月別）","2","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214335","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域別）","2","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214361","00500225","統計表 容器容量別加工乳生産量割合（全国農業地域別・都道府県別）（平成28年10月）","20","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214320","00500225","統計表 生乳移出量（都道府県別）（月別）","3","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214355","00500225","累年統計表 生乳生産量及び用途別処理量（地方農政局別）","3","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214340","00500225","統計表 生乳移入量（都道府県別）（月別）","4","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214362","00500225","累年統計表 牛乳等生産量（全国）","4","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214287","00500225","統計表 生乳移出入量（都道府県別）（月別） 年計","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214288","00500225","統計表 生乳移出入量（都道府県別）（月別） ４月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214289","00500225","統計表 生乳移出入量（都道府県別）（月別） ８月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214290","00500225","統計表 生乳移出入量（都道府県別）（月別） 12月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214301","00500225","統計表 生乳移出入量（都道府県別）（月別） １月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214302","00500225","統計表 生乳移出入量（都道府県別）（月別） ５月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214303","00500225","統計表 生乳移出入量（都道府県別）（月別） ９月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214316","00500225","累年統計表 牛乳等生産量（全国農業地域別）","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214321","00500225","統計表 生乳移出入量（都道府県別）（月別） ２月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214322","00500225","統計表 生乳移出入量（都道府県別）（月別） ６月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214323","00500225","統計表 生乳移出入量（都道府県別）（月別） 10月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214341","00500225","統計表 生乳移出入量（都道府県別）（月別） ３月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214342","00500225","統計表 生乳移出入量（都道府県別）（月別） ７月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214343","00500225","統計表 生乳移出入量（都道府県別）（月別） 11月分","5","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214291","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） 乳製品向け処理量","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214292","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） その他　うち、欠減量","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214304","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） 処理量計","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214305","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） 乳製品向け　うち、チーズ向け処理量","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214324","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） 牛乳等向け処理量","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214325","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） 乳製品向け　うち、クリーム等向け処理量","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214336","00500225","累年統計表 牛乳等生産量（地方農政局別）","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214344","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） 牛乳等向け　うち、業務用向け処理量","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214345","00500225","統計表 生乳処理量（用途別　都道府県別）（月別） その他","6","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214306","00500225","統計表 牛乳等生産量（全国農業地域別・牛乳等内訳）（月別）","7","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214356","00500225","累年統計表 乳製品生産量（全国）","7","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2024-03-11"
"0003214293","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 牛乳　うち、業務用生産量","8","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214294","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 加工乳・成分調整牛乳　うち、成分調整牛乳生産量","8","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214307","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 牛乳　うち、学校給食用生産量","8","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214326","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 飲用牛乳等計","8","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214327","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 加工乳・成分調整牛乳生産量","8","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214346","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 牛乳生産量","8","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214347","00500225","統計表 飲用牛乳等生産量（都道府県別）（月別） 加工乳・成分調整牛乳　うち、業務用生産量","8","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214308","00500225","統計表 乳飲料生産量（都道府県別）（月別）","9","牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003214317","00500225","累年統計表 参考２ 経産牛１頭当たり搾乳量",NA,"牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2019-04-02"
"0003214363","00500225","累年統計表 参考１ 乳用牛の年次別飼養戸数及び頭数（２月１日現在）",NA,"牛乳乳製品統計調査","確報","平成28年牛乳乳製品統計","年次","201601-201612","2018-01-16"
"0003300014","00500225","統計表 生乳生産量及び用途別処理量（全国農業地域別・処理内訳）（月別）","1","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300078","00500225","累年統計表 生乳生産量及び用途別処理量（全国）","1","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300048","00500225","統計表 はっ酵乳生産量（都道府県別）（月別）","10","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300049","00500225","統計表 乳酸菌飲料生産量（都道府県別）（月別）","11","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300050","00500225","統計表 飲用牛乳等出荷量（都道府県別）（月別）","12","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300051","00500225","統計表 飲用牛乳等入荷量（都道府県別）（月別）","13","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300052","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 年計","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300053","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） １月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300054","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ２月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300055","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ３月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300056","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ４月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300057","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ５月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300058","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ６月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300059","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ７月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300060","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ８月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300061","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） ９月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300062","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 10月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300063","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 11月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300064","00500225","統計表 飲用牛乳等入出荷量（都道府県別）（月別） 12月分","14","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300065","00500225","統計表 乳製品生産量（全国・北海道・都府県）（月別）","15","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2024-03-11"
"0003300067","00500225","統計表 乳製品生産量（全国・北海道・都府県）（月別）","15","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003315302","00500225","統計表 乳製品在庫量（全国）（月別）","16","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300068","00500225","統計表 牛乳処理場及び乳製品工場数 牛乳等製造工場処理場数 （全国農業地域別・都道府県別）（令和元年12月末日現在）","17","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300069","00500225","統計表 牛乳処理場及び乳製品工場数 経営組織別・生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（平成29年12月末日現在）","17","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300070","00500225","統計表 牛乳処理場及び乳製品工場数 生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（令和元年12月末日現在）","17","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300071","00500225","統計表 牛乳処理場及び乳製品工場数 乳製品種類別製造工場処理場数（全国農業地域別・都道府県別）（平成29年12月末日現在）","17","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300072","00500225","統計表 牛乳処理場及び乳製品工場数 生乳処理量規模別工場処理場数（全国農業地域別・都道府県別）（平成29年12月末日現在）","17","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003317050","00500225","統計表 生産能力（全国農業地域別・都道府県別）（平成29年12月末日現在）","18","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300075","00500225","統計表 容器容量別牛乳生産量割合（全国農業地域別・都道府県別）（平成29年10月）","19","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003317049","00500225","統計表 容器容量別牛乳生産量割合（全国農業地域別・都道府県別）（令和元年10月）","19","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300015","00500225","統計表 生乳生産量（都道府県別）（月別）","2","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300076","00500225","累年統計表 生乳生産量及び用途別処理量（全国農業地域別）","2","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300016","00500225","統計表 生乳移出量（都道府県別）（月別）","3","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300017","00500225","統計表 生乳移入量（都道府県別）（月別）","4","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300018","00500225","統計表 生乳移出入量（都道府県別）（月別） 年計　","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300019","00500225","統計表 生乳移出入量（都道府県別）（月別） １月分","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300020","00500225","統計表 生乳移出入量（都道府県別）（月別） ２月分","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300021","00500225","統計表 生乳移出入量（都道府県別）（月別） ３月分","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300022","00500225","統計表 生乳移出入量（都道府県別）（月別） ４月分","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300023","00500225","統計表 生乳移出入量（都道府県別）（月別） ５月分","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300024","00500225","統計表 生乳移出入量（都道府県別）（月別） ６月分","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300025","00500225","統計表 生乳移出入量（都道府県別）（月別） ７月分","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
"0003300026","00500225","統計表 生乳移出入量（都道府県別）（月別） ８月分","5","牛乳乳製品統計調査","確報","平成29年牛乳乳製品統計","年次","201701-201712","2021-05-13"
