"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003348423","00100001","季節調整値　全国の分野・業種別ＤＩの推移","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348424","00100001","季節調整値　地域別ＤＩの推移","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348425","00100001","分野・業種別DI","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348426","00100001","地域別DIの推移","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348427","00100001","回答者数・構成比及びＤＩの推移　景気の現状判断と先行き判断","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348428","00100001","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 家計動向関連","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348429","00100001","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 企業動向関連","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348450","00100001","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 全国 － 雇用関連","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348451","00100001","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 家計動向関連","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348452","00100001","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 企業動向関連","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348453","00100001","回答者数・構成比及びＤＩの推移　景気の現状判断（方向性）の理由 － 地域別 － 雇用関連","景気ウォッチャー調査","月次",202504,"2025-05-26"
"0003348454","00100001","景気ウォッチャー（調査客体）の地域別・分野別構成","景気ウォッチャー調査","月次",202504,"2025-05-26"
