"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004010993","00650408","7-1-1","参考：基本項目（世帯、住宅、機器使用状況等）別-年間用途別エネルギー消費量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004010994","00650408","7-1-2","参考：機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間用途別エネルギー消費量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004010995","00650408","7-1-3","参考：暖房使用状況別-年間用途別エネルギー消費量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004010996","00650408","7-1-4","参考：入浴状況、お湯の使い方別-年間用途別エネルギー消費量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004010997","00650408","7-1-5","参考：調理食数別-年間用途別エネルギー消費量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004010998","00650408","7-1-6","参考：省エネルギー行動実施状況別-年間用途別エネルギー消費量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004010999","00650408","7-1-7","参考：自動車の使用状況別-年間用途別エネルギー消費量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004011000","00650408","7-2-1","参考：基本項目（世帯、住宅、機器使用状況等）別-年間用途別二酸化炭素排出量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004011001","00650408","7-2-2","参考：機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間用途別二酸化炭素排出量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004011002","00650408","7-2-3","参考：暖房使用状況別-年間用途別二酸化炭素排出量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004011003","00650408","7-2-4","参考：入浴状況、お湯の使い方別-年間用途別二酸化炭素排出量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004011004","00650408","7-2-5","参考：調理食数別-年間用途別二酸化炭素排出量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004011005","00650408","7-2-6","参考：省エネルギー行動実施状況別-年間用途別二酸化炭素排出量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004011006","00650408","7-2-7","参考：自動車の使用状況別-年間用途別二酸化炭素排出量","平成29年度　家庭部門のCO2排出実態統計調査","全国","年度次","201704-201803","2024-03-26"
"0004017340","00650408","ji01","<時系列第1表>基本項目（世帯、住宅）別-世帯人数、住宅の建て方等","時系列統計表",NA,"年度次","202204-202303","2025-03-19"
"0004017341","00650408","ji02","<時系列第2表>基本項目（世帯、住宅）別-年間エネルギー種別エネルギー消費量","時系列統計表",NA,"年度次","202204-202303","2025-03-19"
"0004017342","00650408","ji03","<時系列第3表>基本項目（世帯、住宅）別-年間エネルギー種別二酸化炭素排出量","時系列統計表",NA,"年度次","202204-202303","2025-03-19"
"0004017343","00650408","ji04","<時系列第4表>地方別-月別エネルギー種別エネルギー消費量","時系列統計表",NA,"年度次","202204-202303","2025-03-19"
"0004017344","00650408","ji05","<時系列第5表>地方別-月別エネルギー種別二酸化炭素排出量","時系列統計表",NA,"年度次","202204-202303","2025-03-19"
"0004010607","00650408","1","基本項目（世帯、住宅、機器使用状況等）別-世帯人数、住宅の建て方等","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010608","00650408","2-1","基本項目（世帯、住宅、機器使用状況等）別-機器の使用数量（テレビ、冷蔵庫、エアコン、洗濯機、衣類乾燥機、浴室乾燥機、食器洗い乾燥機、食器乾燥機、電子レンジ、ガスオーブン）","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010609","00650408","2-2","基本項目（世帯、住宅、機器使用状況等）別-機器の使用数量（炊飯器、電気ポット、ウォーターサーバー、温水洗浄便座、暖房便座、加湿器、除湿機、空気清浄機、パソコン、ビデオレコーダー、インターネットモデム・ルーター）・ペットのための設備","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010610","00650408","2-3","基本項目（世帯、住宅、機器使用状況等）別-機器の製造時期（テレビ、冷蔵庫、エアコン）","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010611","00650408","2-4","基本項目（世帯、住宅、機器使用状況等）別-機器の種類・大きさ（テレビ、冷蔵庫、エアコン）","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010612","00650408","2-5","基本項目（世帯、住宅、機器使用状況等）別-機器の種類（給湯器・給湯システム、コンロ)","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010613","00650408","2-6","基本項目（世帯、住宅、機器使用状況等）別-太陽光発電の使用有無、総容量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010614","00650408","3-1","基本項目（世帯、住宅、機器使用状況等）別-暖房使用状況（暖房の仕方、個別暖房機器の使用台数、太陽熱利用暖房システムの使用状況、セントラル暖房システムの使用状況、床暖房の使用状況）","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010615","00650408","3-2","基本項目（世帯、住宅、機器使用状況等）別-暖房使用状況（最もよく使う暖房機器、最もよく使う暖房機器の温度設定状況、最もよく使う暖房機器の寒い時期の平日の使用時間、ペットのための暖房使用の有無、暖房室数）","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010616","00650408","3-3","基本項目（世帯、住宅、機器使用状況等）別-冷房使用状況","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010617","00650408","3-4","基本項目（世帯、住宅、機器使用状況等）別-入浴状況、冬のお湯の使用状況","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010618","00650408","3-5","基本項目（世帯、住宅、機器使用状況等）別-調理食数","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010619","00650408","3-6","基本項目（世帯、住宅、機器使用状況等）別-照明の使用状況","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010620","00650408","3-7","基本項目（世帯、住宅、機器使用状況等）別-機器の使用状況（平日のテレビの使用時間、衣類乾燥機の使用頻度）","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010621","00650408","3-8","基本項目（世帯、住宅、機器使用状況等）別-省エネルギー行動実施状況","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010622","00650408","4-1","基本項目（世帯、住宅、機器使用状況等）別-自動車の保有状況","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010623","00650408","4-2","基本項目（世帯、住宅、機器使用状況等）別-自動車の種類、排気量、燃費、使用状況","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010624","00650408","5","基本項目（世帯、住宅、機器使用状況等）別-エネルギー種別使用用途、家庭で使用しているエネルギー種","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010625","00650408","6-1-1","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010626","00650408","6-1-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010627","00650408","6-1-3","暖房使用状況別-月別エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010628","00650408","6-1-4","入浴状況、お湯の使い方別-月別エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010629","00650408","6-1-5","調理食数別-月別エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010630","00650408","6-1-6","省エネルギー行動実施状況別-月別エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010631","00650408","6-1-7","自動車の使用状況別-月別エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010632","00650408","6-2-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010633","00650408","6-2-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010634","00650408","6-2-3","暖房使用状況別-年間エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010635","00650408","6-2-4","入浴状況、お湯の使い方別-年間エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010636","00650408","6-2-5","調理食数別-年間エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010637","00650408","6-2-6","省エネルギー行動実施状況別-年間エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010638","00650408","6-2-7","自動車の使用状況別-年間エネルギー種別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010639","00650408","6-3-1","基本項目（世帯、住宅、機器使用状況等）別-月別エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010640","00650408","6-3-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-月別エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010641","00650408","6-3-3","暖房使用状況別-月別エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010642","00650408","6-3-4","入浴状況、お湯の使い方別-月別エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010643","00650408","6-3-5","調理食数別-月別エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010644","00650408","6-3-6","省エネルギー行動実施状況別-月別エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010645","00650408","6-3-7","自動車の使用状況別-月別エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010646","00650408","6-4-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010647","00650408","6-4-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010648","00650408","6-4-3","暖房使用状況別-年間エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010649","00650408","6-4-4","入浴状況、お湯の使い方別-年間エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010650","00650408","6-4-5","調理食数別-年間エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010651","00650408","6-4-6","省エネルギー行動実施状況別-年間エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010652","00650408","6-4-7","自動車の使用状況別-年間エネルギー種別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010653","00650408","6-5-1","基本項目（世帯、住宅、機器使用状況等）別-年間エネルギー種別支払金額","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010654","00650408","6-5-2","機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間エネルギー種別支払金額","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010655","00650408","6-5-3","暖房使用状況別-年間エネルギー種別支払金額","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010656","00650408","6-5-4","入浴状況、お湯の使い方別-年間エネルギー種別支払金額","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010657","00650408","6-5-5","調理食数別-年間エネルギー種別支払金額","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010658","00650408","6-5-6","省エネルギー行動実施状況別-年間エネルギー種別支払金額","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010659","00650408","6-5-7","自動車の使用状況別-年間エネルギー種別支払金額","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010660","00650408","7-1-1","参考：基本項目（世帯、住宅、機器使用状況等）別-年間用途別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010661","00650408","7-1-2","参考：機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間用途別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010662","00650408","7-1-3","参考：暖房使用状況別-年間用途別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010663","00650408","7-1-4","参考：入浴状況、お湯の使い方別-年間用途別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010664","00650408","7-1-5","参考：調理食数別-年間用途別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010665","00650408","7-1-6","参考：省エネルギー行動実施状況別-年間用途別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010666","00650408","7-1-7","参考：自動車の使用状況別-年間用途別エネルギー消費量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010667","00650408","7-2-1","参考：基本項目（世帯、住宅、機器使用状況等）別-年間用途別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010668","00650408","7-2-2","参考：機器・照明の使用台数、使用状況、製造時期、種類、大きさ別-年間用途別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010669","00650408","7-2-3","参考：暖房使用状況別-年間用途別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010670","00650408","7-2-4","参考：入浴状況、お湯の使い方別-年間用途別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010671","00650408","7-2-5","参考：調理食数別-年間用途別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
"0004010672","00650408","7-2-6","参考：省エネルギー行動実施状況別-年間用途別二酸化炭素排出量","平成30年度　家庭部門のCO2排出実態統計調査","全国","年度次","201804-201903","2024-03-26"
