"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003365113","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201810-201812","2025-05-27"
"0003365231","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201807-201809","2025-05-27"
"0003365232","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201804-201806","2025-05-27"
"0003365233","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201801-201803","2025-05-27"
"0003365238","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201710-201712","2025-05-27"
"0003365239","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201707-201709","2025-05-27"
"0003365240","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201704-201706","2025-05-27"
"0003365241","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201701-201703","2025-05-27"
"0003365246","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201610-201612","2025-05-27"
"0003365247","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201607-201609","2025-05-27"
"0003365248","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201604-201606","2025-05-27"
"0003365249","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201601-201603","2025-05-27"
"0003365394","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201510-201512","2025-05-27"
"0003365395","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201507-201509","2025-05-27"
"0003365396","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201504-201506","2025-05-27"
"0003365397","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201501-201503","2025-05-27"
"0003365402","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201410-201412","2025-05-27"
"0003365403","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201407-201409","2025-05-27"
"0003365404","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201404-201406","2025-05-27"
"0003365405","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201401-201403","2025-05-27"
"0003365410","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201310-201312","2025-05-27"
"0003365411","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201307-201309","2025-05-27"
"0003365412","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201304-201306","2025-05-27"
"0003365413","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201301-201303","2025-05-27"
"0003365418","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201210-201212","2025-05-27"
"0003365419","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201207-201209","2025-05-27"
"0003365420","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201204-201206","2025-05-27"
"0003365421","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201201-201203","2025-05-27"
"0003365426","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201110-201112","2025-05-27"
"0003365427","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201107-201109","2025-05-27"
"0003365428","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201104-201106","2025-05-27"
"0003365429","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201101-201103","2025-05-27"
"0003365434","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201010-201012","2025-05-27"
"0003365435","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201007-201009","2025-05-27"
"0003365436","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201004-201006","2025-05-27"
"0003365437","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201001-201003","2025-05-27"
"0003365442","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200910-200912","2025-05-27"
"0003365443","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200907-200909","2025-05-27"
"0003365444","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200904-200906","2025-05-27"
"0003365445","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200901-200903","2025-05-27"
"0003365450","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200810-200812","2025-05-27"
"0003365451","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200807-200809","2025-05-27"
"0003365452","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200804-200806","2025-05-27"
"0003365453","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200801-200803","2025-05-27"
"0003365458","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200710-200712","2025-05-27"
"0003365459","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200707-200709","2025-05-27"
"0003365460","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200704-200706","2025-05-27"
"0003365461","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200701-200703","2025-05-27"
"0003365466","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200610-200612","2025-05-27"
"0003365467","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200607-200609","2025-05-27"
"0003365468","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200604-200606","2025-05-27"
"0003365469","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200601-200603","2025-05-27"
"0003365474","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200510-200512","2025-05-27"
"0003365475","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200507-200509","2025-05-27"
"0003365476","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200504-200506","2025-05-27"
"0003365477","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200501-200503","2025-05-27"
"0003365482","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200410-200412","2025-05-27"
"0003365483","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200407-200409","2025-05-27"
"0003365484","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200404-200406","2025-05-27"
"0003365485","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200401-200403","2025-05-27"
"0003365490","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200310-200312","2025-05-27"
"0003365491","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200307-200309","2025-05-27"
"0003365492","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200304-200306","2025-05-27"
"0003365493","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200301-200303","2025-05-27"
"0003365498","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200210-200212","2025-05-27"
"0003365499","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200207-200209","2025-05-27"
"0003365500","00100409","国内総生産（支出側）及び各需要項目 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200204-200206","2025-05-27"
"0003368650","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201810-201812","2025-05-27"
"0003368651","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201807-201809","2025-05-27"
"0003368652","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201804-201806","2025-05-27"
"0003368653","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201801-201803","2025-05-27"
"0003368658","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201710-201712","2025-05-27"
"0003368659","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201707-201709","2025-05-27"
"0003368660","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201704-201706","2025-05-27"
"0003368661","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201701-201703","2025-05-27"
"0003368666","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201610-201612","2025-05-27"
"0003368667","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201607-201609","2025-05-27"
"0003368668","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201604-201606","2025-05-27"
"0003368669","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201601-201603","2025-05-27"
"0003368674","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201510-201512","2025-05-27"
"0003368675","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201507-201509","2025-05-27"
"0003368676","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201504-201506","2025-05-27"
"0003368677","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201501-201503","2025-05-27"
"0003368682","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201410-201412","2025-05-27"
"0003368683","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201407-201409","2025-05-27"
"0003368684","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201404-201406","2025-05-27"
"0003368685","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201401-201403","2025-05-27"
"0003368690","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201310-201312","2025-05-27"
"0003368691","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201307-201309","2025-05-27"
"0003368692","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201304-201306","2025-05-27"
"0003368693","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201301-201303","2025-05-27"
"0003368698","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201210-201212","2025-05-27"
"0003368699","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201207-201209","2025-05-27"
"0003368700","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201204-201206","2025-05-27"
"0003368701","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201201-201203","2025-05-27"
"0003368706","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201110-201112","2025-05-27"
"0003368707","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201107-201109","2025-05-27"
"0003368708","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201104-201106","2025-05-27"
"0003368709","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201101-201103","2025-05-27"
"0003368714","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201010-201012","2025-05-27"
"0003368715","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201007-201009","2025-05-27"
"0003368716","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201004-201006","2025-05-27"
"0003368717","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201001-201003","2025-05-27"
"0003368722","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200910-200912","2025-05-27"
"0003368723","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200907-200909","2025-05-27"
"0003368724","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200904-200906","2025-05-27"
"0003368725","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200901-200903","2025-05-27"
"0003368730","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200810-200812","2025-05-27"
"0003368731","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200807-200809","2025-05-27"
"0003368732","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200804-200806","2025-05-27"
"0003368733","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200801-200803","2025-05-27"
"0003368738","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200710-200712","2025-05-27"
"0003368739","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200707-200709","2025-05-27"
"0003368740","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200704-200706","2025-05-27"
"0003368741","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200701-200703","2025-05-27"
"0003368746","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200610-200612","2025-05-27"
"0003368747","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200607-200609","2025-05-27"
"0003368748","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200604-200606","2025-05-27"
"0003368749","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200601-200603","2025-05-27"
"0003368754","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200510-200512","2025-05-27"
"0003368755","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200507-200509","2025-05-27"
"0003368756","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200504-200506","2025-05-27"
"0003368757","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200501-200503","2025-05-27"
"0003368762","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200410-200412","2025-05-27"
"0003368763","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200407-200409","2025-05-27"
"0003368764","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200404-200406","2025-05-27"
"0003368765","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200401-200403","2025-05-27"
"0003368770","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200310-200312","2025-05-27"
"0003368771","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200307-200309","2025-05-27"
"0003368772","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200304-200306","2025-05-27"
"0003368773","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200301-200303","2025-05-27"
"0003368778","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200210-200212","2025-05-27"
"0003368779","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200207-200209","2025-05-27"
"0003368780","00100409","国内総生産（支出側）及び各需要項目 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","200204-200206","2025-05-27"
"0003368885","00100409","国内総生産（支出側）及び各需要項目 名目季節調整系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","1次速報値",NA,"四半期","201810-201812","2025-05-27"
