"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003379278","00100409","財貨・サービス別の輸出入 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200904-200906","2025-05-27"
"0003379279","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200901-200903","2025-05-27"
"0003379280","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200810-200812","2025-05-27"
"0003379281","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200807-200809","2025-05-27"
"0003379282","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200804-200806","2025-05-27"
"0003379283","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200801-200803","2025-05-27"
"0003379284","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200710-200712","2025-05-27"
"0003379285","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200707-200709","2025-05-27"
"0003379286","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200704-200706","2025-05-27"
"0003379287","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200701-200703","2025-05-27"
"0003379288","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200610-200612","2025-05-27"
"0003379289","00100409","財貨・サービス別の輸出入 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200607-200609","2025-05-27"
"0003379290","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201810-201812","2025-05-27"
"0003379291","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201807-201809","2025-05-27"
"0003379292","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201804-201806","2025-05-27"
"0003379293","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201801-201803","2025-05-27"
"0003379294","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201710-201712","2025-05-27"
"0003379295","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201707-201709","2025-05-27"
"0003379296","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201704-201706","2025-05-27"
"0003379297","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201701-201703","2025-05-27"
"0003379298","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201610-201612","2025-05-27"
"0003379299","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201607-201609","2025-05-27"
"0003379300","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201604-201606","2025-05-27"
"0003379301","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201601-201603","2025-05-27"
"0003379302","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201510-201512","2025-05-27"
"0003379303","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201507-201509","2025-05-27"
"0003379304","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201504-201506","2025-05-27"
"0003379305","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201501-201503","2025-05-27"
"0003379306","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201410-201412","2025-05-27"
"0003379307","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201407-201409","2025-05-27"
"0003379308","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201404-201406","2025-05-27"
"0003379309","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201401-201403","2025-05-27"
"0003379310","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201310-201312","2025-05-27"
"0003379311","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201307-201309","2025-05-27"
"0003379312","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201304-201306","2025-05-27"
"0003379313","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201301-201303","2025-05-27"
"0003379314","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201210-201212","2025-05-27"
"0003379315","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201207-201209","2025-05-27"
"0003379316","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201204-201206","2025-05-27"
"0003379317","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201201-201203","2025-05-27"
"0003379318","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201110-201112","2025-05-27"
"0003379319","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201107-201109","2025-05-27"
"0003379320","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201104-201106","2025-05-27"
"0003379321","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201101-201103","2025-05-27"
"0003379322","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201010-201012","2025-05-27"
"0003379323","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201007-201009","2025-05-27"
"0003379324","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201004-201006","2025-05-27"
"0003379325","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201001-201003","2025-05-27"
"0003379326","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200910-200912","2025-05-27"
"0003379327","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200907-200909","2025-05-27"
"0003379328","00100409","形態別総固定資本形成 名目原系列　実額（1980年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200904-200906","2025-05-27"
"0003379329","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200901-200903","2025-05-27"
"0003379330","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200810-200812","2025-05-27"
"0003379331","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200807-200809","2025-05-27"
"0003379332","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200804-200806","2025-05-27"
"0003379333","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200801-200803","2025-05-27"
"0003379334","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200710-200712","2025-05-27"
"0003379335","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200707-200709","2025-05-27"
"0003379336","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200704-200706","2025-05-27"
"0003379337","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200701-200703","2025-05-27"
"0003379338","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200610-200612","2025-05-27"
"0003379339","00100409","形態別総固定資本形成 名目原系列　実額（1994年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200607-200609","2025-05-27"
"0003379389","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201810-201812","2025-05-27"
"0003379390","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201807-201809","2025-05-27"
"0003379391","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201804-201806","2025-05-27"
"0003379392","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201801-201803","2025-05-27"
"0003379393","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201710-201712","2025-05-27"
"0003379394","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201707-201709","2025-05-27"
"0003379395","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201704-201706","2025-05-27"
"0003379396","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201701-201703","2025-05-27"
"0003379397","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201610-201612","2025-05-27"
"0003379398","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201607-201609","2025-05-27"
"0003379399","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201604-201606","2025-05-27"
"0003379400","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201601-201603","2025-05-27"
"0003379401","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201510-201512","2025-05-27"
"0003379402","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201507-201509","2025-05-27"
"0003379403","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201504-201506","2025-05-27"
"0003379404","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201501-201503","2025-05-27"
"0003379405","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201410-201412","2025-05-27"
"0003379406","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201407-201409","2025-05-27"
"0003379407","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201404-201406","2025-05-27"
"0003379408","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201401-201403","2025-05-27"
"0003379409","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201310-201312","2025-05-27"
"0003379410","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201307-201309","2025-05-27"
"0003379411","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201304-201306","2025-05-27"
"0003379412","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201301-201303","2025-05-27"
"0003379413","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201210-201212","2025-05-27"
"0003379414","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201207-201209","2025-05-27"
"0003379415","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201204-201206","2025-05-27"
"0003379416","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201201-201203","2025-05-27"
"0003379417","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201110-201112","2025-05-27"
"0003379418","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201107-201109","2025-05-27"
"0003379419","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201104-201106","2025-05-27"
"0003379420","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201101-201103","2025-05-27"
"0003379421","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201010-201012","2025-05-27"
"0003379422","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201007-201009","2025-05-27"
"0003379423","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201004-201006","2025-05-27"
"0003379424","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201001-201003","2025-05-27"
"0003379425","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200910-200912","2025-05-27"
"0003379426","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200907-200909","2025-05-27"
"0003379427","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1981年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200904-200906","2025-05-27"
"0003379428","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200901-200903","2025-05-27"
"0003379429","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200810-200812","2025-05-27"
"0003379430","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200807-200809","2025-05-27"
"0003379431","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200804-200806","2025-05-27"
"0003379432","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200801-200803","2025-05-27"
"0003379433","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200710-200712","2025-05-27"
"0003379434","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200707-200709","2025-05-27"
"0003379435","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200704-200706","2025-05-27"
"0003379436","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200701-200703","2025-05-27"
"0003379437","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200610-200612","2025-05-27"
"0003379438","00100409","形態別国内家計最終消費支出 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","200607-200609","2025-05-27"
"0003379481","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201810-201812","2025-05-27"
"0003379482","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201807-201809","2025-05-27"
"0003379483","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201804-201806","2025-05-27"
"0003379484","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201801-201803","2025-05-27"
"0003379485","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201710-201712","2025-05-27"
"0003379486","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201707-201709","2025-05-27"
"0003379487","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201704-201706","2025-05-27"
"0003379488","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201701-201703","2025-05-27"
"0003379489","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201610-201612","2025-05-27"
"0003379490","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201607-201609","2025-05-27"
"0003379491","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201604-201606","2025-05-27"
"0003379492","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201601-201603","2025-05-27"
"0003379493","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201510-201512","2025-05-27"
"0003379494","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201507-201509","2025-05-27"
"0003379495","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201504-201506","2025-05-27"
"0003379496","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201501-201503","2025-05-27"
"0003379497","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201410-201412","2025-05-27"
"0003379498","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201407-201409","2025-05-27"
"0003379499","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201404-201406","2025-05-27"
"0003379500","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201401-201403","2025-05-27"
"0003379501","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201310-201312","2025-05-27"
"0003379502","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201307-201309","2025-05-27"
"0003379503","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201304-201306","2025-05-27"
"0003379504","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201301-201303","2025-05-27"
"0003379505","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201210-201212","2025-05-27"
"0003379506","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201207-201209","2025-05-27"
"0003379507","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201204-201206","2025-05-27"
"0003379508","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201201-201203","2025-05-27"
"0003379509","00100409","財貨・サービス別の輸出入 名目原系列　前年同期比・寄与度（1995年1Q～）",NA,"四半期別ＧＤＰ速報","過去の値","2次速報値",NA,"四半期","201110-201112","2025-05-27"
