"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003296680","00500500","1","統計表 政令指定土壌改良資材供給量（生産量及び輸入量）									","土壌改良資材の農業用払出量調査","確報","平成29年政令指定土壌改良資材供給量（生産量及び輸入量）","年次","201701-201712","2024-02-06"
"0003296882","00500500","2","統計表 政令指定土壌改良資材供給量（生産量）									","土壌改良資材の農業用払出量調査","確報","平成29年政令指定土壌改良資材供給量（生産量及び輸入量）","年次","201701-201712","2024-02-06"
"0003296883","00500500","3","統計表 政令指定土壌改良資材供給量（輸入量）									","土壌改良資材の農業用払出量調査","確報","平成29年政令指定土壌改良資材供給量（生産量及び輸入量）","年次","201701-201712","2024-02-06"
"0001756015","00500500","1-1","平成30年土壌改良資材の生産量調査 政令指定土壌改良資材の種類別生産量及び払出量","土壌改良資材の農業用払出量調査","確報","平成30年土壌改良資材の生産量及び輸入量","年次","201801-201812","2024-02-06"
"0001756016","00500500","2-1","平成30年土壌改良資材の輸入量調査 政令指定土壌改良資材の種類別輸入量及び払出量","土壌改良資材の農業用払出量調査","確報","平成30年土壌改良資材の生産量及び輸入量","年次","201801-201812","2024-02-06"
"0001756017","00500500","2-2","平成30年土壌改良資材の輸入量調査 政令指定土壌改良資材の輸入国別輸入量及び払出量","土壌改良資材の農業用払出量調査","確報","平成30年土壌改良資材の生産量及び輸入量","年次","201801-201812","2024-02-06"
"0001874165","00500500","1","統計表 政令指定土壌改良資材の種類別生産量及び輸入量","土壌改良資材の農業用払出量調査","確報","令和元年土壌改良資材の生産量及び輸入量","年次","201901-201912","2024-02-06"
"0001874166","00500500","2","統計表 政令指定土壌改良資材の種類別生産量及び輸入量農業用払出量（生産及び輸入）","土壌改良資材の農業用払出量調査","確報","令和元年土壌改良資材の生産量及び輸入量","年次","201901-201912","2024-02-06"
"0001874167","00500500","3","統計表 政令指定土壌改良資材の輸入量及び農業用払出量","土壌改良資材の農業用払出量調査","確報","令和元年土壌改良資材の生産量及び輸入量","年次","201901-201912","2024-02-06"
"0001920061","00500500","1","統計表 政令指定土壌改良資材の種類別農業用払出量（国内生産及び輸入）","土壌改良資材の農業用払出量調査","確報","令和２年土壌改良資材の農業用払出量","年次","202001-202012","2024-02-06"
"0001920062","00500500","2","統計表 輸入政令指定土壌改良資材の種類別輸入国別農業用払出量","土壌改良資材の農業用払出量調査","確報","令和２年土壌改良資材の農業用払出量","年次","202001-202012","2024-02-06"
"0002069562","00500500","1","統計表 政令指定土壌改良資材の種類別農業用払出量（国内生産及び輸入）","土壌改良資材の農業用払出量調査","確報","令和４年土壌改良資材の農業用払出量調査","年次","202201-202212","2024-03-29"
"0002069563","00500500","2","統計表 輸入政令指定土壌改良資材の種類別輸入国別農業用払出量","土壌改良資材の農業用払出量調査","確報","令和４年土壌改良資材の農業用払出量調査","年次","202201-202212","2024-03-29"
