"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003175401","00600150","１．業種別・職種別常時従業者数","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175402","00600150","１．業種別・職種別常時従業者数 国内在住外国人社員の国籍並びに受け入れ目的","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175403","00600150","３．国際化の状況　（海外法人を含む） 直近１年間の海外建設事業の活動状況 解決しなければならないと考えている事項（重複回答）","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175404","00600150","３．国際化の状況　（海外法人を含む） 海外建設市場の状況 将来受注高を伸ばしたい国と地域","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175405","00600150","５．企業集団の状況 「年間増」形態別会社数","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175420","00600150","１．業種別・職種別常時従業者数 期末の業務部門別常時従業者数","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175421","00600150","２．多角化の状況　（子会社、関連会社を除く） 直近１年間の設備投資の状況","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175422","00600150","３．国際化の状況　（海外法人を含む） 海外建設市場の状況 重点・比重を置く項目（重複回答）","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175423","00600150","４．技術開発等の状況　（子会社、関連会社は除く） 直近の事業年度の決算期末における工業所有権の自己開発所有件数","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175424","00600150","４．技術開発等の状況　（子会社、関連会社は除く） 直近１年間における工業所有権種類別の国内、海外の導入と供与の件数","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175425","00600150","４．技術開発等の状況　（子会社、関連会社は除く） 直近１年間の環境保全についての取組みの種類　（重複回答）","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175426","00600150","５．企業集団の状況 直近１年間における子会社及び関連会社の増減数、直近の期末における現在数","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175440","00600150","２．多角化の状況　（子会社、関連会社を除く） 直近１年間の事業別国内売上高","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175441","00600150","３．国際化の状況　（海外法人を含む） 直近１年間の海外建設事業のプロジェクト別契約金額","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175442","00600150","３．国際化の状況　（海外法人を含む） 海外建設市場の状況 直近１年間の受注高の多い国と地域","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175443","00600150","４．技術開発等の状況　（子会社、関連会社は除く） 直近１年間の工業所有権の供与による収入","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175444","00600150","５．企業集団の状況 「年間減」形態別会社数","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
"0003175460","00600150","３．国際化の状況　（海外法人を含む） 直近１年間の海外建設事業の契約金額","建設業活動実態調査","調査結果","年次",0,"2017-06-15"
