"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003295860","00500600","1-1","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（総数及び法人）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003295861","00500600","1-2","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003295862","00500600","1-3","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003295863","00500600","1-4","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003295864","00500600","1-5","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003295865","00500600","1-6","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003295866","00500600","1-7","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別認定状況","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003295867","00500600","1-8","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別構成比","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003295868","00500600",NA,"認定農業者の認定状況（平成28年３月末現在） 基本構想の策定状況及び認定農業者数","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成28年３月末）","年度次","201604-201703","2019-03-29"
"0003334080","00500600","1-1","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（総数及び法人）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-25"
"0003334081","00500600","1-2","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-25"
"0003334082","00500600","1-3","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-25"
"0003334083","00500600","1-4","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-25"
"0003334084","00500600","1-5","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-25"
"0003334085","00500600","1-6","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-25"
"0003334086","00500600","1-7","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別認定状況","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24"
"0003334087","00500600","1-8","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別構成比","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-25"
"0003334088","00500600",NA,"認定農業者の認定状況（平成29年３月末現在） 基本構想の策定状況及び認定農業者数","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成29年３月末）","年度次","201604-201703","2019-06-24"
"0003334089","00500600","1-1","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（総数及び法人）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-25"
"0003334090","00500600","1-2","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-25"
"0003334091","00500600","1-3","農業経営改善計画の営農類型別認定状況 農業経営改善計画の営農類型別認定状況（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-25"
"0003334092","00500600","1-4","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-25"
"0003334093","00500600","1-5","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-25"
"0003334094","00500600","1-6","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-25"
"0003334095","00500600","1-7","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別認定状況","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24"
"0003334096","00500600","1-8","農業経営改善計画の営農類型別認定状況 都道府県別農業経営改善計画の営農類型別構成比","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-25"
"0003334097","00500600",NA,"認定農業者の認定状況（平成30年３月末現在） 基本構想の策定状況及び認定農業者数","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別認定状況（平成30年３月末）","年度次","201704-201803","2019-06-24"
"0003416873","00500600","1-1","農業経営改善計画の営農類型別等認定状況（3月末現在） 農業経営改善計画の営農類型別認定状況（総数及び法人）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-12-26"
"0003416874","00500600","1-2","農業経営改善計画の営農類型別等認定状況（3月末現在） 農業経営改善計画の営農類型別認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-12-26"
"0003416875","00500600","1-3","農業経営改善計画の営農類型別等認定状況（3月末現在） 農業経営改善計画の営農類型別認定状況（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-12-26"
"0003416876","00500600","1-4","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-12-26"
"0003416877","00500600","1-5","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-12-26"
"0003416878","00500600","1-6","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-12-26"
"0003416879","00500600","1-7","農業経営改善計画の営農類型別等認定状況（3月末現在） 都道府県別農業経営改善計画の営農類型別認定状況・構成比","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-12-26"
"0003416880","00500600",NA,"認定農業者の認定状況（3月末現在） 基本構想の策定状況及び認定農業者数","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（平成31年３月末現在）","年度次","201904-202003","2020-12-26"
"0001916861","00500600","1-1","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 農業経営改善計画の営農類型別認定状況（総数及び法人）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
"0001916862","00500600","1-2","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 農業経営改善計画の営農類型別認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
"0001916863","00500600","1-3","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 農業経営改善計画の営農類型別認定状況（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
"0001916864","00500600","1-4","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の認定状況（総数及び法人・女性・共同申請別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
"0001916865","00500600","1-5","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の認定状況（年齢階層別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
"0001916866","00500600","1-6","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の認定状況及び構成比（法人形態別）","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
"0001916867","00500600","1-7","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の営農類型別認定状況","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
"0001916868","00500600","1-8","農業経営改善計画の営農類型別等認定状況（令和2年3月末現在） 都道府県別農業経営改善計画の営農類型別構成比","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
"0001916869","00500600",NA,"認定農業者の認定状況（令和2年3月末現在） 基本構想の策定状況及び認定農業者数","農業経営改善計画の認定状況","確報","農業経営改善計画の営農類型別等の認定状況（令和2年3月末現在）","年度次","202004-202103","2022-02-10"
