"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003360056","00350400","国有財産区分別増減額（価格改定によるもの）","国有財産統計","年度次",0,"2025-05-19"
"0003360057","00350400","国有財産会計別増減額","国有財産統計","年度次",0,"2025-05-19"
"0003360058","00350400","国有財産分類別・種類別増減額","国有財産統計","年度次",0,"2025-05-19"
"0003360059","00350400","国有財産所管別増減額","国有財産統計","年度次",0,"2025-05-19"
"0003360060","00350400","国有財産増減状況","国有財産統計","年度次",0,"2025-05-19"
"0003360061","00350400","国有財産台帳価格改定結果","国有財産統計","年度次",0,"2025-05-19"
"0003360062","00350400","国有財産区分別現在額","国有財産統計","年度次",0,"2025-05-19"
"0003360063","00350400","最近5か年間の国有財産の推移","国有財産統計","年度次",0,"2025-05-19"
"0003360064","00350400","最近５か年間の政府出資等の推移","国有財産統計","年度次",0,"2025-05-19"
"0003360065","00350400","財務省所管一般会計所属普通財産増減額及び現在額","国有財産統計","年度次",0,"2025-05-19"
"0003360066","00350400","財務省所管一般会計所属普通財産増減額（価格改定による増減額を除いたもの）","国有財産統計","年度次",0,"2025-05-19"
"0003360067","00350400","財務省所管一般会計所属普通財産増減額（価格改定によるもの）","国有財産統計","年度次",0,"2025-05-19"
"0003360068","00350400","財務省所管一般会計所属普通財産異動状況","国有財産統計","年度次",0,"2025-05-19"
"0003360069","00350400","財務省所管一般会計所属普通財産処分等実績","国有財産統計","年度次",0,"2025-05-19"
"0003360070","00350400","物納等有価証券の異動状況及び年度末現在額","国有財産統計","年度次",0,"2025-05-19"
"0003360071","00350400","国有財産売払収入の推移（財務局分）","国有財産統計","年度次",0,"2025-05-19"
"0003360072","00350400","国有財産売払収入の推移","国有財産統計","年度次",0,"2025-05-19"
"0003360073","00350400","行政財産（土地）の現況","国有財産統計","年度次",0,"2025-05-19"
"0003360074","00350400","各省各庁所管普通財産（未利用国有地）の状況","国有財産統計","年度次",0,"2025-05-19"
"0003360075","00350400","未利用国有地の処分等結果","国有財産統計","年度次",0,"2025-05-19"
"0003360076","00350400","未利用国有地の保有件数等の内訳","国有財産統計","年度次",0,"2025-05-19"
"0003360077","00350400","物納不動産（土地）の引受状況の推移","国有財産統計","年度次",0,"2025-05-19"
"0003360078","00350400","未利用国有地の入札実施状況（一般会計）","国有財産統計","年度次",0,"2025-05-19"
"0003360079","00350400","権利付財産の売却状況（土地）","国有財産統計","年度次",0,"2025-05-19"
"0003360080","00350400","普通財産（土地）の現況","国有財産統計","年度次",0,"2025-05-19"
"0003360081","00350400","土地信託の実施件数","国有財産統計","年度次",0,"2025-05-19"
"0003360082","00350400","社会福祉分野での国有財産の活用実績","国有財産統計","年度次",0,"2022-06-03"
"0003360083","00350400","政府出資現在額","国有財産統計","年度次",0,"2025-05-19"
"0003360084","00350400","国有財産会計別・分類別・種類別現在額","国有財産統計","年度次",0,"2025-05-19"
"0003360085","00350400","国有財産分類別・区分別現在額","国有財産統計","年度次",0,"2025-05-19"
"0003360086","00350400","国有財産分類別・所管別現在額","国有財産統計","年度次",0,"2025-05-19"
"0003360087","00350400","国有財産区分別増減額","国有財産統計","年度次",0,"2025-05-19"
"0004004701","00350400","定期借地権を利用した貸付件数","国有財産統計","年度次",0,"2025-05-19"
