"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0001785201","00502003","1","水産業協同組合年次報告 総括（大臣及び都道府県知事認可の水産業協同組合の合計数）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785202","00502003","2","水産業協同組合年次報告 大臣認可の水産業協同組合","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785203","00502003","3","水産業協同組合年次報告 都道府県知事認可の水産業協同組合（全国集計）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785204","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 沿海地区出資漁業協同組合（沿海出資漁協）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785205","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 沿海地区非出資漁業協同組合（沿海非出資漁協）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785206","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 内水面地区出資漁業協同組合（内水面出資漁協）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785207","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 内水面地区非出資漁業協同組合（内水面非出資漁協）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785208","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 業種別出資漁業協同組合（業種別出資漁協）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785209","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 業種別非出資漁業協同組合（業種別非出資漁協）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785210","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 漁業生産組合","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785211","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 水産加工業協同組合（水産加工協）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785212","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 出資漁業協同組合連合会（出資漁連）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785213","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 非出資漁業協同組合連合会（非出資漁連）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785214","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 信用漁業協同組合連合会（信用漁連）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785215","00502003","5","水産業協同組合年次報告 都道府県知事認可の水産業協同組合の組合種類別、県別集計 水産加工業協同組合連合会（水産加工連）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0001785216","00502003","6","水産業協同組合年次報告 組合数の推移（都道府県知事認可組合）","水産業協同組合年次報告","確報","水産業協同組合年次報告（平成31年３月31日現在）","年度次",,"2020-01-31"
"0003368826","00502003","1","水産業協同組合年次報告 総括（大臣及び都道府県知事認可の水産業協同組合の合計数）","水産業協同組合年次報告","確報","水産業協同組合年次報告","年度次",,"2020-12-25"
"0003416894","00502003","1","水産業協同組合年次報告 総括（大臣及び都道府県知事認可の水産業協同組合の合計数）　2019年度","水産業協同組合年次報告","確報","水産業協同組合年次報告","年度次",,"2020-12-25"
"0003368827","00502003","2","水産業協同組合年次報告 大臣認可の水産業協同組合","水産業協同組合年次報告","確報","水産業協同組合年次報告","年度次",,"2020-12-25"
"0003416895","00502003","2","水産業協同組合年次報告 大臣認可の水産業協同組合　2019年度","水産業協同組合年次報告","確報","水産業協同組合年次報告","年度次",,"2020-12-25"
