"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003206184","00250002","登記総括(年計表) 法務局及び地方法務局管内別　登記事務取扱件数及び個数","登記統計","総括・不動産・その他","年次",,"2025-05-30"
"0003206193","00250002","不動産登記(年計表) 法務局及び地方法務局管内別　筆界特定事件の受理,既済及び未済件数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003206204","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　夫婦財産契約の登記の件数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003206207","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　成年後見登記の件数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003206208","00250002","登記事項証明書の交付等(年計表) 法務局及び地方法務局管内別　登記事項証明書の交付等の件数","登記統計","総括・不動産・その他","年次",,"2025-05-30"
"0003206209","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　企業担保権の登記の件数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209445","00250002","登記総括(年計表) 法務局及び地方法務局管内別　登記事件の件数及び個数","登記統計","総括・不動産・その他","年次",,"2025-05-30"
"0003209446","00250002","不動産登記(年計表) 種類別　不動産登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209447","00250002","不動産登記(年計表) 種類別　不動産の表示に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209448","00250002","不動産登記(年計表) 法務局及び地方法務局管内別　不動産登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209461","00250002","不動産登記(年計表) 法務局及び地方法務局管内別･種類別　土地の表示に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209462","00250002","不動産登記(年計表) 法務局及び地方法務局管内別･種類別　建物の表示に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209463","00250002","不動産登記(年計表) 法務局及び地方法務局管内別･種類別　土地の権利に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209464","00250002","不動産登記(年計表) 法務局及び地方法務局管内別･種類別　建物の権利に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209484","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　立木の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209485","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　船舶の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209486","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　工場財団の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209487","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　その他の財団の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209501","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　農業用動産の抵当権に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209502","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　建設機械の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209503","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　鉱害賠償の登録の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209504","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　動産譲渡登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003209505","00250002","その他の登記(年計表) 法務局及び地方法務局管内別･種類別　債権譲渡登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268725","00250002","登記総括（年次表） 登記事件の件数及び個数","登記統計","総括・不動産・その他","年次",,"2025-05-30"
"0003268726","00250002","不動産登記(年次表） 種類別 土地に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268727","00250002","不動産登記(年次表） 種類別 建物に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268728","00250002","不動産登記(年次表） 種類別 不動産の表示に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268729","00250002","不動産登記(年次表） 筆界特定事件の新受，既済及び未済件数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268730","00250002","その他の登記(年次表） 種類別 立木の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268731","00250002","その他の登記(年次表） 種類別 船舶の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268732","00250002","その他の登記(年次表） 種類別 工場財団の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268733","00250002","その他の登記(年次表） 種類別 その他の財団の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268734","00250002","その他の登記(年次表） 種類別 農業用動産の抵当権に関する登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268735","00250002","その他の登記(年次表） 種類別 建設機械の登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268736","00250002","その他の登記(年次表） 種類別 鉱害賠償の登録の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268737","00250002","その他の登記(年次表） 種類別 企業担保権の登記の件数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268738","00250002","その他の登記(年次表） 種類別 夫婦財産契約の登記の件数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268739","00250002","その他の登記(年次表） 種類別 動産譲渡登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268740","00250002","その他の登記(年次表） 種類別 債権譲渡登記の件数及び個数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268741","00250002","その他の登記(年次表） 種類別 成年後見登記の件数","登記統計","総括・不動産・その他","年次",,"2024-05-31"
"0003268742","00250002","登記事項証明書の交付等(年次表） 種類別 登記事項証明書の交付等の件数","登記統計","総括・不動産・その他","年次",,"2025-05-30"
"0003268743","00250002","法務局及び地方法務局管内別　登記事務取扱数","登記統計","総括・不動産・その他","月次",,"2025-05-30"
"0003268744","00250002","法務局及び地方法務局管内別　不動産登記の件数及び個数","登記統計","総括・不動産・その他","月次",,"2025-05-26"
"0003268745","00250002","法務局及び地方法務局管内別・種類別　土地の表示に関する登記の件数及び個数","登記統計","総括・不動産・その他","月次",,"2025-05-26"
"0003268746","00250002","法務局及び地方法務局管内別・種類別　建物の表示に関する登記の件数及び個数","登記統計","総括・不動産・その他","月次",,"2025-05-26"
"0003268963","00250002","法務局及び地方法務局管内別・種類別　土地の権利に関する登記の件数及び個数","登記統計","総括・不動産・その他","月次",,"2025-05-26"
"0003268964","00250002","法務局及び地方法務局管内別・種類別　建物の権利に関する登記の件数及び個数","登記統計","総括・不動産・その他","月次",,"2025-05-26"
"0003206210","00250002","商業・法人登記(年計表) 会社及び登記の種類別　会社の登記の件数","登記統計","商業・法人","年次",,"2025-05-30"
"0003206212","00250002","商業・法人登記(年計表) 登記の種類別･資本金階級別　会社の資本金の額の変動の件数及び金額","登記統計","商業・法人","年次",,"2025-05-30"
"0003206213","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　株式会社の登記の件数","登記統計","商業・法人","年次",,"2025-05-30"
"0003206215","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　特例有限会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206217","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　合名会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206223","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　合資会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206225","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　合同会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206227","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　外国株式会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206229","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　外国合名会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206230","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　外国合資会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206231","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　外国合同会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206233","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　商号の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206234","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　未成年者及び後見人の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206235","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　支配人の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206236","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　一般社団法人の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206237","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　一般財団法人の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206238","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　相互会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206242","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　特定目的会社の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206243","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　投資法人の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206244","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　宗教法人の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206245","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　農業協同組合の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206246","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　水産業協同組合の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206247","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　中小企業等協同組合の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206248","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　その他の法人の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206249","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　投資事業有限責任組合契約の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
"0003206250","00250002","商業・法人登記(年計表) 法務局及び地方法務局管内別･種類別　有限責任事業組合契約の登記の件数","登記統計","商業・法人","年次",,"2024-05-31"
