"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003209821","00500000","1","農業サービス業投入調査 青果物共同選果事業投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209841","00500000","1","農業サービス業投入調査 米・麦共同乾燥調製事業投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209861","00500000","1","農業サービス業投入調査 稲作共同育苗事業投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209882","00500000","10","林野公共事業投入調査 林野公共事業投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209842","00500000","2","種苗業（農業）投入調査 種苗業（農業）投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209862","00500000","3","花き・花木生産業投入調査 花き・花木生産業投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209822","00500000","4","民有林事業投入調査 育苗事業（民有林）投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209843","00500000","4","民有林事業投入調査 素材生産事業（民営）投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209880","00500000","4","民有林事業投入調査 造林事業（民有林）投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209823","00500000","5","海面・内水面投入調査 内水面養殖業投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209863","00500000","5","海面・内水面投入調査 海面養殖業投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
"0003209900","00500000","6","食品工業投入調査 食品工業投入調査","産業連関構造調査","確報","平成23年産業連関構造調査","年次","201101-201112","2024-03-28"
