"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0001882090","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 全国(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882091","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 北海道(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882092","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 青森(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882093","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 岩手(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882094","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 宮城(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882095","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 秋田(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882096","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 山形(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882097","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 福島(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882098","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 茨城(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882099","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 栃木(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882100","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 群馬(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882421","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 埼玉(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882422","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 千葉(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882423","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 東京(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882424","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 神奈川(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882425","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 新潟(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882426","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 富山(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882427","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 石川(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882428","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 福井(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882429","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 山梨(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
"0001882430","00500227","1","畜産物流通統計 都道府県別出荷頭数累年統計 長野(昭和60年～平成21年)","畜産物流通調査","長期累年",NA,"-",,"2024-03-19"
