"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003355222","00100401","長期系列　主要需要者別機械受注額(原系列・季調系列、月次)","機械受注統計調査","主要長期時系列統計表（2005/4～）","月次",,"2025-05-22"
"0003355223","00100401","長期系列　主要需要者別機械受注額(原系列・季調系列、四半期)","機械受注統計調査","主要長期時系列統計表（2005/4～）","四半期",,"2025-05-22"
"0003355224","00100401","長期系列　主要需要者別機械受注額(原系列・年度)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年度次",,"2025-05-22"
"0003355225","00100401","長期系列　主要需要者別機械受注額(原系列・暦年)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年次",,"2025-02-19"
"0003355226","00100401","長期系列　機種別機械受注額(大分類・中分類、原系列・月次)","機械受注統計調査","主要長期時系列統計表（2005/4～）","月次",,"2025-05-22"
"0003355227","00100401","長期系列　機種別機械受注額(大分類・中分類、原系列・四半期)","機械受注統計調査","主要長期時系列統計表（2005/4～）","四半期",,"2025-05-22"
"0003355228","00100401","長期系列　機種別機械受注額(大分類・中分類、原系列・年度)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年度次",,"2025-05-22"
"0003355229","00100401","長期系列　機種別機械受注額(大分類・中分類、原系列・暦年)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年次",,"2025-02-19"
"0003355250","00100401","長期系列　民需機種別機械受注額(大分類・中分類、原系列・月次)","機械受注統計調査","主要長期時系列統計表（2005/4～）","月次",,"2025-05-22"
"0003355251","00100401","長期系列　民需機種別機械受注額(大分類・中分類、原系列・四半期)","機械受注統計調査","主要長期時系列統計表（2005/4～）","四半期",,"2025-05-22"
"0003355252","00100401","長期系列　民需機種別機械受注額(大分類・中分類、原系列・年度)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年度次",,"2025-05-22"
"0003355253","00100401","長期系列　民需機種別機械受注額(大分類・中分類、原系列・暦年)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年次",,"2025-02-19"
"0003355254","00100401","長期系列　製造業業種別機械受注額(原系列・季調系列、月次)","機械受注統計調査","主要長期時系列統計表（2005/4～）","月次",,"2025-05-22"
"0003355255","00100401","長期系列　製造業業種別機械受注額(原系列・季調系列、四半期)","機械受注統計調査","主要長期時系列統計表（2005/4～）","四半期",,"2025-05-22"
"0003355256","00100401","長期系列　製造業業種別機械受注額(原系列・年度)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年度次",,"2025-05-22"
"0003355257","00100401","長期系列　製造業業種別機械受注額(原系列・暦年)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年次",,"2025-02-19"
"0003355258","00100401","長期系列　非製造業業種別機械受注額(原系列・季調系列、月次)","機械受注統計調査","主要長期時系列統計表（2005/4～）","月次",,"2025-05-22"
"0003355259","00100401","長期系列　非製造業業種別機械受注額(原系列・季調系列、四半期)","機械受注統計調査","主要長期時系列統計表（2005/4～）","四半期",,"2025-05-22"
"0003355260","00100401","長期系列　非製造業業種別機械受注額(原系列・年度)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年度次",,"2025-05-22"
"0003355261","00100401","長期系列　非製造業業種別機械受注額(原系列・暦年)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年次",,"2025-02-19"
"0003355262","00100401","長期系列　官公需業種別機械受注額(原系列・季調系列、月次)","機械受注統計調査","主要長期時系列統計表（2005/4～）","月次",,"2025-05-22"
"0003355263","00100401","長期系列　官公需業種別機械受注額(原系列・季調系列、四半期)","機械受注統計調査","主要長期時系列統計表（2005/4～）","四半期",,"2025-05-22"
"0003355264","00100401","長期系列　官公需業種別機械受注額(原系列・年度)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年度次",,"2025-05-22"
"0003355265","00100401","長期系列　官公需業種別機械受注額(原系列・暦年)","機械受注統計調査","主要長期時系列統計表（2005/4～）","年次",,"2025-02-19"
"0003355266","00100401","長期系列　主要需要者別見通し達成率・実績額・見通し額","機械受注統計調査","主要長期時系列統計表（2005/4～）","四半期",,"2025-05-22"
"0003355267","00100401","長期系列　機種別達成率","機械受注統計調査","主要長期時系列統計表（2005/4～）","四半期",,"2025-05-22"
"0003355268","00100401","機械受注統計調査結果表(月次・大分類、中分類)","機械受注統計調査",NA,"月次",,"2025-05-22"
"0003355269","00100401","機械受注統計調査結果表(四半期・大分類、中分類)","機械受注統計調査",NA,"四半期",,"2025-05-22"
"0003355270","00100401","機械受注統計調査結果表(暦年・大分類、中分類)","機械受注統計調査",NA,"年次",,"2025-02-19"
"0003355271","00100401","機械受注統計調査結果表(年度・大分類、中分類)","機械受注統計調査",NA,"年度次",,"2025-05-22"
"0003423953","00100401","機械受注統計調査結果表(月次・大分類、中分類)　2005年4月～2015年12月","機械受注統計調査",NA,"月次",,"2025-04-17"
"0003423954","00100401","機械受注統計調査結果表(四半期・大分類、中分類)　2005年4-6月期～2015年10-12月期","機械受注統計調査",NA,"四半期",,"2024-07-23"
"0003423955","00100401","機械受注統計調査結果表(暦年・大分類、中分類)　2006年～2015年","機械受注統計調査",NA,"年次",,"2025-02-19"
"0003423956","00100401","機械受注統計調査結果表(年度・大分類、中分類)　2005年度～2014年度","機械受注統計調査",NA,"年度次",,"2025-05-22"
