"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003320725","00553010","統計表 母集団企業　産業別・売上高階級別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003320726","00553010","統計表 母集団企業　産業中分類別","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321340","00553010","統計表 １５．大企業の子会社・関連会社（法人企業）　産業中分類別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321341","00553010","統計表 １５．大企業の子会社・関連会社（法人企業）　産業別・売上高階級別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321342","00553010","統計表 １５．大企業の子会社・関連会社（法人企業）　産業別・従業者規模別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321343","00553010","統計表 １５．大企業の子会社・関連会社（法人企業）　産業別・資本金階級別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321360","00553010","統計表 １０．工事の受注（建設業）　売上高階級別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321361","00553010","統計表 １０．工事の受注（建設業）　従業者規模別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321362","00553010","統計表 １０．工事の受注（建設業）　資本金階級別表（法人企業）","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321363","00553010","統計表 １０．工事の受注（建設業）　産業中分類別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321760","00553010","統計表 ２．海外展開の状況　産業中分類別表（法人企業）","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321761","00553010","統計表 ２．海外展開の状況　産業別・売上高階級別表（法人企業）","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321762","00553010","統計表 ２．海外展開の状況　産業別・従業者規模別表","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321763","00553010","統計表 ２．海外展開の状況　産業別・設立年別表（法人企業）","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
"0003321764","00553010","統計表 ２．海外展開の状況　産業別・資本金階級別表（法人企業）","中小企業実態基本調査","確報","年次","201701-201712","2019-03-26"
