"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003423635","00200523","090","国外からの転入者数、国外への転出者数及び職権消除等 男女別国外からの転入者数，国外への転出者数及び職権消除等－全国，都道府県，21大都市 (総数，日本人，外国人)（2020年1月～）","住民基本台帳人口移動報告","月報","月次",,"2025-05-27"
"0003420473","00200523","1","男女別都道府県内移動者数，他都道府県からの転入者数及び他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者，日本人移動者，外国人移動者）（2005年4月～）","住民基本台帳人口移動報告","月報","月次",,"2025-05-27"
"0003423613","00200523","2","男女，移動前の住所地別都道府県間移動者数－都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者）（2019年1月～）","住民基本台帳人口移動報告","月報","月次",,"2025-05-27"
"0004022280","00200523","2","男女，移動前の住所地別都道府県間移動者数－都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），大都市（東京都特別区部及び政令指定都市）（日本人移動者）（2005年4月～2018年12月）","住民基本台帳人口移動報告","月報","月次",,"2025-04-11"
"0003423614","00200523","3-1","年齢（５歳階級），男女別他都道府県からの転入者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者）（2019年1月～）","住民基本台帳人口移動報告","月報","月次",,"2025-05-27"
"0004022281","00200523","3-1","年齢（５歳階級），男女別他都道府県からの転入者数－全国，都道府県（日本人移動者）（2010年1月～2018年12月）","住民基本台帳人口移動報告","月報","月次",,"2025-04-11"
"0003423615","00200523","3-2","年齢（５歳階級），男女別他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者）（2019年1月～）","住民基本台帳人口移動報告","月報","月次",,"2025-05-27"
"0004022282","00200523","3-2","年齢（５歳階級），男女別他都道府県への転出者数－全国，都道府県（日本人移動者）（2010年1月～2018年12月）","住民基本台帳人口移動報告","月報","月次",,"2025-04-11"
"0003423633","00200523","3-3","年齢（５歳階級），男女別転入超過数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏）（移動者，日本人移動者，外国人移動者）（2010年1月～）","住民基本台帳人口移動報告","月報","月次",,"2025-05-27"
"0003423634","00200523","4","年齢（５歳階級），男女別都道府県内移動者数－全国，都道府県（移動者）（2020年1月～）","住民基本台帳人口移動報告","月報","月次",,"2025-05-27"
"0003420273","00200523","5","都道府県内移動者数，他都道府県からの転入者数及び他都道府県への転出者数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），21大都市（移動者，日本人移動者，外国人移動者）（2021年1月～）","住民基本台帳人口移動報告","月報","月次",,"2025-05-27"
"0002180007","00200523","1","2003年4月～（14大都市） 男女別都道府県内移動者数，他都道府県からの転入者数及び他都道府県への転出者数、転入超過数 全国，都道府県，14大都市","住民基本台帳人口移動報告","季報","月次",,"2023-09-26"
"0002180009","00200523","1","1999年1月～（13大都市） 男女別都道府県内移動者数，他都道府県からの転入者数及び他都道府県への転出者数、転入超過数 全国，都道府県，13大都市","住民基本台帳人口移動報告","季報","月次",,"2023-09-26"
"0002180008","00200523","2","2003年4月～（14大都市） 移動前の住所地，男女別都道府県間移動者数 都道府県，14大都市","住民基本台帳人口移動報告","季報","月次",,"2023-09-26"
"0002180010","00200523","2","1999年1月～（13大都市） 移動前の住所地，男女別都道府県間移動者数 都道府県，13大都市","住民基本台帳人口移動報告","季報","月次",,"2023-09-26"
"0000180001","00200523","001","年（４６）、男女別移動者数の推移（１３）、全国（１）","住民基本台帳人口移動報告","平成11年住民基本台帳人口移動報告","-",,"2023-10-31"
"0000180002","00200523","00201","年計・月（１３）、男女別移動者総数（１４）、全国（１）","住民基本台帳人口移動報告","平成11年住民基本台帳人口移動報告","-",,"2023-10-31"
"0000180003","00200523","00202","年計・月（１３）、男女別都道府県内移動者数（１４）、全国（１）","住民基本台帳人口移動報告","平成11年住民基本台帳人口移動報告","-",,"2023-10-31"
"0000180004","00200523","00203","年計・月（１３）、男女別都道府県間移動者数（１４）、全国（１）","住民基本台帳人口移動報告","平成11年住民基本台帳人口移動報告","-",,"2023-10-31"
"0000180005","00200523","00301","年（１８）、都道府県内移動者数（１３大都市：自都市内区間移動者数）、全国・都道府県・１３大都市（６２）","住民基本台帳人口移動報告","平成11年住民基本台帳人口移動報告","-",,"2023-10-31"
"0000180006","00200523","00302","年（１８）、他都道府県からの転入者数（１３大都市：他市町村からの転入者数）、全国・都道府県・１３大都市（６２）","住民基本台帳人口移動報告","平成11年住民基本台帳人口移動報告","-",,"2023-10-31"
"0000180007","00200523","00303","年（１８）、転入超過数、全国・都道府県・１３大都市（６２）","住民基本台帳人口移動報告","平成11年住民基本台帳人口移動報告","-",,"2023-10-31"
