"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003055324","00500217","1-1","総括表 素材需給の動向　素材の需給 材種別素材供給量 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055325","00500217","1-1","総括表 素材需給の動向　素材の需給 材種別素材供給量 製材用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055326","00500217","1-1","総括表 素材需給の動向　素材の需給 材種別素材供給量 合板用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055327","00500217","1-1","総括表 素材需給の動向　素材の需給 材種別素材供給量 木材チップ用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055353","00500217","1-1","都道府県別、地域別、月別統計 素材需給の動向　素材需要量 主要部門別、自県・他県・外材別素材入荷量 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003059777","00500217","1-1","都道府県別、地域別、月別統計 素材需給の動向　素材需要量 主要部門別素材交流表 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003059778","00500217","1-1","都道府県別、地域別、月別統計 素材需給の動向　素材需要量 主要部門別素材交流表 製材用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093660","00500217","1-1","都道府県別、地域別、月別統計 素材需給の動向　素材需要量 主要部門別素材交流表 合板用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093678","00500217","1-1","都道府県別、地域別、月別統計 素材需給の動向　素材需要量 主要部門別、自県・他県・外材別素材入荷量 合板用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093690","00500217","1-1","都道府県別、地域別、月別統計 素材需給の動向　素材需要量 主要部門別、自県・他県・外材別素材入荷量 製材用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093691","00500217","1-1","都道府県別、地域別、月別統計 素材需給の動向　素材需要量 主要部門別素材交流表 木材チップ用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093701","00500217","1-1","都道府県別、地域別、月別統計 素材需給の動向　素材需要量 主要部門別、自県・他県・外材別素材入荷量 木材チップ用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055328","00500217","1-2","総括表 素材需給の動向　素材生産量 需要部門別素材生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055361","00500217","1-2","都道府県別、地域別、月別統計 素材需給の動向　素材生産量 主要部門別素材生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055364","00500217","1-2","都道府県別、地域別、月別統計 素材需給の動向　素材生産量 主要部門別、樹種別素材生産量 合板用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093640","00500217","1-2","総括表 素材需給の動向　素材生産量 樹種別、需要部門別素材生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093659","00500217","1-2","総括表 素材需給の動向　素材生産量 樹種別素材生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093679","00500217","1-2","都道府県別、地域別、月別統計 素材需給の動向　素材生産量 主要部門別、樹種別素材生産量 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093702","00500217","1-2","都道府県別、地域別、月別統計 素材需給の動向　素材生産量 主要部門別、樹種別素材生産量 製材用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093721","00500217","1-2","都道府県別、地域別、月別統計 素材需給の動向　素材生産量 主要部門別、樹種別素材生産量 木材チップ用","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055807","00500217","2","森林計画区別統計 製材用動力の出力階層別工場数及び出力数（12月31日現在） 製材用動力の出力階層別工場数（12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055808","00500217","2","森林計画区別統計 製材用動力の出力階層別工場数及び出力数（12月31日現在） 製材用動力の出力階層別出力数（12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055331","00500217","2-1","総括表 木材産業の動向　製材業 製材用動力の出力階層別工場数(12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055332","00500217","2-1","総括表 木材産業の動向　製材業 製材用動力の出力階層別出力数","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055333","00500217","2-1","総括表 木材産業の動向　製材業 従業者数規模別製材工場数及び従業者数(12月操業）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055334","00500217","2-1","総括表 木材産業の動向　製材業 素材の入荷類型別製材工場数及び入荷量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055335","00500217","2-1","総括表 木材産業の動向　製材業 製材用動力の出力階層別、入荷類型別製材工場数及び入荷量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055336","00500217","2-1","総括表 木材産業の動向　製材業 製材用素材の外材入荷量のうち半製品入荷量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055337","00500217","2-1","総括表 木材産業の動向　製材業 用途別製材品出荷量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055366","00500217","2-1-1","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別工場数（12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055414","00500217","2-1-10","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材品の出荷先別出荷量（販売量のみ）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055415","00500217","2-1-11","都道府県別、地域別、月別統計 木材産業の動向　製材業 平成20年月別製材用素材入荷量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055416","00500217","2-1-12","都道府県別、地域別、月別統計 木材産業の動向　製材業 平成20年月別製材用素材消費量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055417","00500217","2-1-13","都道府県別、地域別、月別統計 木材産業の動向　製材業 平成20年月別製材用素材在庫量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055418","00500217","2-1-14","都道府県別、地域別、月別統計 木材産業の動向　製材業 平成20年月別製材品生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055419","00500217","2-1-15","都道府県別、地域別、月別統計 木材産業の動向　製材業 平成20年月別製材品出荷量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055420","00500217","2-1-16","都道府県別、地域別、月別統計 木材産業の動向　製材業 平成20年月別製材品在庫量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055367","00500217","2-1-2","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別出力数（12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055368","00500217","2-1-3","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別工場数及び従業者数（12月操業） 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055369","00500217","2-1-3","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別工場数及び従業者数（12月操業） 7.5～22.5kW未満","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055370","00500217","2-1-3","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別工場数及び従業者数（12月操業） 22.5～37.5kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055371","00500217","2-1-3","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別工場数及び従業者数（12月操業） 37.5～75.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055372","00500217","2-1-3","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別工場数及び従業者数（12月操業） 75.0～150.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055373","00500217","2-1-3","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別工場数及び従業者数（12月操業） 150.0～300.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055374","00500217","2-1-3","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別工場数及び従業者数（12月操業） 300.0kW以上","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055375","00500217","2-1-4","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、従業者数規模別工場数（12月操業） 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055376","00500217","2-1-4","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、従業者数規模別工場数（12月操業） 7.5～22.5kW未満","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055377","00500217","2-1-4","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、従業者数規模別工場数（12月操業） 22.5～37.5kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055378","00500217","2-1-4","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、従業者数規模別工場数（12月操業） 37.5～75.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055379","00500217","2-1-4","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、従業者数規模別工場数（12月操業） 75.0～150.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055380","00500217","2-1-4","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、従業者数規模別工場数（12月操業） 150.0～300.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055381","00500217","2-1-4","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、従業者数規模別工場数（12月操業） 300.0kW以上","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093680","00500217","2-1-5","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の材種別入荷工場数及び入荷量 7.5～22.5kW未満","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093692","00500217","2-1-5","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の材種別入荷工場数及び入荷量 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093693","00500217","2-1-5","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の材種別入荷工場数及び入荷量 75.0～150.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093703","00500217","2-1-5","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の材種別入荷工場数及び入荷量 22.5～37.5kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093704","00500217","2-1-5","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の材種別入荷工場数及び入荷量 300.0kW以上","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093722","00500217","2-1-5","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の材種別入荷工場数及び入荷量 37.5～75.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093741","00500217","2-1-5","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の材種別入荷工場数及び入荷量 150.0～300.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093694","00500217","2-1-6","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の国産材・外材入荷割合別入荷工場数及び入荷量 7.5～22.5kW未満","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093695","00500217","2-1-6","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の国産材・外材入荷割合別入荷工場数及び入荷量 150.0～300.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093705","00500217","2-1-6","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の国産材・外材入荷割合別入荷工場数及び入荷量 37.5～75.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093723","00500217","2-1-6","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の国産材・外材入荷割合別入荷工場数及び入荷量 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093724","00500217","2-1-6","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の国産材・外材入荷割合別入荷工場数及び入荷量 75.0～150.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093742","00500217","2-1-6","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の国産材・外材入荷割合別入荷工場数及び入荷量 22.5～37.5kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093743","00500217","2-1-6","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材の国産材・外材入荷割合別入荷工場数及び入荷量 300.0kW以上","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055396","00500217","2-1-7","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、製材用素材消費工場数及び消費量（12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093696","00500217","2-1-8","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、用途別製材品出荷工場数及び出荷量 22.5～37.5kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093697","00500217","2-1-8","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、用途別製材品出荷工場数及び出荷量 300.0kW以上","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093706","00500217","2-1-8","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、用途別製材品出荷工場数及び出荷量 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093707","00500217","2-1-8","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、用途別製材品出荷工場数及び出荷量 75.0～150.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093725","00500217","2-1-8","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、用途別製材品出荷工場数及び出荷量 7.5～22.5kW未満","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093726","00500217","2-1-8","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、用途別製材品出荷工場数及び出荷量 150.0～300.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093744","00500217","2-1-8","都道府県別、地域別、月別統計 木材産業の動向　製材業 製材用動力の出力階層別、用途別製材品出荷工場数及び出荷量 37.5～75.0kW","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055412","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 人工乾燥材 国産材","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055413","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 人工乾燥材 外材","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093698","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 外材 米材","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093699","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 人工乾燥材 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093708","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 外材 合計","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093709","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 外材 ニュージーランド材","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093727","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 外材 南洋材","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093728","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 外材 その他","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093745","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 国産材","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003093746","00500217","2-1-9","都道府県別、地域別、月別統計 木材産業の動向　製材業 材種別、用途別製材品出荷工場数及び出荷量 外材 北洋材","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055338","00500217","2-2","総括表 木材産業の動向　合単板製造業 工場類型別合単板工場数及び従業者数（12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055339","00500217","2-2","総括表 木材産業の動向　合単板製造業 従業者数規模別合単板工場数及び従業者数（12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055340","00500217","2-2","総括表 木材産業の動向　合単板製造業 工場類型別、従業者数規模別合単板工場数及び従業者数","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055341","00500217","2-2","総括表 木材産業の動向　合単板製造業 普通合板の厚さ別生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055343","00500217","2-2","総括表 木材産業の動向　合単板製造業 普通合板の類別生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055344","00500217","2-2","総括表 木材産業の動向　合単板製造業 特殊合板生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003059392","00500217","2-2","総括表 木材産業の動向　合単板製造業 針葉樹合板の厚さ別生産量（普通合板の内数）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003059567","00500217","2-2-1","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 類型別合単板工場数及び従業者数","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003059582","00500217","2-2-2","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 単板製造用素材の入荷量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003059570","00500217","2-2-3","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 普通合板 種類別、厚さ別生産量 ３mm未満","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003059575","00500217","2-2-4","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 特殊合板の生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055421","00500217","2-2-5","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 平成20年月別合板統計 単板製造用素材の入荷量、消費量及び在庫量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055422","00500217","2-2-5","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 平成20年月別合板統計 普通合板の生産量、出荷量及び在庫量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055423","00500217","2-2-5","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 平成20年月別合板統計 普通合板の種類別、厚さ別生産量 種類別","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055425","00500217","2-2-5","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 平成20年月別合板統計 普通合板の入荷量及び消費量（特殊合板用）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055426","00500217","2-2-5","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 平成20年月別合板統計 針葉樹合板の厚さ別生産量、出荷量及び在庫量（ベニヤコアー合板の内数）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055427","00500217","2-2-5","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 平成20年月別合板統計 普通合板の用途別生産量（内数）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055428","00500217","2-2-5","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 平成20年月別合板統計 特殊合板の生産量、出荷量及び在庫量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003059393","00500217","2-2-5","都道府県別、地域別、月別統計 木材産業の動向　合単板製造業 平成20年月別合板統計 普通合板の種類別、厚さ別生産量 厚さ別","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055345","00500217","2-3","総括表 木材産業の動向　木材チップ製造業 専門・兼営区分別、従業者数規模別木材チップ工場数及び従業者数（12月31日現在）","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055346","00500217","2-3","総括表 木材産業の動向　木材チップ製造業 原材料の入手区分別、樹種別木材チップ生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055347","00500217","2-3","総括表 木材産業の動向　木材チップ製造業 専門・兼営区分別、従業者数規模別木材チップ生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055430","00500217","2-3","都道府県別、地域別、月別統計 木材産業の動向　木材チップ製造業 木材チップ生産量 針葉樹・広葉樹別、入手区分別生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055431","00500217","2-3","都道府県別、地域別、月別統計 木材産業の動向　木材チップ製造業 木材チップ生産量 専門・兼営区分別、入手区分別生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055432","00500217","2-3","都道府県別、地域別、月別統計 木材産業の動向　木材チップ製造業 木材チップ生産量 従業者数規模別生産量","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055348","00500217","3","総括表 木材価格の動向 素材価格（丸太価格） 製材用素材価格","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055349","00500217","3","総括表 木材価格の動向 素材価格（丸太価格） 合単板用素材価格","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
"0003055350","00500217","3","総括表 木材価格の動向 素材価格（丸太価格） 木材チップ用素材価格","木材統計調査","確報","平成20年木材需給報告書",NA,"年次","200801-200812","2019-02-05"
