"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003409134","00551120","1-(1)発電所認可出力表","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409135","00551120","1-(2)発電所出力変更状況","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409136","00551120","1-(2)発電所出力変更状況（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409137","00551120","2-(1)発電実績（総括）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409138","00551120","2-(1)発電実績（総括）（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409140","00551120","2-(4)発電設備利用率（一般電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409143","00551120","2-(6)水力発電実績（卸電気事業者及び特定電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409144","00551120","2-(6)水力発電実績（卸電気事業者及び特定電気事業者）（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409145","00551120","2-(7)火力・原子力発電実績（卸電気事業者及び特定電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409146","00551120","2-(7)火力・原子力発電実績（卸電気事業者及び特定電気事業者）（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409147","00551120","2-(8)特定規模電気事業者","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409148","00551120","2-(8)特定規模電気事業者（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409149","00551120","2-(9)一般電気事業者間の送受電実績","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409150","00551120","2-(9)一般電気事業者間の送受電実績（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409151","00551120","2-(10)火力発電　燃料種別発受電実績","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409152","00551120","2-(10)火力発電　燃料種別発受電実績（発電計の比率）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409153","00551120","2-(10)火力発電　燃料種別発受電実績（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409154","00551120","2-(11)新エネルギー等　種類別発受電実績","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409155","00551120","2-(11)新エネルギー等　種類別発受電実績（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409156","00551120","2-(12)電源種別発受電実績","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409157","00551120","2-(12)電源種別発受電実績（発電計の比率）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409158","00551120","2-(12)電源種別発受電実績（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409159","00551120","3-(1)用途別電灯電力需要実績（一般電気事業者、卸電気事業者、特定電気事業者及び特定規模電気事業者合計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409160","00551120","3-(2)業種別大口電力需要実績（一般電気事業者、卸電気事業者、特定電気事業者及び特定規模電気事業者合計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409161","00551120","3-(3)用途別電力需要実績（卸電気事業者、特定電気事業者及び特定規模電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409162","00551120","3-(4)業種別大口電力需要実績（卸電気事業者、特定電気事業者及び特定規模電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409163","00551120","4-(1)汽力発電（一般電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409164","00551120","4-(1)汽力発電（一般電気事業者）（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409165","00551120","4-(2)汽力発電（卸電気事業者、特定電気事業者及び特定規模電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409166","00551120","4-(2)汽力発電（卸電気事業者、特定電気事業者及び特定規模電気事業者）（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409167","00551120","4-(3)ガスタービン・内燃力（一般電気事業者、特定電気事業者及び特定規模電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409168","00551120","4-(3)ガスタービン・内燃力（一般電気事業者、特定電気事業者及び特定規模電気事業者）（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409169","00551120","5-(1)自家用発電所認可出力表","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409170","00551120","5-(2)自家用発電及びその他電力量実績","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409171","00551120","5-(2)自家用発電及びその他電力量実績（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409172","00551120","5-(3)自家用業種別使用電力量","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003409173","00551120","5-(3)自家用業種別使用電力量（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003410259","00551120","5-(2)自家用発電及びその他電力量実績（参考）自家用発電の主な実績","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003412355","00551120","2-(2)(3)月間最大電力、最大３日平均電力（一般電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003412356","00551120","2-(5)発受電実績（一般電気事業者）","電力調査統計","統計表一覧","-",0,"2020-03-04"
"0003412357","00551120","2-(5)発受電実績（一般電気事業者）（年度計）","電力調査統計","統計表一覧","-",0,"2020-03-04"
