"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003297740","00300400","旅券月別・種類別発行数","旅券統計（国内）","-",,"2020-12-15"
"0003297741","00300400","一般旅券年代別・性別発行数","旅券統計（国内）","-",,"2020-12-15"
"0003297742","00300400","一般旅券年代別・月別発行数","旅券統計（国内）","-",,"2020-12-16"
"0003297743","00300400","一般旅券性別・月別発行数","旅券統計（国内）","-",,"2020-12-15"
"0003297744","00300400","一般旅券月別・都道府県別発行数","旅券統計（国内）","-",,"2020-12-15"
"0003297746","00300400","一般旅券年代別・都道府県別発行数","旅券統計（国内）","-",,"2020-12-15"
"0003297747","00300400","一般旅券発行地別有効旅券数","旅券統計（国内）","-",,"2020-12-15"
"0003297748","00300400","戦後の旅券発行数及び海外渡航者数","旅券統計（国内）","-",,"2020-12-15"
"0003297749","00300400","国外における一般旅券の不正使用件数","旅券統計（国内）","-",,"2020-12-15"
"0003297750","00300400","一般旅券の紛失・盗難件数","旅券統計（国内）","-",,"2020-12-15"
"0003299840","00300400","一般旅券年別・都道府県別発行数","旅券統計（国内）","-",,"2020-12-15"
"0003299841","00300400","一般旅券都道府県別未交付失効数","旅券統計（国内）","-",,"2020-12-15"
"0003299842","00300400","一般旅券在外公館別未交付失効数","旅券統計（国内）","-",,"2020-12-15"
"0003297753","00300400","旅券種類別・地域別発行数","旅券統計（在外）","-",,"2020-12-15"
"0003297754","00300400","一般旅券種類別・在外公館別発行数（アジア地域）","旅券統計（在外）","-",,"2020-12-15"
"0003297755","00300400","一般旅券種類別・在外公館別発行数（大洋州地域）","旅券統計（在外）","-",,"2020-12-15"
"0003297756","00300400","一般旅券種類別・在外公館別発行数（北米地域）","旅券統計（在外）","-",,"2020-12-15"
"0003297757","00300400","一般旅券種類別・在外公館別発行数（中南米地域）","旅券統計（在外）","-",,"2020-12-15"
"0003297758","00300400","一般旅券種類別・在外公館別発行数（欧州地域）","旅券統計（在外）","-",,"2020-12-15"
"0003297759","00300400","一般旅券種類別・在外公館別発行数（中東地域）","旅券統計（在外）","-",,"2020-12-15"
"0003297760","00300400","一般旅券種類別・在外公館別発行数（アフリカ地域）","旅券統計（在外）","-",,"2020-12-15"
