"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003404911","00502001","1","水産加工業経営概況調査結果 集計対象数（都道府県別主な加工種類別内訳）","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404959","00502001","1","水産加工業経営内容調査結果 総括表","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404912","00502001","2","水産加工業経営概況調査結果 経営全般　経営組織別事業所数　経営組織別","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404913","00502001","2","水産加工業経営概況調査結果 経営全般　経営組織別事業所数　会社の資本金規模別","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404914","00502001","2","水産加工業経営概況調査結果 経営全般　専兼業別事業所数","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404915","00502001","2","水産加工業経営概況調査結果 経営全般　兼業種類別事業所数　合計","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404916","00502001","2","水産加工業経営概況調査結果 経営全般　兼業種類別事業所数　水産加工が主","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404917","00502001","2","水産加工業経営概況調査結果 経営全般　兼業種類別事業所数　水産加工が従","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404918","00502001","2","水産加工業経営概況調査結果 経営全般　水産加工業の所得割合別事業所数（対象：兼業している事業所）","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404919","00502001","2","水産加工業経営概況調査結果 経営全般　兼業種類別所得割合別事業所数","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404920","00502001","2","水産加工業経営概況調査結果 経営全般　加入団体別事業所数","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404921","00502001","2","水産加工業経営概況調査結果 経営全般　主たる加工種類別売上高割合別事業所数（複数回答）","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404922","00502001","2","水産加工業経営概況調査結果 経営全般　従たる加工種類別事業所数（複数回答）","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404924","00502001","2","水産加工業経営概況調査結果 経営全般　水産加工業事業所の従業員数","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404925","00502001","2","水産加工業経営概況調査結果 経営全般　水産加工品の売上高規模別事業所数","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404926","00502001","2","水産加工業経営概況調査結果 経営全般　経営収支別事業所数","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404927","00502001","2","水産加工業経営概況調査結果 経営全般　海外立地動向別事業所数","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404928","00502001","2","水産加工業経営概況調査結果 経営全般　借入金有無別事業所数","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404929","00502001","2","水産加工業経営概況調査結果 経営全般　事業所の借入残高（運転資金＋設備資金）","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404930","00502001","2","水産加工業経営概況調査結果 経営全般　借入金の借入先金融機関別事業所数（複数回答、対象：借入金あり）","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404931","00502001","2","水産加工業経営概況調査結果 経営全般　運転資金・設備資金の借入先金融機関別借入金残高割合別事業所数（対象：借入金あり）","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404960","00502001","2","水産加工業経営内容調査結果 1経営体当たり平均（金額）　水産加工種類別　貸借対照表","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404962","00502001","2","水産加工業経営内容調査結果 1経営体当たり平均（金額）　水産加工種類別　製造原価内訳","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404967","00502001","2","水産加工業経営内容調査結果 1経営体当たり平均（金額）　ランク別　貸借対照表×経済分析指標　安全性","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404968","00502001","2","水産加工業経営内容調査結果 1経営体当たり平均（金額）　ランク別　貸借対照表×経済分析指標　収益性","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
"0003404969","00502001","2","水産加工業経営内容調査結果 1経営体当たり平均（金額）　ランク別　貸借対照表×経済分析指標　生産性","水産加工業経営調査","確報","平成13年度水産加工業経営体質強化対策事業報告書","年度次",,"2024-03-28"
