"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003219952","00650203","1","表3.1.1　調査対象工場・事業場数","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226702","00650203","10","表3.1.8　調査票の回収数及び回収率　代表特定施設別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226141","00650203","11","表3.2.1　稼働別工場・事業場数","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226142","00650203","12","表3.2.2（1）稼働別工場・事業場数　都道府県別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003227524","00650203","13","表3.2.2（2）稼働別工場・事業場数　水質汚濁防止法政令市別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225567","00650203","14","表3.3.1　用水量・総排水量・処理水量・未処理水量の分布（水量階級別工場・事業場数）","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225345","00650203","15","表3.3.2　産業分類別用水量・総排水量・処理水量・未処理水量の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226461","00650203","16","表3.3.3　代表特定施設別用水量・総排水量・処理水量・未処理水量の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226400","00650203","17","表3.3.4　産業分類別（延床面積あたり・従業員数等あたり・出荷額等あたり）の用水量・総排水量・処理水量・未処理水量","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225343","00650203","18","表3.3.7　延床面積階級別用水量と総排水量の事業場数、平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225347","00650203","19","表3.3.8　従業員数等階級別用水量と総排水量の事業場数、平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003219957","00650203","2","表3.1.2（1）調査対象工場・事業場数　都道府県別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225348","00650203","20","表3.3.9　出荷額等階級別用水量と総排水量の事業場数、平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225351","00650203","21","表3.3.10　排水処理方法別工場・事業場数","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226104","00650203","22","表3.4.1.1　産業分類別の生活環境項目濃度の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226540","00650203","23","表3.4.1.2　産業分類別の生活環境項目測定回数の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003223504","00650203","24","表3.4.2.1　代表特定施設別の生活環境項目濃度の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003224196","00650203","25","表3.4.2.2　代表特定施設別の生活環境項目測定回数の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225268","00650203","26","表3.4.3.1　豚、牛、馬別の生活環境項目濃度の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226542","00650203","27","表3.4.3.2　豚、牛、馬別の生活環境項目測定回数の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225562","00650203","28","表3.4.4　都道府県別の生活環境項目の汚濁負荷量","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225561","00650203","29","表3.4.5　産業分類別の生活環境項目の汚濁負荷量","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226881","00650203","3","表3.1.2（2）調査対象工場・事業場数　水質汚濁防止法政令市別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226021","00650203","30","表3.5.1　有害物質使用・製造特定事業場数","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003224499","00650203","31","表3.5.2　有害物質使用・製造特定事業場数　産業分類別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003225566","00650203","32","表3.5.3　有害物質の排出方法別特定事業場数","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226382","00650203","33","表3.5.4　有害物質別の排水濃度状況別特定事業場数","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226020","00650203","34","表3.5.5.1　産業分類別有害物質の排水濃度の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226500","00650203","35","表3.5.5.2　産業分類別の有害物質の測定回数の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003222168","00650203","36","表3.5.6.1　代表特定施設別の有害物質の排水濃度の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003223934","00650203","37","表3.5.6.2　代表特定施設別の有害物質の測定回数の平均値、標準偏差、最大値、最小値","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003223581","00650203","4-1","表3.1.3 (H18,19）調査対象工場・事業場数 産業分類別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003223582","00650203","4-2","表3.1.3（H20～R1）調査対象工場・事業場数 産業分類別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226102","00650203","5","表3.1.4　調査対象工場・事業場数　代表特定施設別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003219852","00650203","6","表3.1.5　調査票の回収数及び回収率","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003226103","00650203","7","表3.1.6（1）調査票の回収数及び回収率　都道府県別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003227523","00650203","8","表3.1.6（2）調査票の回収数及び回収率　水質汚濁防止法政令市別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003228020","00650203","9-1","表3.1.7 (H18,19）調査票の回収数及び回収率　産業分類別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
"0003228021","00650203","9-2","表3.1.7 (H20～R1）調査票の回収数及び回収率　産業分類別","水質汚濁物質排出量総合調査","年度次",0,"2021-01-26"
