"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003171770","00450091","1","産業大分類、中分類（全国） 第１表の１","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003172100","00450091","1","労働者の種類別（産業大分類・中分類）DB 第１表の２","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003426315","00450091","1","一般_職種（小分類）DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003458078","00450091","1","企業規模5～9人DB第１表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426418","00450091","10","一般_職種（小分類）_年齢階級、経験年数階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426419","00450091","11","一般_職種（大分類）_年齢階級、経験年数階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426420","00450091","12","一般_職種（大分類）_学歴、年齢階級、経験年数階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003439138","00450091","13","一般_職種（大分類）_雇用形態、経験年数階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447838","00450091","14","一般_職種（小分類）_経験年数階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447839","00450091","15","一般_職種（大分類）_性、経験年数階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447840","00450091","16","一般_職種（特掲）_性、年齢階級、経験年数階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447841","00450091","17-1","職種（小分類）_分布特性値_17-1表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447842","00450091","17-2","職種（小分類）_分布特性値_17-2表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447858","00450091","18","職種（大分類）_分布特性値DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447859","00450091","19-1","職種（特掲）_分布特性値_19-1表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447860","00450091","19-2","職種（特掲）_分布特性値_19-2表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003172122","00450091","2","産業大分類第２表(労働者の種類別) 第２表の２","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003173200","00450091","2","産業大・中分類第２表 第２表の１","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003426334","00450091","2","一般_職種（大分類）DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003460458","00450091","2","企業規模5～9人DB第２表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003447861","00450091","20","一般_職種（大分類）、産業、性別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426335","00450091","3","一般_職種（小分類）（役職者を除く）DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003460559","00450091","3","企業規模5～9人DB第３表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426336","00450091","4","一般_職種（大分類）（役職者を除く）DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003460560","00450091","4","企業規模5～9人DB第４表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426337","00450091","5","一般_職種（小分類）_年齢階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003460561","00450091","5","企業規模5～9人DB第５表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426413","00450091","6","一般_職種（大分類）_年齢階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003460586","00450091","6","企業規模5～9人DB第６表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003436833","00450091","7","一般_職種（特掲）_性、年齢階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003460626","00450091","7","企業規模5～9人DB第７表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426415","00450091","8","一般_職種（大分類）_学歴、年齢階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426417","00450091","9","一般_職種（大分類）_雇用形態別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0001867092","00450091",NA,"令和２年以降 一般_外国人労働者_在留資格区分、産業・企業規模・雇用形態別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0001867093","00450091",NA,"令和２年以降 一般_外国人労働者_在留資格区分、産業・企業規模・雇用形態、勤続年数階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0001867094","00450091",NA,"令和２年以降 一般_外国人労働者_在留資格区分、産業・企業規模、雇用形態別分布DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003082750","00450091",NA,"令和元年以前 雇用形態別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084009","00450091",NA,"令和元年以前 産業大・中分類第１表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084561","00450091",NA,"令和元年以前 役職DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084609","00450091",NA,"令和元年以前 都道府県別（学齢計、民営）","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084610","00450091",NA,"令和元年以前 職種DB第１表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084616","00450091",NA,"令和元年以前 企業規模５～９人DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084623","00450091",NA,"令和元年以前 産業大・中分類第２表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084809","00450091",NA,"令和元年以前 役職第２表DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084962","00450091",NA,"令和元年以前 都道府県×職種DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084963","00450091",NA,"令和元年以前 （短時間労働者）都道府県別第１表短時間労働者の１時間当たり所定内給与額及び年間賞与その他特別給与額","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084964","00450091",NA,"令和元年以前 職種第３表DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003084983","00450091",NA,"令和元年以前 短時間労働者産業別第１表ＤＢ","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085001","00450091",NA,"令和元年以前 短時間雇用形態別第１表DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085029","00450091",NA,"令和元年以前 短時間職種別","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085030","00450091",NA,"令和元年以前 短時間企業規模５～９人第１表DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085317","00450091",NA,"令和元年以前 労働者の種類別（産業大分類・中分類）DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085390","00450091",NA,"令和元年以前 標準労働者第１表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085496","00450091",NA,"令和元年以前 臨時労働者第１表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085542","00450091",NA,"令和元年以前 標準労働者第１表（労働者の種類別）","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085551","00450091",NA,"令和元年以前 産業大分類第２表(労働者の種類別)","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085561","00450091",NA,"令和元年以前 雇用形態別第2表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085570","00450091",NA,"令和元年以前 職種別第２表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085571","00450091",NA,"令和元年以前 雇用形態別第１表（労働者の種類別）","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085611","00450091",NA,"令和元年以前 標準労働者第２表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003085677","00450091",NA,"令和元年以前 標準労働者第２表（労働者の種類別）","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003086610","00450091",NA,"令和元年以前 企業規模５～９人第２表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003089163","00450091",NA,"令和元年以前 都道府県別第３表（企業規模５～９人）","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003089189","00450091",NA,"令和元年以前 短時間労働者雇用形態別第２表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003089206","00450091",NA,"令和元年以前 短時間労働者産業別第２表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003089252","00450091",NA,"令和元年以前 初任給第３表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003089422","00450091",NA,"令和元年以前 （短時間労働者）都道府県別第２表（企業規模5～9人）","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003089442","00450091",NA,"令和元年以前 短時間労働者企業規模5～9人第２表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003130236","00450091",NA,"令和元年以前 年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額 平成16年-平成19年 一般労働者 産業大分類","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003130256","00450091",NA,"令和元年以前 年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額 平成11年-平成15年 一般労働者 産業大分類","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003130276","00450091",NA,"平成20年 年齢階級別きまって支給する現金給与額、所定内給与額及び年間賞与その他特別給与額 一般労働者 産業大分類","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003173916","00450091",NA,"令和元年以前 産業大分類・中分類第３表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003174783","00450091",NA,"令和元年以前 産業大分類・中分類第３表（労働者の種類別）","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003268280","00450091",NA,"令和元年以前 職種別第４表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003268283","00450091",NA,"令和元年以前 雇用形態別第３表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003268284","00450091",NA,"令和元年以前 企業規模5～9人第３表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003268285","00450091",NA,"令和元年以前 短時間労働者 産業別第３表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003268286","00450091",NA,"令和元年以前 短時間労働者 雇用形態別第３表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003268287","00450091",NA,"令和元年以前 短時間労働者 企業規模5～9人第３表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003268288","00450091",NA,"令和元年以前 臨時労働者第２表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-27"
"0003268289","00450091",NA,"令和元年以前 臨時労働者第３表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003268294","00450091",NA,"令和元年以前 役職別第３表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003286664","00450091",NA,"令和元年以前 標準労働者第３表 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003286665","00450091",NA,"令和元年以前 標準労働者第３表（労働者の種類別） 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003286720","00450091",NA,"令和元年以前 初任給第２表（高校卒） 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003286721","00450091",NA,"令和元年以前 初任給第２表（高専・短大卒） 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003286722","00450091",NA,"令和元年以前 初任給第２表（大学卒） 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003286723","00450091",NA,"令和元年以前 初任給第２表（大学院修士課程修了） 平成27年-令和元年","賃金構造基本統計調査",NA,NA,NA,"年次",,"2024-11-21"
"0003414653","00450091",NA,"令和元年以前 初任給第１表","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-21"
"0003425893","00450091",NA,"令和２年以降 一般_産業大・中分類_年齢階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003425894","00450091",NA,"令和２年以降 一般_産業大・中分類_勤続年数階級別DB 	","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003425913","00450091",NA,"令和２年以降 一般_産業大・中分類_分布DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
"0003426253","00450091",NA,"令和２年以降 一般_役職_年齢階級別DB","賃金構造基本統計調査",NA,NA,NA,"-",,"2024-11-27"
