"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003226863","00500203","1","共同経営体調査 経営体統計　経営体統計　経営体平均及び主とする漁業種類別　概要及び分析指標","漁業経営調査","確報",NA,"年度次","201404-201503","2023-01-20"
"0003226867","00500203","1","共同経営体調査 経営体統計　経営体統計　経営体平均及び主とする漁業種類別　損益","漁業経営調査","確報",NA,"年度次","201404-201503","2023-01-20"
"0003226868","00500203","1","共同経営体調査 経営体統計　経営体統計　経営体平均及び主とする漁業種類別　漁業投下資本","漁業経営調査","確報",NA,"年度次","201404-201503","2023-01-20"
"0003228520","00500203","1","共同経営体調査 経営体統計　経営体統計　経営体平均及び主とする漁業種類別　使用漁船及び漁業操業状況","漁業経営調査","確報",NA,"年度次","201404-201503","2023-01-20"
"0003249074","00500203","1","共同経営体調査 経営体統計　経営体統計　経営体平均及び主とする漁業種類別　財産　資産","漁業経営調査","確報",NA,"年度次","201404-201503","2023-01-20"
"0003249075","00500203","1","共同経営体調査 経営体統計　経営体統計　経営体平均及び主とする漁業種類別　財産　負債・純資産","漁業経営調査","確報",NA,"年度次","201404-201503","2023-01-20"
"0003226804","00500203","1-1","個人経営体調査 海面漁業　経営体階層別　概要及び分析指標","漁業経営調査","確報",NA,"年次","201701-201712","2023-01-20"
"0003226805","00500203","1-1","個人経営体調査 海面漁業　経営体階層別　使用漁船及び漁業操業状況","漁業経営調査","確報",NA,"年次","201701-201712","2023-01-20"
"0003226807","00500203","1-1","個人経営体調査 海面漁業　経営体階層別　漁業投下資本","漁業経営調査","確報",NA,"年次","201701-201712","2023-01-20"
"0003226808","00500203","1-1","個人経営体調査 海面漁業　経営体階層別　収入","漁業経営調査","確報",NA,"年次","201701-201712","2023-01-20"
"0003226809","00500203","1-1","個人経営体調査 海面漁業　経営体階層別　支出","漁業経営調査","確報",NA,"年次","201701-201712","2023-01-20"
"0003226849","00500203","1-1","会社経営体調査 経営体統計　経営体階層別　概要及び分析指標","漁業経営調査","確報",NA,"年度次","201704-201803","2023-01-20"
"0003226850","00500203","1-1","会社経営体調査 経営体統計　経営体階層別　使用漁船及び漁業操業状況","漁業経営調査","確報",NA,"年度次","201704-201803","2023-01-20"
"0003226853","00500203","1-1","会社経営体調査 経営体統計　経営体階層別　損益","漁業経営調査","確報",NA,"年度次","201704-201803","2023-01-20"
"0003226854","00500203","1-1","会社経営体調査 経営体統計　経営体階層別　漁業投下資本","漁業経営調査","確報",NA,"年度次","201704-201803","2023-01-20"
"0003249065","00500203","1-1","個人経営体調査 海面漁業　経営体階層別　財産","漁業経営調査","確報",NA,"年次","201701-201712","2023-01-20"
"0003249069","00500203","1-1","会社経営体調査 経営体統計　経営体階層別　財産　資産","漁業経営調査","確報",NA,"年度次","201704-201803","2023-01-20"
"0003249070","00500203","1-1","会社経営体調査 経営体統計　経営体階層別　財産　負債・純資産","漁業経営調査","確報",NA,"年度次","201704-201803","2023-01-20"
"0003252763","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　海面漁業経営体の概要","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252764","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　世帯員状況等","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252765","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　漁業操業状況","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252766","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　漁業生産物","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252767","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　漁業投下資本額","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252768","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　漁業収入","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252769","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　漁業外収入","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252770","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　漁業支出","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252771","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　漁業外支出","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252772","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　漁業外租税公課諸負担及び家計費","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252823","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　経営体の財産","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252824","00500203","1-1-1","家族型経営調査 海面漁業　経営体階層別　経営体の負債","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252773","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　海面漁業経営体の概要","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252774","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　世帯員状況等","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252775","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　漁業操業状況","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252776","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　漁業生産物","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252777","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　漁業投下資本額","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252778","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　漁業収入","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252779","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　漁業外収入","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252780","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　漁業支出","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252781","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　漁業外支出","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252782","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　漁業外租税公課諸負担及び家計費","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252825","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　経営体の財産","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252826","00500203","1-1-2","家族型経営調査 海面漁業　大海区別　経営体の負債","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252813","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　海面漁業経営体の概要","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252814","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　世帯員状況等","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252815","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　漁業操業状況","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252816","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　漁業生産物","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252817","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　漁業投下資本額","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252818","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　漁業収入","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252819","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　漁業外収入","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252820","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　漁業支出","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252821","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　漁業外支出","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252822","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　漁業外租税公課諸負担及び家計費","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252827","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　経営体の財産","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252831","00500203","1-1-3","家族型経営調査 海面漁業　主とする漁業種類別　経営体の負債","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252783","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　海面漁業経営体の概要","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252784","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　世帯員状況等","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252785","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　漁業操業状況","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252786","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　漁業生産物","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252787","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　漁業投下資本額","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252788","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　漁業収入","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252789","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　漁業外収入","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252790","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　漁業支出","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
"0003252791","00500203","1-1-4","家族型経営調査 海面漁業　最盛期の漁業従事者数別　漁業外支出","漁業経営調査","確報",NA,"年次","200501-200512","2023-01-20"
