"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003343977","00550035","第１部 家電大型専門店販売　第１表 商品別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003343979","00550035","第１部 家電大型専門店販売　第２表 都道府県別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003343981","00550035","第１部 家電大型専門店販売　第３表 経済産業局別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003343984","00550035","第２部 ドラッグストア販売　第１表 商品別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003343986","00550035","第２部 ドラッグストア販売　第２表 都道府県別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003343988","00550035","第２部 ドラッグストア販売　第３表 経済産業局別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003344031","00550035","第３部 ホームセンター販売　第１表 商品別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003344033","00550035","第３部 ホームセンター販売　第２表 都道府県別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003344035","00550035","第３部 ホームセンター販売　第３表 経済産業局別　販売額等","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356572","00550035","第１部 家電大型専門店販売　第１表 商品別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356573","00550035","第１部 家電大型専門店販売　第２表 都道府県別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356574","00550035","第１部 家電大型専門店販売　第３表 経済産業局別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356575","00550035","第１部 家電大型専門店販売　第４表 商品別期末商品手持額及び前年同期末比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356576","00550035","第２部 ドラッグストア販売　第１表 商品別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356577","00550035","第２部 ドラッグストア販売　第２表 都道府県別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356578","00550035","第２部 ドラッグストア販売　第３表 経済産業局別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356579","00550035","第２部 ドラッグストア販売　第４表 商品別期末商品手持額及び前年同期末比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356580","00550035","第３部 ホームセンター販売　第１表 商品別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356581","00550035","第３部 ホームセンター販売　第２表 都道府県別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356582","00550035","第３部 ホームセンター販売　第３表 経済産業局別　前年（度、同期、同月）比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
"0003356583","00550035","第３部 ホームセンター販売　第４表 商品別期末商品手持額及び前年同期末比増減率","専門量販店販売統計調査","確報","専門量販店販売統計確報（平成27年6月分）","-",201508,"2020-03-28"
