"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004024060","00200546","00103","＜時系列＞事業活動の産業（中分類）別売上（収入）金額（月次）【2013年1月～】※2024年12月までは調整値","サービス産業動態統計調査","時系列","月次",0,"2025-05-26"
"0004024067","00200546","00104","＜時系列＞事業活動の産業（中分類）別売上（収入）金額（四半期）【2013年1-3月期～】※2024年10-12月期までは調整値","サービス産業動態統計調査","時系列","四半期",0,"2025-05-26"
"0004024069","00200546","00105","＜時系列＞事業活動の産業（中分類）別売上（収入）金額（年次）【2013年～】※2024年までは調整値","サービス産業動態統計調査","時系列","年次",0,"2025-05-26"
"0004024066","00200546","00203","＜時系列＞事業所・企業等の産業（中分類）別事業従事者数（月次）【2013年1月～】※2024年12月までは調整値","サービス産業動態統計調査","時系列","月次",0,"2025-05-26"
"0004024068","00200546","00204","＜時系列＞事業所・企業等の産業（中分類）別事業従事者数（四半期）【2013年1-3月期～】※2024年10-12月期までは調整値","サービス産業動態統計調査","時系列","四半期",0,"2025-05-26"
"0004024070","00200546","00205","＜時系列＞事業所・企業等の産業（中分類）別事業従事者数（年次）【2013年～】※2024年までは調整値","サービス産業動態統計調査","時系列","年次",0,"2025-05-26"
"0004026482","00200546","00401","事業所・企業等の産業（中分類）別売上（収入）金額、従業者数（月次）","サービス産業動態統計調査",NA,"月次",0,"2025-05-26"
"0004026521","00200546","00402","事業所・企業等の産業（中分類）別売上（収入）金額、従業者数（四半期平均）","サービス産業動態統計調査",NA,"四半期",0,"2025-05-26"
"0004026520","00200546","00405","事業活動の産業（中分類）別売上（収入）金額（月次）","サービス産業動態統計調査",NA,"月次",0,"2025-05-26"
"0004026483","00200546","00406","事業活動の産業（中分類）別売上（収入）金額（四半期平均）","サービス産業動態統計調査",NA,"四半期",0,"2025-05-26"
