"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003219261","00550320","業種別／月次／原指数 能力（平成22年＝100.0）","稼働率指数・生産能力指数","時系列データ（2010年基準）","-",,"2021-09-22"
"0003219262","00550320","業種別／月次／原指数 稼働率（平成22年＝100.0）","稼働率指数・生産能力指数","時系列データ（2010年基準）","-",,"2021-09-22"
"0003219263","00550320","業種別／四半期、年、年度／原指数 能力（期末）（平成22年＝100.0）","稼働率指数・生産能力指数","時系列データ（2010年基準）","-",,"2021-09-22"
"0003219264","00550320","業種別／四半期、年、年度／原指数 能力（平均）（平成22年＝100.0）","稼働率指数・生産能力指数","時系列データ（2010年基準）","-",,"2021-09-22"
"0003219265","00550320","業種別／四半期、年、年度／原指数 稼働率（平成22年＝100.0）","稼働率指数・生産能力指数","時系列データ（2010年基準）","-",,"2021-09-22"
"0003219266","00550320","業種別／月次／季節調整済指数（稼働率指数のみ） 稼働率（平成22年＝100.0）","稼働率指数・生産能力指数","時系列データ（2010年基準）","-",,"2021-09-22"
"0003219267","00550320","業種別／四半期／季節調整済指数（稼働率指数のみ） 稼働率（平成22年＝100.0）","稼働率指数・生産能力指数","時系列データ（2010年基準）","-",,"2021-09-22"
"0004018440","00550320","総合季節調整済指数【月次】 稼働率（2015＝100.0）","稼働率指数・生産能力指数","時系列データ（2015年基準）","-",,"2024-07-05"
"0004018441","00550320","総合原指数【月次】 能力（2015＝100.0）","稼働率指数・生産能力指数","時系列データ（2015年基準）","-",,"2024-07-05"
"0004018442","00550320","総合原指数【月次】 稼働率（2015＝100.0）","稼働率指数・生産能力指数","時系列データ（2015年基準）","-",,"2024-07-05"
"0004018443","00550320","総合季節調整済指数【四半期】 稼働率（2015＝100.0）","稼働率指数・生産能力指数","時系列データ（2015年基準）","-",,"2024-07-05"
"0004018444","00550320","総合原指数【年・年度・四半期】 能力（期末）（2015＝100.0）","稼働率指数・生産能力指数","時系列データ（2015年基準）","-",,"2024-07-05"
"0004018445","00550320","総合原指数【年・年度・四半期】 能力（平均）（2015＝100.0）","稼働率指数・生産能力指数","時系列データ（2015年基準）","-",,"2024-07-05"
"0004018446","00550320","総合原指数【年・年度・四半期】 稼働率（2015＝100.0）","稼働率指数・生産能力指数","時系列データ（2015年基準）","-",,"2024-07-05"
"0004017321","00550320","総合季節調整済指数【月次】 稼働率（2020＝100.0）","稼働率指数・生産能力指数","時系列データ（2020年基準）","-",,"2025-05-21"
"0004017322","00550320","総合原指数【月次】 能力（2020＝100.0）","稼働率指数・生産能力指数","時系列データ（2020年基準）","-",,"2025-05-21"
"0004017323","00550320","総合原指数【月次】 稼働率（2020＝100.0）","稼働率指数・生産能力指数","時系列データ（2020年基準）","-",,"2025-05-21"
"0004017324","00550320","総合季節調整済指数【四半期】 稼働率（2020＝100.0）","稼働率指数・生産能力指数","時系列データ（2020年基準）","-",,"2025-05-21"
"0004017325","00550320","総合原指数【年・年度・四半期】 能力（期末）（2020＝100.0）","稼働率指数・生産能力指数","時系列データ（2020年基準）","-",,"2025-05-21"
"0004017326","00550320","総合原指数【年・年度・四半期】 能力（平均）（2020＝100.0）","稼働率指数・生産能力指数","時系列データ（2020年基準）","-",,"2025-05-21"
"0004017327","00550320","総合原指数【年・年度・四半期】 稼働率（2020＝100.0）","稼働率指数・生産能力指数","時系列データ（2020年基準）","-",,"2025-05-21"
