"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003014185","00550210","1-01","確報 エネルギー消費量の推移 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031809","00550210","1-01","確報 エネルギー消費量の推移 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064640","00550210","1-01","確報 エネルギー消費量の推移 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-12-11"
"0003014187","00550210","1-02","確報 エネルギー消費推移業種別統計 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031810","00550210","1-02","確報 総合表 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064641","00550210","1-02","確報 総合表 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-12-11"
"0003014188","00550210","1-03","確報 種別統計燃料種別表 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031811","00550210","1-03","確報 燃料総合表 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064642","00550210","1-03","確報 燃料総合表 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-12-11"
"0003014189","00550210","1-04","確報 業種別統計　パルプ・紙・板紙工業 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031829","00550210","1-04","確報 パルプ・紙・板紙工業 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064643","00550210","1-04","確報 パルプ・紙・板紙工業 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-04-11"
"0003014190","00550210","1-05","確報 業種別統計　化学繊維工業 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031830","00550210","1-05","確報 化学繊維工業 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064644","00550210","1-05","確報 化学繊維工業 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-04-11"
"0003014191","00550210","1-06","確報 業種別統計　石油製品工業 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031831","00550210","1-06","確報 石油製品工業 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064645","00550210","1-06","確報 石油製品工業 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-04-11"
"0003014192","00550210","1-07","確報 業種別統計　ガラス製品工業 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031832","00550210","1-07","確報 ガラス製品工業 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064646","00550210","1-07","確報 ガラス製品工業 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-04-11"
"0003014194","00550210","1-08","確報 業種別統計　化学工業 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031833","00550210","1-08","確報 化学工業 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064647","00550210","1-08","確報 化学工業 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-04-11"
"0003014195","00550210","1-09","確報 業種別統計　窯業・土石製品工業 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
"0003031834","00550210","1-09","確報 窯業・土石製品工業 2010年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2011-05-31"
"0003064648","00550210","1-09","確報 窯業・土石製品工業 2011年1月","経済産業省特定業種石油等消費統計","確報","月次",,"2013-04-11"
"0003014196","00550210","1-10","確報 業種別統計　鉄鋼業 年計","経済産業省特定業種石油等消費統計","確報","月次",,"2010-03-22"
