"name","attribute","value"
"１世帯当たり平均所得税額","statistic","mean"
"１世帯当たり平均所得金額","statistic","mean"
"１世帯当たり平均所得金額_対前年増加率","statistic","mean"
"１世帯当たり平均所得金額_対前年増加率","statistic","rate"
"１世帯当たり平均所得金額の構成割合","statistic","mean"
"１世帯当たり平均所得金額の構成割合","statistic","ratio"
"１世帯当たり平均所得金額－全世帯の平均所得金額を100としたときの指数","statistic","index"
"１世帯当たり平均所得金額－全世帯の平均所得金額を100としたときの指数","statistic","mean"
"１世帯当たり平均所得金額－構成割合","statistic","mean"
"１世帯当たり平均所得金額－構成割合","statistic","ratio"
"１世帯当たり平均拠出金額","statistic","mean"
"１世帯当たり平均社会保険料額","statistic","mean"
"１世帯当たり平均貯蓄額","statistic","mean"
"１世帯当たり平均金額","statistic","mean"
"１世帯当たり育児にかかった平均費用","statistic","mean"
"１世帯当たり育児にかかった平均費用－平均家計支出額","statistic","mean"
"１世帯当り平均室数","statistic","mean"
"１世帯当り平均床面積","statistic","mean"
"１世帯当り平均畳数","statistic","mean"
"１事業従事者当たり年間売上高（前年比）","comparison","year_over_year"
"１人平均定期昇給率（加重平均）","statistic","mean"
"１人平均定期昇給額（加重平均）","statistic","mean"
"１人平均年間賞与妥結月数","statistic","mean"
"１人平均年間賞与妥結額","statistic","mean"
"１人平均年間賞与要求月数","statistic","mean"
"１人平均年間賞与要求額","statistic","mean"
"１人平均賃金の改定率（加重平均）","statistic","mean"
"１人平均賃金の改定率（単純平均）","statistic","mean"
"１人平均賃金の改定額（加重平均）","statistic","mean"
"１人平均賃金の改定額（単純平均）","statistic","mean"
"１人平均賃金改定率","statistic","mean"
"１人平均賞与支給月数（加重平均）","statistic","mean"
"１人平均賞与支給月数（単純平均）","statistic","mean"
"１人平均賞与支給額（加重平均）","statistic","mean"
"１人平均賞与支給額（単純平均）","statistic","mean"
"１人平均賞与要求月数","statistic","mean"
"１人平均賞与要求額","statistic","mean"
"１人当たり平均居宅サービス費用額","statistic","mean"
"１人当たり平均輸送キロ","statistic","mean"
"１人当り平均室数","statistic","mean"
"１人当り平均床面積","statistic","mean"
"１人当り平均畳数","statistic","mean"
"１住宅当たり延べ面積の利用率","statistic","rate"
"１住宅当たり建築面積の利用率","statistic","rate"
"１区画当たり平均面積","statistic","mean"
"１日の平均営業（操業）時間（１企業当たり）","statistic","mean"
"１日の平均就業時間","statistic","mean"
"１日平均在院患者数","statistic","mean"
"１日平均外来患者数","statistic","mean"
"１日平均新入院患者数","statistic","mean"
"１日平均退院患者数","statistic","mean"
"１日当たりの平均時間","statistic","mean"
"１法人当たり平均所有面積","statistic","mean"
"１組織平均戸数","statistic","mean"
"１経営体平均世帯員数","statistic","mean"
"１経営体平均面積","statistic","mean"
"１職員当たり平均勤務年数","statistic","mean"
"１職員当たり平均年間賞与額","statistic","mean"
"１職員当たり平均年齢","statistic","mean"
"１職員当たり平均給与","statistic","mean"
"１退職者当たり平均退職金","statistic","mean"
"３５歳未満のパート・アルバイトをしている者及び希望している者のいる世帯の１世帯当たり平均所得金額","statistic","mean"
"５年前の常住地別割合","statistic","ratio"
"＜参考＞地域手当補正後ラス指数（制度完成時）","statistic","index"
"＜参考＞地域手当補正後ラス指数（現在）","statistic","index"
