"name","attribute","value"
"(別掲)1件当たり平均面積","statistic","mean"
"(参考)｢外れ値｣処理なしCI指数","statistic","index"
"0を除く平均保有台数","statistic","mean"
"0を除く平均利用個数","statistic","mean"
"0を除く平均利用回数","statistic","mean"
"0を除く平均利用時間","statistic","mean"
"0を除く平均利用通数","statistic","mean"
"0を除く平均加入回線数","statistic","mean"
"0を除く平均金額","statistic","mean"
"10歳以上の世帯員一人当たり総平均時間","basis","per_person"
"10歳以上の世帯員一人当たり総平均時間","statistic","mean"
"10歳以上推定人口","method","estimated"
"10～14歳以上推定人口","method","estimated"
"15歳以上人口及び平均年齢","statistic","mean"
"15歳以上就業者及び平均年齢","statistic","mean"
"15歳以上推定人口","method","estimated"
"15歳未満人口の割合","statistic","ratio"
"15～64歳人口の割合","statistic","ratio"
"1トン当り平均輸送キロ","statistic","mean"
"1世帯当たり1か月間の個人的な収入と支出","basis","per_household"
"1世帯当たり1か月間の収入と支出","basis","per_household"
"1世帯当たり1か月間の支出","basis","per_household"
"1世帯当たり1か月間の支出（年平均推定値）","basis","per_household"
"1世帯当たり1か月間の支出（年平均推定値）","method","estimated"
"1世帯当たり1か月間の支出（年平均推定値）","statistic","mean"
"1世帯当たり1日の支出","basis","per_household"
"1世帯当たり人員","basis","per_household"
"1世帯当たり子供の数","basis","per_household"
"1世帯当たり家賃","basis","per_household"
"1世帯当たり居住室の畳数","basis","per_household"
"1世帯当たり居住室数","basis","per_household"
"1世帯当たり平均土地所有面積","basis","per_household"
"1世帯当たり平均土地所有面積","statistic","mean"
"1世帯当たり平均土地資産額","basis","per_household"
"1世帯当たり平均土地資産額","statistic","mean"
"1世帯当たり平均所有面積","basis","per_household"
"1世帯当たり平均所有面積","statistic","mean"
"1世帯当たり年間収入額","basis","per_household"
"1世帯当たり所有戸数","basis","per_household"
"1世帯当たり持分","basis","per_household"
"1世帯当たり現住居以外の所有住宅の延べ面積","basis","per_household"
"1世帯当たり負債現在高","basis","per_household"
"1世帯当たり貯蓄現在高","basis","per_household"
"1世帯当たり資産現在高","basis","per_household"
"1世帯当たり資産現在高・負債現在高","basis","per_household"
"1事業所当たり事業従事者数","basis","per_establishment"
"1事業所当たり付加価値額","basis","per_establishment"
"1事業所当たり従業者数","basis","per_establishment"
"1人1時間当たりの平均工賃額","statistic","mean"
"1人平均工賃月収額","statistic","mean"
"1人当たり1か月間の個人的な収入と支出","basis","per_person"
"1人当たりの1日の平均就業時間数","basis","per_person"
"1人当たりの1日の平均就業時間数","statistic","mean"
"1人当たりの報酬額","basis","per_person"
"1人当たり保険料調定額","basis","per_person"
"1人当たり保険料調定額_均等割額(軽減後)","basis","per_person"
"1人当たり保険料調定額_所得割額(軽減後)","basis","per_person"
"1人当たり保険料調定額_計","basis","per_person"
"1人当たり保険料調定額_計／1人当たり所得額","basis","per_person"
"1人当たり保険料調定額の所得に対する割合","basis","per_person"
"1人当たり保険料調定額の所得に対する割合","statistic","ratio"
"1人当たり保険料調定額の課税標準額に対する割合","basis","per_person"
"1人当たり保険料調定額の課税標準額に対する割合","statistic","ratio"
"1人当たり医療費","basis","per_person"
"1人当たり医療費の伸び率（対前年同期比）","basis","per_person"
"1人当たり医療費の伸び率（対前年同期比）","statistic","rate"
"1人当たり医療費の伸び率（対前年度比）","basis","per_person"
"1人当たり医療費の伸び率（対前年度比）","comparison","fiscal_year_over_year"
"1人当たり医療費の伸び率（対前年度比）","statistic","rate"
"1人当たり居住室の畳数","basis","per_person"
"1人当たり平均介護サービス費用額","basis","per_person"
"1人当たり平均介護サービス費用額","statistic","mean"
"1人当たり年金収入額","basis","per_person"
"1人当たり所得額","basis","per_person"
"1人当たり旧ただし書方式による課税標準額","basis","per_person"
"1人当たり調定額","basis","per_person"
"1件当たり回数の伸び率（対前年同期比）","statistic","rate"
"1件当たり平均面積","statistic","mean"
"1件当たり日数の伸び率（対前年同月比）","statistic","rate"
"1件当たり日数の伸び率（対前年同期比）","statistic","rate"
"1企業当たりの所有面積","basis","per_company"
"1企業当たりの未利用地面積","basis","per_company"
"1企業当たり付加価値額","basis","per_company"
"1企業当たり売上（収入）金額","basis","per_company"
"1住宅当たり利用率","statistic","rate"
"1入院当たり医療費の伸び率（対前年同期比）","statistic","rate"
"1回当たり医療費の伸び率（対前年同期比）","statistic","rate"
"1施設当たり医療費の伸び率（休日数等の影響補正後・対前年同期比）","statistic","rate"
"1施設当たり医療費の伸び率（対前年同期比）","statistic","rate"
"1施設当たり医療費の伸び率（対前年度比）","comparison","fiscal_year_over_year"
"1施設当たり医療費の伸び率（対前年度比）","statistic","rate"
"1施設当たり受診延日数の伸び率（対前年同期比）","statistic","rate"
"1施設当たり受診延日数の伸び率（対前年度比）","comparison","fiscal_year_over_year"
"1施設当たり受診延日数の伸び率（対前年度比）","statistic","rate"
"1施設当たり推計新規入院件数","method","estimated"
"1施設当たり推計新規入院件数の伸び率（対前年同期比）","method","estimated"
"1施設当たり推計新規入院件数の伸び率（対前年同期比）","statistic","rate"
"1日当たり医療費の伸び率（対前年同月比）","statistic","rate"
"1日当たり医療費の伸び率（対前年同期比）","statistic","rate"
"1日当たり医療費の伸び率（対前年度比）","comparison","fiscal_year_over_year"
"1日当たり医療費の伸び率（対前年度比）","statistic","rate"
"1日当たり平均稼動時間","statistic","mean"
"1社当たりの平均研究開発費","statistic","mean"
"1経営体平均収獲物の販売金額","statistic","mean"
"1経営体平均従事者数","statistic","mean"
"1経営体平均漁獲物の販売金額","statistic","mean"
"1経営体平均養殖池数","statistic","mean"
"1経営体平均養殖面積","statistic","mean"
"2005年～2010年の人口増減数","statistic","change"
"2500g未満出生割合","statistic","ratio"
"35歳未満の主に仕事をしている者の１人当たり平均所得金額","statistic","mean"
"45歳未満の主に仕事をしている者の１人当たり平均所得金額","statistic","mean"
"5年間の世帯増減数","statistic","change"
"5年間の人口増減数","statistic","change"
"60歳以上の者のいる世帯の１世帯当たり平均所得金額","statistic","mean"
"60歳定年退職者の平均支給額","statistic","mean"
"65歳以上のいる世帯数－構成割合","statistic","ratio"
"65歳以上の者のいる世帯の平均所得金額－平均世帯人員－平均有業人員","statistic","mean"
"65歳以上の者のいる世帯の１世帯当たり平均所得金額","statistic","mean"
"65歳以上の者のいる世帯数の構成割合","statistic","ratio"
"65歳以上の者のみの世帯数－構成割合","statistic","ratio"
"65歳以上の者の数の構成割合","statistic","ratio"
"65歳以上の者の数－構成割合","statistic","ratio"
"65歳以上世帯員がいる一般世帯の1世帯当たり人員","basis","per_household"
"65歳以上人口の割合","statistic","ratio"
"CI指数","statistic","index"
"DI指数","statistic","index"
"DI累積指数","statistic","index"
"「仕事量が減った」家内労働者総数に対する減少した理由別の割合","statistic","ratio"
"「健康診断を受診した」家内労働者総数に対する受診した種類別及び委託者からの指導の有無別の割合又は「健康診断を受診していない」家内労働者総数に対する受診していない理由及び委託者からの指導の有無別の割合","statistic","ratio"
"「危害防止措置を講じている」家内労働者総数に対する危害防止措置を講じている理由別の割合","statistic","ratio"
"「困っていることがある」家内労働者総数に対するその理由別の割合","statistic","ratio"
"「家内労働以外の仕事していない」家内労働者総数に対する家内労働を始める直前の状況別の割合","statistic","ratio"
"「家内労働手帳を交付されている」家内労働者総数に対する手帳の内容別割合","statistic","ratio"
"「年間推定黒字の平均値」を「年間可処分所得の平均値」で除したもの","method","estimated"
"「年間推定黒字の平均値」を「年間可処分所得の平均値」で除したもの","statistic","mean"
"「必要経費あり」の家内労働者総数に対する必要経費の区分別の割合","statistic","ratio"
"「機械・原材料を使用している」家内労働者総数に対する使用している機械・原材料の種類別の割合","statistic","ratio"
"「負傷・疾病の経験あり」の家内労働者総数に対する負傷・疾病の内容別の割合","statistic","ratio"
"【参考：後方3ヶ月平均値】建設工事費デフレーター","statistic","mean"
"あり（割合）","statistic","ratio"
"うち65歳以上世帯員がいる一般世帯の1世帯当たり人員","basis","per_household"
"うちパート・アルバイト比率","statistic","ratio"
"うち医薬品卸売販売事業営業利益_医薬品売上高に対する割合","statistic","ratio"
"うち医薬品関係営業利益_医薬品売上高に対する割合","statistic","ratio"
"きまって支給する給与に対する支給割合","statistic","ratio"
"きまって支給する給与指数","statistic","index"
"その他の耕種作物の農作業体制別集落営農数割合","statistic","ratio"
"オペレーターの年齢別割合","statistic","ratio"
"サンプルサイズ，推定世帯数","method","estimated"
"サービス平均料金","statistic","mean"
"スポット比率","statistic","ratio"
"パートタイム労働者比率","statistic","ratio"
"パート・アルバイト比率","statistic","ratio"
"ラスパイレス指数","statistic","index"
"一ヶ月平均報酬","statistic","mean"
"一人平均月間きまって支給する給与額","statistic","mean"
"一人平均月間所定内労働時間数","statistic","mean"
"一人平均月間所定内給与額","statistic","mean"
"一人平均月間所定外労働時間数","statistic","mean"
"一人平均月間所定外給与額","statistic","mean"
"一人平均月間特別給与額","statistic","mean"
"一人平均月間現金給与額","statistic","mean"
"一人平均月間総実労働時間数","statistic","mean"
"一人平均賞与支給額","statistic","mean"
"一人当たりの平均出資金額","basis","per_person"
"一人当たりの平均出資金額","statistic","mean"
"一人当たり請求額","basis","per_person"
"一人月間平均出勤日数","statistic","mean"
"一企業当たりの売却土地面積","basis","per_company"
"一企業当たりの購入土地面積","basis","per_company"
"一時金平均支給額","statistic","mean"
"一時金平均支給額の月収換算月数","statistic","mean"
"一社平均人数","statistic","mean"
"一社平均件数","statistic","mean"
"一社平均数","statistic","mean"
"一社平均金額","statistic","mean"
"一社平均額","statistic","mean"
"一般世帯に占める割合","statistic","ratio"
"一般世帯の1世帯当たり人員","basis","per_household"
"一般旅券発行比率","statistic","ratio"
"世帯の固定資産評価額平均","statistic","mean"
"世帯の家族類型別割合","statistic","ratio"
"世帯の経済構成別割合","statistic","ratio"
"世帯の総所得金額平均","statistic","mean"
"世帯主の平均年齢","statistic","mean"
"世帯人員別割合","statistic","ratio"
"世帯人員（20歳以上）１人当たり平均所得金額","statistic","mean"
"世帯人員－構成割合","statistic","ratio"
"世帯人員１人当たり平均可処分所得金額","statistic","mean"
"世帯人員１人当たり平均室数","statistic","mean"
"世帯人員１人当たり平均床面積","statistic","mean"
"世帯人員１人当たり平均所得金額","statistic","mean"
"世帯人員１人当たり平均所得金額_対前年増加率","statistic","mean"
"世帯人員１人当たり平均所得金額_対前年増加率","statistic","rate"
"世帯人員１人当たり平均所得金額_指数(普通=100)","statistic","index"
"世帯人員１人当たり平均所得金額_指数(普通=100)","statistic","mean"
"世帯員の平均年齢","statistic","mean"
"世帯数-構成割合－平均児童数","statistic","mean"
"世帯数-構成割合－平均児童数","statistic","ratio"
"世帯数の構成割合","statistic","ratio"
"世帯数割合","statistic","ratio"
"世帯数－傷病人員－１世帯当たり平均傷病人員","statistic","mean"
"世帯数－傷病者のいる世帯数－傷病人員－１世帯あたり平均傷病人員－傷病者のいない世帯数","statistic","mean"
"世帯数－受給割合－公的年金・恩給受給世帯数","statistic","ratio"
"世帯数－平均世帯人員","statistic","mean"
"世帯数－平均児童数","statistic","mean"
"世帯数－構成割合","statistic","ratio"
"世帯数－１世帯当たり平均仕送り額","statistic","mean"
"世帯数－１世帯当たり平均金額","statistic","mean"
"世帯構成_構成比","statistic","ratio"
"中央値","statistic","median"
"中央値(熱量)","statistic","median"
"主たる従事者の年齢別割合","statistic","ratio"
"主な事業の平均価格","statistic","mean"
"主な事業の平均営業日数","statistic","mean"
"主な資金の調達方法別集落営農数割合","statistic","ratio"
"主傷病及び副傷病でみた推計患者数","method","estimated"
"主傷病及び副傷病でみた推計退院患者数","method","estimated"
"乳児死亡率","statistic","rate"
"乳幼児がひとりいる世帯の１世帯当たり育児にかかった平均費用","statistic","mean"
"乳幼児のいる世帯の１世帯当たり育児にかかった平均費用","statistic","mean"
"乳幼児のいる世帯の１世帯当たり育児にかかった平均費用【万円】－平均家計支出額【万円】","statistic","mean"
"乳幼児のいる世帯の１世帯当たり育児にかかった平均費用－平均家計支出額","statistic","mean"
"乳幼児数の割合","statistic","ratio"
"乳幼児数の構成割合","statistic","ratio"
"事業場割合","statistic","ratio"
"事業従事者1人当たり付加価値額","basis","per_person"
"事業従事者数（前年比）","comparison","year_over_year"
"事業所割合","statistic","ratio"
"事業所割合（総合工事業）","statistic","ratio"
"事業所割合（総合工事調査）","statistic","ratio"
"事業所数　前回比","comparison","previous_period"
"事業所構成比","statistic","ratio"
"事業系比率","statistic","ratio"
"交代勤務制あり_小計100とした割合","statistic","ratio"
"人口10万人当たり死者数_比率","statistic","ratio"
"人口の割合","statistic","ratio"
"人口の指数","statistic","index"
"人口一人当たり・医科診療医療費","basis","per_person"
"人口一人当たり・国民医療費","basis","per_person"
"人口一人当たり・歯科診療医療費","basis","per_person"
"人口一人当たり・薬局調剤医療費","basis","per_person"
"人口割合","statistic","ratio"
"人口増加率","statistic","rate"
"人口増減数","statistic","change"
"人口密度の指数","statistic","index"
"人口構成比[労働力状態別]","statistic","ratio"
"人口構成比［年齢別］","statistic","ratio"
"人口構成比［産業別］","statistic","ratio"
"人口構成比［職業別］","statistic","ratio"
"人口構成比［配偶関係別］","statistic","ratio"
"人口集中地区人口の増減数","statistic","change"
"人口集中地区以外の地区の人口の増減数","statistic","change"
"人口集中地区以外の地区の面積の増減数","statistic","change"
"人口集中地区面積の増減数","statistic","change"
"人口１０万対１日平均在院患者数","statistic","mean"
"人口１０万対１日平均外来患者数","statistic","mean"
"人口１０万対１日平均新入院患者数","statistic","mean"
"人口１０万対１日平均退院患者数","statistic","mean"
"人工死産の占める割合","statistic","ratio"
"人数割合","statistic","ratio"
"人月の伸び率","statistic","rate"
"今年度計画額構成比","statistic","ratio"
"今後取り組む予定の事業内容別集落営農数割合","statistic","ratio"
"今後取り組む予定の活動内容別集落営農数割合","statistic","ratio"
"仕事ありの世帯の割合","statistic","ratio"
"仕事ありの者がいる世帯の割合","statistic","ratio"
"仕入れ先・販売先の構成比","statistic","ratio"
"仕向別割合","statistic","ratio"
"仕送りをしている世帯数－１世帯当たり平均仕送り額","statistic","mean"
"他の年金の平均年額","statistic","mean"
"付保割合","statistic","ratio"
"付加価値額　前年比","comparison","year_over_year"
"代表者の年齢別集落営農数割合","statistic","ratio"
"件数_対前年度比","comparison","fiscal_year_over_year"
"件数_平均","statistic","mean"
"企業割合","statistic","ratio"
"企業年金・個人年金等掛金のある世帯の１世帯当たり平均企業年金・個人年金等掛金額","statistic","mean"
"企業年金・個人年金等掛金のある世帯数の割合","statistic","ratio"
"企業年金種類割合","statistic","ratio"
"企業数、平均年収","statistic","mean"
"企業数、構成比","statistic","ratio"
"企業数、番組本数、構成比","statistic","ratio"
"企業数、金額、構成比","statistic","ratio"
"企業数・構成比","statistic","ratio"
"企業数割合","statistic","ratio"
"伸び率","statistic","rate"
"住宅の建て方別割合","statistic","ratio"
"住宅の所有の関係別割合","statistic","ratio"
"作況指数","statistic","index"
"使用予定割合","statistic","ratio"
"使用割合","statistic","ratio"
"保有事業所平均（従業者百人当たり）","statistic","mean"
"保有割合","statistic","ratio"
"保険料月額平均","statistic","mean"
"傷病人員の割合","statistic","ratio"
"傷病者のいる世帯の割合","statistic","ratio"
"傷病者のいる世帯の１世帯当たり平均傷病人員","statistic","mean"
"元請比率","statistic","ratio"
"児童のいる世帯の平均児童数","statistic","mean"
"児童のいる世帯の平均所得金額－平均世帯人員－平均有業人員－平均児童数","statistic","mean"
"児童のいる世帯の有業人員1人当たり平均稼働所得金額","basis","per_person"
"児童のいる世帯の有業人員1人当たり平均稼働所得金額","statistic","mean"
"児童のいる世帯の有業人員１人当たり平均稼働所得金額","statistic","mean"
"児童のいる世帯の１世帯当たり平均所得金額","statistic","mean"
"児童のいる世帯の１世帯当たり平均所得金額－構成割合","statistic","mean"
"児童のいる世帯の１世帯当たり平均所得金額－構成割合","statistic","ratio"
"児童のいる世帯数－児童のいる世帯の平均児童数","statistic","mean"
"児童のいる世帯数－平均児童数","statistic","mean"
"児童・家族関係給付費(対前年度伸び率)","statistic","rate"
"児童・家族関係給付費(給付費に占める割合)","statistic","ratio"
"入職・離職者構成比","statistic","ratio"
"入職率","statistic","rate"
"入職者構成比","statistic","ratio"
"入院外日数の割合","statistic","ratio"
"入院者のいる世帯の割合","statistic","ratio"
"全世帯に占める割合","statistic","ratio"
"全世帯に占める高齢者世帯の割合","statistic","ratio"
"全世帯の平均児童数","statistic","mean"
"全世帯の平均所得金額を１００としたときの指数","statistic","index"
"全世帯の平均所得金額を１００としたときの指数","statistic","mean"
"全世帯指数(昭和50年=100)","statistic","index"
"全世帯指数（昭和５０年＝１００）","statistic","index"
"全世帯推計数","method","estimated"
"全体に占める割合","statistic","ratio"
"全体に占める割合（「無回答」を除く）","statistic","ratio"
"全体の割合","statistic","ratio"
"全国に占める割合","statistic","ratio"
"全域に占める人口集中地区の割合（人口）","statistic","ratio"
"全域に占める人口集中地区の割合（面積）","statistic","ratio"
"全域に占める人口集中地区以外の地区の割合（人口）","statistic","ratio"
"全域に占める人口集中地区以外の地区の割合（面積）","statistic","ratio"
"全死産中妊娠満22週以後の死産の占める割合","statistic","ratio"
"全発電量に占める割合","statistic","ratio"
"全退職者の平均支給額","statistic","mean"
"公債費比率","statistic","ratio"
"公営企業を除く公営事業会計_予算で定めた一時借入金の借入れの最高額_当年度当初予算_標財規模に占める割合","statistic","ratio"
"公営企業を除く公営事業会計_予算で定めた一時借入金の借入れの最高額_当年度当初予算_歳入合計に占める割合","statistic","ratio"
"公営企業を除く公営事業会計_予算で定めた一時借入金の借入れの最高額_当年度最終予算_標財規模に占める割合","statistic","ratio"
"公営企業を除く公営事業会計_予算で定めた一時借入金の借入れの最高額_当年度最終予算_歳入合計に占める割合","statistic","ratio"
"公営企業を除く公営事業会計_借入金残高のピーク_標財規模に占める割合","statistic","ratio"
"公営企業を除く公営事業会計_借入金残高のピーク_歳入合計に占める割合","statistic","ratio"
"公的年金-恩給を受給している高齢者世帯数の構成割合","statistic","ratio"
"公的年金-恩給受給者のいる世帯の割合","statistic","ratio"
"公的年金-恩給受給者のいる世帯の１世帯当たり平均所得金額","statistic","mean"
"公的年金・恩給受給者数－受給割合","statistic","ratio"
"公的年金－恩給を受給している高齢者世帯数の構成割合","statistic","ratio"
"公的年金－恩給受給者のいる世帯の１世帯当たり平均所得金額","statistic","mean"
"再来患者の平均診療間隔","statistic","mean"
"再来患者の平均診療間隔の年次推移","statistic","mean"
"再来患者の平均診療間隔（患者住所地）","statistic","mean"
"出来高(前年度比)","comparison","fiscal_year_over_year"
"出来高(前年比)","comparison","year_over_year"
"出来高(対前年同期比：伸び率と寄与度)","statistic","rate"
"出生数に対する割合","statistic","ratio"
"出生時の平均体重","statistic","mean"
"出生率","statistic","rate"
"出荷羽数割合","statistic","ratio"
"出資金一口の平均金額","statistic","mean"
"分譲に占める割合","statistic","ratio"
"利用予定時期の状況合計未利用のたな卸資産面積に対する未利用のたな卸資産面積の割合","statistic","ratio"
"利用予定時期の状況合計未利用地面積に対する未利用地面積の割合","statistic","ratio"
"利用予定時期別未利用のたな卸資産面積に対する未利用のたな卸資産面積の割合","statistic","ratio"
"利用予定時期別未利用地面積に対する未利用地面積の割合","statistic","ratio"
"利用交通手段別割合","statistic","ratio"
"前々年度実績額構成比","statistic","ratio"
"前婚解消後から再婚までの平均期間","statistic","mean"
"前年同月比（伸び率）","statistic","rate"
"前年同期比（伸び率）","statistic","rate"
"前年度実績見込額構成比","statistic","ratio"
"前年度比","comparison","fiscal_year_over_year"
"前年度比(トン)","comparison","fiscal_year_over_year"
"前年度比(トンキロ)","comparison","fiscal_year_over_year"
"前年度比増減率","comparison","fiscal_year_over_year"
"前年度比増減率（既存店）","comparison","fiscal_year_over_year"
"前年度比（伸び率）","comparison","fiscal_year_over_year"
"前年度比（伸び率）","statistic","rate"
"前年比","comparison","year_over_year"
"前年比増減率","comparison","year_over_year"
"前年比増減率（既存店）","comparison","year_over_year"
"前年比（伸び率）","comparison","year_over_year"
"前年比（伸び率）","statistic","rate"
"前年比（総トン数）","comparison","year_over_year"
"前年比（隻数）","comparison","year_over_year"
"前月比","comparison","previous_period"
"前月比・前年比・前年度比","comparison","fiscal_year_over_year"
"前月比・前年比・前年度比","comparison","previous_period"
"前月比・前年比・前年度比","comparison","year_over_year"
"前期比","comparison","previous_period"
"前期比・年率","comparison","previous_period"
"副業の平均週間就業時間","statistic","mean"
"副業者比率","statistic","ratio"
"割合","statistic","ratio"
"割合(企業数)","statistic","ratio"
"割合(面積)","statistic","ratio"
"割合-1","statistic","ratio"
"割合-2","statistic","ratio"
"割合（建物延べ床面積）","statistic","ratio"
"割合（資産額）","statistic","ratio"
"加入者割合","statistic","ratio"
"加入者数の伸び率（対前年同期比）","statistic","rate"
"労働力状態別割合","statistic","ratio"
"労働時間の変化の状況別集落営農数割合","statistic","ratio"
"労働時間の対前年増減別集落営農数割合","statistic","ratio"
"労働時間指数（所定内労働時間）","statistic","index"
"労働時間指数（所定内労働時間）（前年比）","comparison","year_over_year"
"労働時間指数（所定内労働時間）（前年比）","statistic","index"
"労働時間指数（所定外労働時間）","statistic","index"
"労働時間指数（所定外労働時間）（前年比）","comparison","year_over_year"
"労働時間指数（所定外労働時間）（前年比）","statistic","index"
"労働時間指数（総実労働時間）","statistic","index"
"労働時間指数（総実労働時間）（前年比）","comparison","year_over_year"
"労働時間指数（総実労働時間）（前年比）","statistic","index"
"労働者割合","statistic","ratio"
"労務費率（加重平均）","statistic","mean"
"労務費率（単純平均）","statistic","mean"
"医療機器売上高_一社平均","statistic","mean"
"医療機器売上高_総額_比率","statistic","ratio"
"医療用医薬品売上高_うち後発医薬品_構成比","statistic","ratio"
"医療用医薬品売上高_構成比","statistic","ratio"
"医療用医薬品売上高に占める割合","statistic","ratio"
"医療用医薬品販売先数_うち後発医薬品_構成比","statistic","ratio"
"医療用医薬品販売先数_構成比","statistic","ratio"
"医療費の伸び率（休日数等の影響補正後・対前年同期比）","statistic","rate"
"医療費の伸び率（対前年同期比）","statistic","rate"
"医療費の伸び率（対前年度比）","comparison","fiscal_year_over_year"
"医療費の伸び率（対前年度比）","statistic","rate"
"医療費の構成割合","statistic","ratio"
"医療費総額の伸び率（休日数等の影響補正後・対前年同期比）","statistic","rate"
"医療費総額の伸び率（対前年同月比）","statistic","rate"
"医療費総額の伸び率（対前年同期比）","statistic","rate"
"医科診療医療費構成割合","statistic","ratio"
"医薬品売上高_医療用_比率","statistic","ratio"
"医薬品売上高_総額_比率","statistic","ratio"
"医薬品売上高_自社製品_比率","statistic","ratio"
"医薬品売上高に占める割合","statistic","ratio"
"単位当たり共済金額（最大値）","statistic","max"
"単位当たり共済金額（最小値）","statistic","min"
"卸売数量に占める割合","statistic","ratio"
"原指数","statistic","index"
"原材料使用額等　前年比","comparison","year_over_year"
"参考_共済掛金額の状況（一人当たり年額）_その他","basis","per_person"
"参考_共済掛金額の状況（一人当たり年額）_一般加入者","basis","per_person"
"参考_共済掛金額の状況（一人当たり年額）_小・中学校児童・生徒","basis","per_person"
"参考_共済掛金額の状況（一人当たり年額）_生活保護法適用者","basis","per_person"
"参考_職員数_開催平均臨時職員","statistic","mean"
"取扱企業数_構成比","statistic","ratio"
"取組状況別集落営農数割合","statistic","ratio"
"受付回数の伸び率（対前年同期比）","statistic","rate"
"受給割合","statistic","ratio"
"受診延日数の伸び率（対前年同月比）","statistic","rate"
"受診延日数の伸び率（対前年同期比）","statistic","rate"
"受診延日数の伸び率（対前年度比）","comparison","fiscal_year_over_year"
"受診延日数の伸び率（対前年度比）","statistic","rate"
"受診延日数の構成割合","statistic","ratio"
"受診率","statistic","rate"
"各収入等の平均月額","statistic","mean"
"合計特殊出生率","statistic","rate"
"合計（全国）に占める割合","statistic","ratio"
"名目GDPに対する比率","statistic","ratio"
"周産期死亡率","statistic","rate"
"営業利益_医薬品売上高に対する割合","statistic","ratio"
"回収数・回収率","statistic","rate"
"回収率","statistic","rate"
"回答企業数_構成比","statistic","ratio"
"回答割合","statistic","ratio"
"回答店数に占める割合","statistic","ratio"
"回答店数に占める割合（「無回答」を除く）","statistic","ratio"
"回答数割合","statistic","ratio"
"回答構成比","statistic","ratio"
"回答率","statistic","rate"
"回答率（割合）","statistic","rate"
"回答率（割合）","statistic","ratio"
"回答者全員に占める割合","statistic","ratio"
"回答者構成比","statistic","ratio"
"国内投資目的別構成比","statistic","ratio"
"国民医療費構成割合","statistic","ratio"
"在学か否かの別・最終卒業学校の種類別割合","statistic","ratio"
"在学者・国民一人当たり地方教育費の推移","basis","per_person"
"在学者・国民一人当たり経費","basis","per_person"
"在院期間別推計退院患者数構成割合（累積）","method","estimated"
"在院期間別推計退院患者数構成割合（累積）","statistic","ratio"
"地域割合","statistic","ratio"
"地域差指数（全国平均＝100）フィッシャー類似算式","statistic","index"
"地域差指数（全国平均＝100）フィッシャー類似算式","statistic","mean"
"地域差指数（全国平均＝100）平成9年型算式","statistic","index"
"地域差指数（全国平均＝100）平成9年型算式","statistic","mean"
"地域差指数（都道府県平均＝100）フィッシャー類似算式","statistic","index"
"地域差指数（都道府県平均＝100）フィッシャー類似算式","statistic","mean"
"地域差指数（都道府県平均＝100）平成9年型算式","statistic","index"
"地域差指数（都道府県平均＝100）平成9年型算式","statistic","mean"
"地域手当補正後ラスパイレス指数","statistic","index"
"地域手当補正後ラスパイレス指数参考値","statistic","index"
"基準財政需要額に対する実支出額の比率","statistic","ratio"
"基礎的所得の割合が１００％の世帯数の全世帯に占める割合","statistic","ratio"
"増加率","statistic","rate"
"増減数","statistic","change"
"売上原価比率","statistic","ratio"
"売上高に対する割合","statistic","ratio"
"売上高に対する研究開発費の割合","statistic","ratio"
"売上高・一社平均金額","statistic","mean"
"売上高・構成比","statistic","ratio"
"売上高減価償却費比率","statistic","ratio"
"売上高研究開発費比率","statistic","ratio"
"売上高給与費比率","statistic","ratio"
"売上高荷造運搬費比率","statistic","ratio"
"売上高設備投資比率","statistic","ratio"
"売上高販管費比率","statistic","ratio"
"売上高賃借料比率","statistic","ratio"
"夫の平均初婚年齢","statistic","mean"
"夫の平均婚姻年齢","statistic","mean"
"夫の平均年齢","statistic","mean"
"夫の平均片道通勤時間","statistic","mean"
"夫の１日の平均就業時間","statistic","mean"
"夫妻の平均年齢差","statistic","mean"
"夫婦ともに60歳以上－65歳以上の夫婦組数－構成割合","statistic","ratio"
"女性有業者の１日の平均就業時間","statistic","mean"
"女親の平均年齢","statistic","mean"
"妻の平均初婚年齢","statistic","mean"
"妻の平均婚姻年齢","statistic","mean"
"妻の平均年齢","statistic","mean"
"妻の平均片道通勤時間","statistic","mean"
"妻の１日の平均就業時間","statistic","mean"
"委託比率","statistic","ratio"
"委託者数の割合","statistic","ratio"
"委託者数の割合（構成比）","statistic","ratio"
"委託者数の割合（累積度数）","statistic","ratio"
"婚姻件数割合","statistic","ratio"
"嫡出出生率","statistic","rate"
"嫡出周産期死亡率","statistic","rate"
"子供の平均年齢","statistic","mean"
"季節調整値前月比","comparison","previous_period"
"季節調整済労働時間指数（所定外労働時間）","statistic","index"
"季節調整済労働時間指数（所定外労働時間）（前期比）","comparison","previous_period"
"季節調整済労働時間指数（所定外労働時間）（前期比）","statistic","index"
"季節調整済労働時間指数（総実労働時間）","statistic","index"
"季節調整済労働時間指数（総実労働時間）（前期比）","comparison","previous_period"
"季節調整済労働時間指数（総実労働時間）（前期比）","statistic","index"
"季節調整済常用雇用指数","statistic","index"
"季節調整済常用雇用指数（前期比）","comparison","previous_period"
"季節調整済常用雇用指数（前期比）","statistic","index"
"季節調整済指数","statistic","index"
"季節調整済賃金指数（きまって支給する給与）","statistic","index"
"季節調整済賃金指数（きまって支給する給与）（前期比）","comparison","previous_period"
"季節調整済賃金指数（きまって支給する給与）（前期比）","statistic","index"
"季節調整済賃金指数（実質賃金指数）（現金給与総額）","statistic","index"
