"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004027500","00550050","1","長期時系列表 リース契約、リース物件別購入額、事業所数及び常用従業者数(自動車賃貸業を除く)　年次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年次",0,"2025-03-31"
"0004027501","00550050","1","長期時系列表 リース契約、リース物件別購入額、事業所数及び常用従業者数(自動車賃貸業を除く)　年度次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年度次",0,"2025-03-31"
"0004027502","00550050","1","長期時系列表 リース契約、リース物件別購入額、事業所数及び常用従業者数(自動車賃貸業を除く)　四半期・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","四半期",0,"2025-03-31"
"0004027503","00550050","1","長期時系列表 リース契約、リース物件別購入額、事業所数及び常用従業者数(自動車賃貸業を除く)　月次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","月次",0,"2025-03-31"
"0004027504","00550050","1","長期時系列表 リース契約、リース物件別購入額、事業所数及び常用従業者数(自動車賃貸業を除く)　年次・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年次",0,"2025-03-31"
"0004027505","00550050","1","長期時系列表 リース契約、リース物件別購入額、事業所数及び常用従業者数(自動車賃貸業を除く)　年度次・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年度次",0,"2025-03-31"
"0004027506","00550050","1","長期時系列表 リース契約、リース物件別購入額、事業所数及び常用従業者数(自動車賃貸業を除く)　四半期・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","四半期",0,"2025-03-31"
"0004027507","00550050","1","長期時系列表 リース契約、リース物件別購入額、事業所数及び常用従業者数(自動車賃貸業を除く)　月次・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","月次",0,"2025-03-31"
"0004027508","00550050","1","長期時系列表 レンタルの物件別売上高、事業所数及び常用従業者数(自動車賃貸業を除く)　年次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年次",0,"2025-03-31"
"0004027509","00550050","1","長期時系列表 レンタルの物件別売上高、事業所数及び常用従業者数(自動車賃貸業を除く)　年度次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年度次",0,"2025-03-31"
"0004027510","00550050","1","長期時系列表 レンタルの物件別売上高、事業所数及び常用従業者数(自動車賃貸業を除く)　四半期・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","四半期",0,"2025-03-31"
"0004027511","00550050","1","長期時系列表 レンタルの物件別売上高、事業所数及び常用従業者数(自動車賃貸業を除く)　月次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","月次",0,"2025-03-31"
"0004027512","00550050","1","長期時系列表 レンタルの物件別売上高、事業所数及び常用従業者数(自動車賃貸業を除く)　年次・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年次",0,"2025-03-31"
"0004027513","00550050","1","長期時系列表 レンタルの物件別売上高、事業所数及び常用従業者数(自動車賃貸業を除く)　年度次・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年度次",0,"2025-03-31"
"0004027514","00550050","1","長期時系列表 レンタルの物件別売上高、事業所数及び常用従業者数(自動車賃貸業を除く)　四半期・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","四半期",0,"2025-03-31"
"0004027515","00550050","1","長期時系列表 レンタルの物件別売上高、事業所数及び常用従業者数(自動車賃貸業を除く)　月次・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","月次",0,"2025-03-31"
"0004027588","00550050","10","長期時系列表 ゴルフ場の売上高、利用者数、平均営業日数、営業ホール数、従業者数及びキャディ数　年次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年次",0,"2025-03-31"
"0004027589","00550050","10","長期時系列表 ゴルフ場の売上高、利用者数、平均営業日数、営業ホール数、従業者数及びキャディ数　年度次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年度次",0,"2025-03-31"
"0004027590","00550050","10","長期時系列表 ゴルフ場の売上高、利用者数、平均営業日数、営業ホール数、従業者数及びキャディ数　四半期・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","四半期",0,"2025-03-31"
"0004027591","00550050","10","長期時系列表 ゴルフ場の売上高、利用者数、平均営業日数、営業ホール数、従業者数及びキャディ数　月次・実数","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","月次",0,"2025-03-31"
"0004027592","00550050","10","長期時系列表 ゴルフ場の売上高、利用者数、平均営業日数、営業ホール数、従業者数及びキャディ数　年次・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年次",0,"2025-03-31"
"0004027593","00550050","10","長期時系列表 ゴルフ場の売上高、利用者数、平均営業日数、営業ホール数、従業者数及びキャディ数　年度次・伸び率","特定サービス産業動態統計調査","統計表一覧","長期データ　（※確報公表時に更新）","長期データ　（平成27年調査から）","年度次",0,"2025-03-31"
