"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003273160","00400306","1","コンピュータ整備の実態等 （1）コンピュータの設置状況等","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273162","00400306","1","コンピュータ整備の実態等 （3）教育用コンピュータのOS別台数","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273163","00400306","1","コンピュータ整備の実態等 （4）教育用コンピュータの設置方法別台数","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273165","00400306","1","コンピュータ整備の実態等 （5）コンピュータの周辺機器台数(学校種別)","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201504-201603","2019-03-27"
"0003273166","00400306","1","コンピュータ整備の実態等 （6）個人所有のコンピュータについて","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273167","00400306","1","コンピュータ整備の実態等 （7）研修の受講状況","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273168","00400306","1","コンピュータ整備の実態等 （8）校務支援システムの整備状況","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273169","00400306","1","コンピュータ整備の実態等 （9）デジタル教科書の整備状況","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273170","00400306","1","コンピュータ整備の実態等 （10）学校  CIOの設置状況","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273183","00400306","1","都道府県別「コンピュータの設置状況」及び「インターネット接続状況」の実態 合計 小学校 中学校 義務教育学校 高等学校 中等教育学校 特別支援学校","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003290545","00400306","1","コンピュータ整備の実態等 （2）教育用コンピュータの設置場所別台数","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003290725","00400306","1","コンピュータ整備の実態等 （5）コンピュータの周辺機器台数(設置場所)","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273171","00400306","2","インターネットへの接続状況等 （1）接続回線種別","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273172","00400306","2","インターネットへの接続状況等 （2）接続回線速度別","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273173","00400306","2","インターネットへの接続状況等 （3）接続先（プロバイダ）","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273174","00400306","2","インターネットへの接続状況等 （4）ホームページ（Webページ）等の開設状況","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273175","00400306","2","インターネットへの接続状況等 （5）電子メールアドレスの付与状況","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273176","00400306","2","インターネットへの接続状況等 （6）有害情報への対応状況","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273177","00400306","2","インターネットへの接続状況等 （7）学校情報セキュリティポリシーの  策定状況","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003290723","00400306","2","都道府県別「教員のICT活用指導力」の状況及び研修を受講した教員の割合 合計 小学校 中学校 義務教育学校 高等学校 中等教育学校 特別支援学校","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273179","00400306","3","デジタルテレビ等の整備の実態 （2）デジタルテレビ整備学校数","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273181","00400306","3","デジタルテレビ等の整備の実態 （4）電子黒板整備学校数","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273185","00400306","3","市区町村（設置者）別「コンピュータの設置状況」及び「インターネット接続状況」の実態 北海道","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
"0003273186","00400306","3","市区町村（設置者）別「コンピュータの設置状況」及び「インターネット接続状況」の実態 青森県","学校における教育の情報化の実態等に関する調査","調査結果","年度次","201604-201703","2019-03-27"
