"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003174062","00200351","事業別売上高の状況","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174064","00200351","売上高動向 2000年1月-2004年3月","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174081","00200351","売上高動向","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174083","00200351","業況の判断要因(売上高)","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174101","00200351","業況の判断要因(資金繰り)","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174121","00200351","業況の判断要因(自社景況)","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174140","00200351","事業別・サービス別売上高の状況 2001-2003年度","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174160","00200351","常用従業者動向 1997年1月-2009年3月","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174161","00200351","事業別・種類別従業者数の状況 2001-2003年度","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174180","00200351","常用従業者動向 1997年1-3月","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174200","00200351","事業別・種類別従業者数の状況 2004-2008年度","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003174681","00200351","事業別・サービス別売上高の状況 2004-2005年度","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003178661","00200351","業況の見通し(売上高)","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003178680","00200351","業況の見通し(資金繰り)","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003178681","00200351","業況の見通し(自社景況)","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003178682","00200351","業況の見通し(売上高) 2000年4～6月期-2004年7～9月期","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003178683","00200351","業況の見通し(資金繰り) 2000年4～6月期-2004年7～9月期","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003178700","00200351","業況の見通し(業界景気) 2003年4～6月期-2006年7～9月期","通信・放送産業動態調査","年度次",0,"2017-04-12"
"0003178701","00200351","業況の見通し(業界景気) 2000年4～6月期-2004年7～9月期","通信・放送産業動態調査","年度次",0,"2017-04-12"
