"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY5","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003061540","00400001","1","総括","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","総括",NA,"-",,"2023-10-25"
"0003015869","00400001","1","都道府県別　学校数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2012-03-02"
"0003061522","00400001","10","種類別　７５条の学級児童数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061523","00400001","11","外国人児童数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061524","00400001","12","理由別　長期欠席児童数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061525","00400001","13","帰国子女数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061526","00400001","13","帰国子女数（都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061527","00400001","14","職名別　教員数（本務者）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061528","00400001","15","職名別　教員数（兼務者）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061529","00400001","15","職名別　教員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061530","00400001","16","本務教員のうち理由別休職等教員数（再掲）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061531","00400001","16","本務教員のうち理由別休職等教員数（再掲）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003059469","00400001","17","本務教員のうち指導主事等の数（公立）（再掲）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061532","00400001","18","本務教職員のうち教務主任等の数（再掲）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061533","00400001","18","本務教職員のうち教務主任等の数（再掲）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061534","00400001","19","職員数（本務者）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061535","00400001","19","職員数（本務者）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003016281","00400001","2","都道府県別　学級数別　学校数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2012-03-02"
"0003016282","00400001","2","都道府県別　学級数別　学校数（うち公立-本校　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2012-03-02"
"0003016283","00400001","2","都道府県別　学級数別　学校数（本校・分校別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2012-03-02"
"0003016284","00400001","2","都道府県別　学級数別　学校数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061536","00400001","20","私費負担の職員数（国・公立の本務者）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061537","00400001","20","私費負担の職員数（国・公立の本務者）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061538","00400001","21","学校医等の数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061539","00400001","21","学校医等の数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003059478","00400001","22","へき地等指定学校数（公立）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003059479","00400001","23","へき地等指定学校の児童数（公立）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003059480","00400001","24","へき地等指定学校の教員数（公立の本務者）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003059481","00400001","25","へき地等指定学校の負担法による事務職員数（公立）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003059800","00400001","26","指定都市等に所在する学校数・学級数・児童数及び教職員数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003016262","00400001","3","類型別　学校数（複式学級等）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2012-03-02"
"0003016263","00400001","3","類型別　学校数（学校医等）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2012-03-02"
"0003016266","00400001","3","類型別　学校数（保健主事等）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2012-03-02"
"0003061511","00400001","4","都道府県別  児童数別  学校数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003061512","00400001","4","都道府県別  児童数別  学校数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003061513","00400001","5","編制方式別　学級数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061514","00400001","5","編制方式別　学級数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061515","00400001","6","収容人員別　学級数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003061516","00400001","6","収容人員別　学級数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061517","00400001","6","収容人員別　学級数（再掲）（うち国立私立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003009751","00400001","7","学年別　児童数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061518","00400001","8","学級編制方式別　児童数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061519","00400001","8","学級編制方式別　児童数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061520","00400001","9","学年別　７５条の学級児童数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061521","00400001","9","学年別　７５条の学級児童数（都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003059823","00400001","28","都道府県別　学級数別　学校数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003059824","00400001","28","都道府県別　学級数別　学校数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003058583","00400001","29","中高一貫教育を行う学校数（再掲）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003059825","00400001","30","類型別　学校数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003059826","00400001","31","都道府県別  生徒数別  学校数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003059827","00400001","31","都道府県別  生徒数別  学校数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003059828","00400001","32","編制方式別　学級数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059829","00400001","32","編制方式別　学級数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059830","00400001","33","収容人員別　学級数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003059831","00400001","33","収容人員別　学級数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059832","00400001","33","収容人員別　学級数（再掲）（うち国立私立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003058592","00400001","34","学年別　生徒数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059833","00400001","35","学級編制方式別　生徒数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059834","00400001","35","学級編制方式別　生徒数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059835","00400001","36","学年別　７５条の学級生徒数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059836","00400001","36","学年別　７５条の学級生徒数（都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059853","00400001","37","種類別　７５条の学級生徒数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059854","00400001","38","外国人生徒数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059855","00400001","39","帰国子女数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059856","00400001","39","帰国子女数（都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003058601","00400001","40","理由別　長期欠席生徒数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003058602","00400001","41","職名別　教員数（本務者）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059857","00400001","42","職名別　教員数（兼務者）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059858","00400001","42","職名別　教員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059859","00400001","43","本務教員のうち理由別休職等教員数（再掲）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059860","00400001","43","本務教員のうち理由別休職等教員数（再掲）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003058607","00400001","44","本務教員のうち指導主事等の数（公立）（再掲）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059861","00400001","45","本務教職員のうち教務主任等の数（再掲）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059862","00400001","45","本務教職員のうち教務主任等の数（再掲）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059863","00400001","46","職員数（本務者）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059864","00400001","46","職員数（本務者）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059865","00400001","47","私費負担の職員数（国・公立の本務者）（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059866","00400001","47","私費負担の職員数（国・公立の本務者）（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059867","00400001","48","学校医等の数（設置者別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059868","00400001","48","学校医等の数（うち公立　都道府県別）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003058616","00400001","49","へき地等指定学校数（公立）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003058617","00400001","50","へき地等指定学校の生徒数（公立）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003058618","00400001","51","へき地等指定学校の教員数（公立の本務者）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003058619","00400001","52","へき地等指定学校の負担法による事務職員数（公立）","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003059869","00400001","53","指定都市等に所在する学校数・学級数・生徒数及び教職員数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003015880","00400001",NA,"都道府県別学校数","学校基本調査","平成１８年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2010-09-07"
"0003058572","00400001","1","総括","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","総括",NA,"-",,"2023-10-25"
"0003004412","00400001","1","都道府県別　学校数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2012-03-01"
"0003045837","00400001","10","種類別　特別支援学級児童数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045838","00400001","11","外国人児童数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046048","00400001","12","理由別　長期欠席児童数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046177","00400001","13","帰国子女数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046178","00400001","13","帰国子女数（都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045979","00400001","14","職名別　教員数（本務者）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045980","00400001","15","職名別　教員数（兼務者）（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045981","00400001","15","職名別　教員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045982","00400001","16","本務教員のうち理由別休職等教員数（再掲）（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045983","00400001","16","本務教員のうち理由別休職等教員数（再掲）（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046049","00400001","17","本務教員のうち指導主事等の数（公立）（再掲）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061547","00400001","18","本務教職員のうち教務主任等の数（再掲）（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003061548","00400001","18","本務教職員のうち教務主任等の数（再掲）（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045987","00400001","19","職員数（本務者）（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045988","00400001","19","職員数（本務者）（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046038","00400001","2","都道府県別　学級数別　学校数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003046039","00400001","2","都道府県別　学級数別　学校数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003046052","00400001","20","私費負担の職員数（国・公立の本務者）（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046053","00400001","20","私費負担の職員数（国・公立の本務者）（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046054","00400001","21","学校医等の数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046055","00400001","21","学校医等の数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046056","00400001","22","へき地等指定学校数（公立）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046057","00400001","23","へき地等指定学校の児童数（公立）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046058","00400001","24","へき地等指定学校の教員数（公立の本務者）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046059","00400001","25","へき地等指定学校の負担法による事務職員数（公立）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046060","00400001","26","指定都市等に所在する学校数・学級数・児童数及び教職員数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003045825","00400001","3","類型別　学校数","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003061542","00400001","4","都道府県別  児童数別  学校数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003061543","00400001","4","都道府県別  児童数別  学校数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003046040","00400001","5","編制方式別　学級数（設置者別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003046041","00400001","5","編制方式別　学級数（うち公立　都道府県別）","学校基本調査","平成１９年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
