"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY5","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003121654","00400001","5","研究科別　大学院入学状況（専門職学位課程教職大学院）（再掲）（平成26年度）","学校基本調査","平成２６年度","高等教育機関《報告書未掲載集計》","学校調査","大学・大学院",NA,"年度次",,"2023-10-25"
"0003121691","00400001","5","研究科別　大学院入学状況（専門職学位課程法科大学院）（再掲）（平成26年度）","学校基本調査","平成２６年度","高等教育機関《報告書未掲載集計》","学校調査","大学・大学院",NA,"年度次",,"2023-10-25"
"0003121769","00400001","6","学部別　教員数（本務者）（平成26年度）","学校基本調査","平成２６年度","高等教育機関《報告書未掲載集計》","学校調査","大学・大学院",NA,"年度次",,"2023-10-25"
"0003121834","00400001","7","使途別　学校経費（国立大学）（平成25年度）","学校基本調査","平成２６年度","高等教育機関《報告書未掲載集計》","学校経費調査(平成25会計年度)",NA,NA,"年度次",,"2023-10-25"
"0003121835","00400001","7","使途別　学校経費（公立大学）（平成25年度）","学校基本調査","平成２６年度","高等教育機関《報告書未掲載集計》","学校経費調査(平成25会計年度)",NA,NA,"年度次",,"2023-10-25"
"0003104381","00400001","77","専攻科のある学校数","学校基本調査","平成２６年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）",NA,"-",,"2019-10-28"
"0003112975","00400001","119","政令指定都市別　定時制課程を兼任している教員数","学校基本調査","平成２６年度","初等中等教育機関・専修学校・各種学校《報告書未掲載集計》","学校調査・学校通信教育調査（高等学校）","高等学校（通信教育を含む）",NA,"年度次",,"2023-10-25"
"0003147860","00400001","1","総括","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","総括",NA,"-",,"2023-10-25"
"0003141215","00400001","10","設置者別　入園者数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141235","00400001","11","都道府県別　在園者数及び入園者数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141273","00400001","12","都道府県別　収容定員数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141236","00400001","13","都道府県別　修了者数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141293","00400001","14","職名別　教員数（本務者）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141294","00400001","15","職名別　教員数（兼務者）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141313","00400001","15","職名別　教員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141314","00400001","16","本務教員のうち理由別休職等教員数（再掲）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141333","00400001","16","本務教員のうち理由別休職等教員数（再掲）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141353","00400001","17","本務教職員のうち産休代替等教職員の数（再掲）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141354","00400001","17","本務教職員のうち産休代替等教職員の数（再掲）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141295","00400001","18","職員数（本務者）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141334","00400001","18","職員数（本務者）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141355","00400001","19","私立の教員数及び職員数（本務者）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141173","00400001","2","都道府県別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2019-10-28"
"0003141296","00400001","20","指定都市等に所在する園数・在園者数及び教職員数等","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141193","00400001","3","学級数別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2019-10-28"
"0003141194","00400001","4","在園者数別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2019-10-28"
"0003141233","00400001","5","編制方式別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141253","00400001","6","収容人員別　学級数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141234","00400001","7","編制方式別　学級数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141214","00400001","8","都道府県別　学級数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141254","00400001","9","設置者別　在園者数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼稚園",NA,"-",,"2023-10-25"
"0003141373","00400001","21","都道府県別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2019-10-28"
"0003141393","00400001","22","学級数別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2019-10-28"
"0003141394","00400001","23","在園者数別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2019-10-28"
"0003141413","00400001","24","編制方式別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141433","00400001","25","収容人員別　学級数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141395","00400001","26","編制方式別　学級数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141534","00400001","27","都道府県別　学級数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141515","00400001","28","設置者別　在園者数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141477","00400001","29","設置者別　入園者数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141496","00400001","30","都道府県別　在園者数及び入園者数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141535","00400001","31","都道府県別　収容定員数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141516","00400001","32","職名別　教育・保育職員数（本務者）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141553","00400001","33","職名別　教育・保育職員数（兼務者）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141573","00400001","33","職名別　教育・保育職員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141593","00400001","34","本務教員のうち理由別休職等教員数（再掲）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141594","00400001","34","本務教員のうち理由別休職等教員数（再掲）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141574","00400001","35","本務教職員のうち産休代替等教職員の数（再掲）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141575","00400001","35","本務教職員のうち産休代替等教職員の数（再掲）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003142431","00400001","36","その他の職員数（本務者）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003142473","00400001","36","その他の職員数（本務者）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141995","00400001","37","私立の教育・保育職員数及びその他の職員数（本務者）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2019-10-28"
"0003141576","00400001","38","指定都市等に所在する園数・在園者数及び教職員数等","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","幼保連携型認定こども園",NA,"-",,"2023-10-25"
"0003141613","00400001","39","都道府県別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003141555","00400001","40","都道府県別　学級数別　学校数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003141598","00400001","40","都道府県別　学級数別　学校数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003141614","00400001","41","類型別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003141556","00400001","42","都道府県別  児童数別  学校数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003141633","00400001","42","都道府県別  児童数別  学校数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003141557","00400001","43","編制方式別　学級数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141599","00400001","43","編制方式別　学級数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141653","00400001","44","収容人員別　学級数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2019-10-28"
"0003141654","00400001","44","収容人員別　学級数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141673","00400001","44","収容人員別　学級数（うち国立私立　都道府県別）（再掲）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141655","00400001","45","学年別　児童数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141693","00400001","46","学級編制方式別　児童数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141713","00400001","46","学級編制方式別　児童数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141656","00400001","47","学年別　特別支援学級児童数（都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141714","00400001","47","学年別　特別支援学級児童数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141674","00400001","48","種類別　特別支援学級児童数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141733","00400001","49","外国人児童数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141734","00400001","50","帰国児童数（設置者別）（前年度間）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141735","00400001","50","帰国児童数（都道府県別）（前年度間）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141736","00400001","51","理由別　長期欠席児童数（前年度間）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141753","00400001","52","職名別　教員数（本務者）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141773","00400001","53","職名別　教員数（兼務者）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141793","00400001","53","職名別　教員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141754","00400001","54","本務教員のうち理由別休職等教員数（再掲）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141774","00400001","54","本務教員のうち理由別休職等教員数（再掲）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141737","00400001","55","本務教員のうち指導主事等の数（公立）（再掲）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141775","00400001","56","本務教職員のうち教務主任等の数（再掲）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141795","00400001","56","本務教職員のうち教務主任等の数（再掲）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141755","00400001","57","職員数（本務者）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141776","00400001","57","職員数（本務者）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141738","00400001","58","私費負担の職員数（国・公立の本務者）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141796","00400001","58","私費負担の職員数（国・公立の本務者）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141756","00400001","59","学校医等の数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141797","00400001","59","学校医等の数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141757","00400001","60","へき地等指定学校数（公立）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141798","00400001","61","へき地等指定学校の児童数（公立）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141739","00400001","62","へき地等指定学校の教員数（公立の本務者）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141758","00400001","63","へき地等指定学校の負担法による事務職員数（公立）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003141777","00400001","64","指定都市等に所在する学校数・学級数・児童数及び教職員数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","小学校",NA,"-",,"2023-10-25"
"0003142034","00400001","65","都道府県別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003141955","00400001","66","都道府県別　学級数別　学校数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003142035","00400001","66","都道府県別　学級数別　学校数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003141956","00400001","67","中高一貫教育を行う学校数（再掲）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003142053","00400001","68","類型別　学校数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003141958","00400001","69","都道府県別  生徒数別  学校数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003141996","00400001","69","都道府県別  生徒数別  学校数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003142100","00400001","70","編制方式別　学級数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142120","00400001","70","編制方式別　学級数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142121","00400001","71","収容人員別　学級数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142122","00400001","71","収容人員別　学級数（うち国立私立　都道府県別）（再掲）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142138","00400001","71","収容人員別　学級数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2019-10-28"
"0003142080","00400001","72","学年別　生徒数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142101","00400001","73","学級編制方式別　生徒数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142102","00400001","73","学級編制方式別　生徒数（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142103","00400001","74","学年別　特別支援学級生徒数（都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142139","00400001","74","学年別　特別支援学級生徒数（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142081","00400001","75","種類別　特別支援学級生徒数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142124","00400001","76","外国人生徒数","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142082","00400001","77","帰国生徒数（設置者別）（前年度間）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142125","00400001","77","帰国生徒数（都道府県別）（前年度間）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142083","00400001","78","理由別　長期欠席生徒数（前年度間）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142140","00400001","79","職名別　教員数（本務者）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142084","00400001","80","職名別　教員数（兼務者）（うち公立　都道府県別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
"0003142153","00400001","80","職名別　教員数（兼務者）（設置者別）","学校基本調査","平成２７年度","初等中等教育機関・専修学校・各種学校《報告書掲載集計》","学校調査・学校通信教育調査（高等学校）","中学校",NA,"-",,"2023-10-25"
