"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003234360","00550590","1-1","資本金額別企業数","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234361","00550590","1-2","常時従業者数別企業数","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234362","00550590","1-3","設立年数別企業数","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234363","00550590","1-4","業種別企業数","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234364","00550590","1-5","生産拠点立地地域別企業数","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234365","00550590","1-6","生産拠点立地都道府県別企業数","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234366","00550590","2-1","製品分野別年間出荷額","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234372","00550590","2-10","製品カテゴリー別・製品分野別の年間出荷額","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234382","00550590","2-11","製品分野別（中・小分類）年間出荷額","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234373","00550590","2-12","製品分野別の国内生産将来動向","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234380","00550590","2-13-14","地域別の生産出荷額","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234383","00550590","2-15-16","製品分野別の年間出荷額の推移、製品分野別のニューバイオテクノロジー利用製品年間出荷額の推移","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234374","00550590","2-17","業種別の海外生産の状況","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234375","00550590","2-18","資本金階級別の海外生産の状況","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234376","00550590","2-19","業種別の海外生産の将来動向","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234367","00550590","2-2","設立年別・製品分野別企業数","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234377","00550590","2-20","資本金階級別の海外生産の将来動向","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234378","00550590","2-21","業種別の海外生産の増加理由","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234379","00550590","2-22","資本金階級別の海外生産の増加理由","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234368","00550590","2-3","設立年別・製品分野別年間出荷額","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234369","00550590","2-5","中小企業における設立年別・製品分野別年間出荷額","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234370","00550590","2-6","利用技術別・製品分野別の年間出荷額","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234371","00550590","2-8","従来型バイオ・ニューバイオ別・製品分野別の企業数","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
"0003234381","00550590","2-9","従来型バイオ・ニューバイオ別・製品分野別の年間出荷額","バイオ産業創造基礎調査","統計表一覧","年度次","200504-200603","2018-11-09"
