"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003125836","00600310","10","索道搬器運行装置 第１０表　索道搬器運行装置 2015年度第1四半期～","鉄道車両等生産動態統計調査","四半期",0,"2025-06-02"
"0003125839","00600310","10","鉄道信号保安装置 第１０表　鉄道信号保安装置","鉄道車両等生産動態統計調査","年度次",0,"2024-10-25"
"0003125802","00600310","11","鉄道信号保安装置 第１１表　鉄道信号保安装置・出荷内訳","鉄道車両等生産動態統計調査","年度次",0,"2024-10-25"
"0003125780","00600310","12","索道搬器運行装置 第１２表　索道搬器運行装置","鉄道車両等生産動態統計調査","年度次",0,"2024-10-25"
"0003125777","00600310","3","鉄道車両部品 第３表　鉄道車両部品 2009年度第1四半期～2014年度第4四半期","鉄道車両等生産動態統計調査","四半期",0,"2023-11-30"
"0003125815","00600310","4","鉄道車両部品 第４表　鉄道車両部品・出荷内訳 2009年度第1四半期～2014年度第4四半期","鉄道車両等生産動態統計調査","四半期",0,"2023-11-30"
"0003125837","00600310","5","鉄道信号保安装置 第５表　鉄道信号保安装置 2009年度第1四半期～2014年度第4四半期","鉄道車両等生産動態統計調査","四半期",0,"2023-11-30"
"0003125800","00600310","6","鉄道信号保安装置 第６表　鉄道信号保安装置・出荷内訳 2009年度第1四半期～2014年度第4四半期","鉄道車両等生産動態統計調査","四半期",0,"2023-11-30"
"0003125835","00600310","6","鉄道車両部品 第６表　鉄道車両部品 2015年度第1四半期～","鉄道車両等生産動態統計調査","四半期",0,"2025-06-02"
"0003125838","00600310","6-1","鉄道車両 第６表別表　鉄道車両・新造・輸出・仕向国別（収録年次2009年度～2011年度）","鉄道車両等生産動態統計調査","年度次",0,"2023-09-28"
"0003125778","00600310","7","索道搬器運行装置 第７表　索道搬器運行装置 2009年度第1四半期～2014年度第4四半期","鉄道車両等生産動態統計調査","四半期",0,"2023-11-30"
"0003125798","00600310","7","鉄道車両部品 第７表　鉄道車両部品・出荷内訳 2015年度第1四半期～","鉄道車両等生産動態統計調査","四半期",0,"2025-06-02"
"0003125776","00600310","8","鉄道信号保安装置 第８表　鉄道信号保安装置 2015年度第1四半期～","鉄道車両等生産動態統計調査","四半期",0,"2025-06-02"
"0003125801","00600310","8","鉄道車両部品 第８表　鉄道車両部品","鉄道車両等生産動態統計調査","年度次",0,"2024-10-25"
"0003125779","00600310","9","鉄道車両部品 第９表　鉄道車両部品・出荷内訳","鉄道車両等生産動態統計調査","年度次",0,"2024-10-25"
"0003125814","00600310","9","鉄道信号保安装置 第９表　鉄道信号保安装置・出荷内訳 2015年度第1四半期～","鉄道車両等生産動態統計調査","四半期",0,"2025-06-02"
"0003125774","00600310",NA,"推移表 鉄道車両（新造）生産の推移【平成22年度（2010年度）基準】 指数 月次","鉄道車両等生産動態統計調査","月次",0,"2023-10-31"
"0003125775","00600310",NA,"鉄道車両 第１表～第５表　鉄道車両・（改造・修理） 2015年度第1四半期～","鉄道車両等生産動態統計調査","四半期",0,"2025-06-02"
"0003125793","00600310",NA,"推移表 鉄道車両（新造）生産の推移【平成22年度（2010年度）基準】 指数 年度次","鉄道車両等生産動態統計調査","月次",0,"2023-09-28"
"0003125794","00600310",NA,"鉄道車両 第１表～第５表　鉄道車両・新造 2009年4月～2015年3月","鉄道車両等生産動態統計調査","月次",0,"2025-06-11"
"0003125797","00600310",NA,"推移表 生産・出荷の推移 前年同期比 鉄道車両部品出荷・鉄道信号保安装置出荷・索道搬器運行装置生産","鉄道車両等生産動態統計調査","四半期",0,"2025-06-02"
"0003125799","00600310",NA,"鉄道車両 第１表～第２表　鉄道車両・（改造・修理） 2009年度第1四半期～2014年度第4四半期","鉄道車両等生産動態統計調査","四半期",0,"2023-11-30"
"0003125813","00600310",NA,"推移表 鉄道車両（新造）生産の推移 前年同期比","鉄道車両等生産動態統計調査","月次",0,"2025-06-11"
"0003125816","00600310",NA,"鉄道車両 第１表～第７表　鉄道車両","鉄道車両等生産動態統計調査","年度次",0,"2025-03-31"
"0003125833","00600310",NA,"鉄道車両 第１表～第６表　鉄道車両・新造 2015年4月～","鉄道車両等生産動態統計調査","月次",0,"2025-06-10"
"0003125834","00600310",NA,"推移表 生産・出荷の推移 前年同期比 鉄道車両（改造・修理）生産","鉄道車両等生産動態統計調査","四半期",0,"2025-06-02"
"0003341049","00600310",NA,"推移表 鉄道車両（新造）生産の推移【平成27年度（2015年度）基準】 指数 年度次","鉄道車両等生産動態統計調査","月次",0,"2023-09-28"
"0003341056","00600310",NA,"推移表 鉄道車両（新造）生産の推移【平成27年度（2015年度）基準】 指数 月次","鉄道車両等生産動態統計調査","月次",0,"2023-10-31"
