"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003240560","00400402","大学、短期大学及び高等専門学校卒業予定者の１０月１日現在の就職内定状況調査の推移 就職希望率・就職内定率","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-03-31"
"0003240561","00400402","大学、短期大学及び高等専門学校卒業予定者の１０月１日現在の就職内定状況調査の推移 大学　文理別就職内定率","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-03-31"
"0003240562","00400402","大学、短期大学及び高等専門学校卒業予定者の１０月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-03-31"
"0003240563","00400402","大学、短期大学及び高等専門学校卒業予定者の１２月１日現在の就職内定状況調査の推移 就職希望率・就職内定率","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2024-01-11"
"0003240564","00400402","大学、短期大学及び高等専門学校卒業予定者の１２月１日現在の就職内定状況調査の推移 大学　文理別就職内定率","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2024-01-11"
"0003240565","00400402","大学、短期大学及び高等専門学校卒業予定者の１２月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2024-01-11"
"0003240566","00400402","大学、短期大学及び高等専門学校卒業予定者の２月１日現在の就職内定状況調査の推移 就職希望率・就職内定率","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-03-31"
"0003240567","00400402","大学、短期大学及び高等専門学校卒業予定者の２月１日現在の就職内定状況調査の推移 大学　文理別就職内定率","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-03-31"
"0003240568","00400402","大学、短期大学及び高等専門学校卒業予定者の２月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-03-31"
"0003240569","00400402","大学、短期大学及び高等専門学校卒業予定者の４月１日現在の就職内定状況調査の推移 就職希望率・就職内定率","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-05-23"
"0003240570","00400402","大学、短期大学及び高等専門学校卒業予定者の４月１日現在の就職内定状況調査の推移 大学　文理別就職内定率","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-05-23"
"0003240571","00400402","大学、短期大学及び高等専門学校卒業予定者の４月１日現在の就職内定状況調査の推移 大学　地域別就職内定状況","大学・短期大学・高等専門学校及び専修学校卒業予定者の就職内定状況等調査","年次",0,"2025-05-23"
