"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003411442","00550510","1","第8-1表　工業団地内立地率＜件数＞　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411443","00550510","1","第8-2表　工業団地内立地率＜面積＞　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411444","00550510","1","第8-3、8-5表　工業団地内立地率＜件数＞　(地域別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411445","00550510","1","第8-3、8-5表　工業団地内立地率＜件数＞　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411446","00550510","1","第8-4、8-6表　工業団地内立地率＜面積＞　(地域別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411447","00550510","1","第8-4、8-6表　工業団地内立地率＜面積＞　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411448","00550510","1","第9-1表　雇用予定従業者数　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411449","00550510","1","第9-2、9-3表　雇用予定従業者数　(地域別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411450","00550510","1","第9-2、9-3表　雇用予定従業者数　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411451","00550510","1","第10-1-1表　総括表　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411452","00550510","1","第10-1-2、10-1-3表　総括表　(地域別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411453","00550510","1","第10-1-2、10-1-3表　総括表　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411454","00550510","1","第10-2表　総括表　(地域別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411455","00550510","1","第11表　立地件数･敷地面積　(地域別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411456","00550510","1","第12表　立地件数･敷地面積　(都道府県別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411457","00550510","1","第13表、第14表　内陸･臨海別立地件数･敷地面積 　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411458","00550510","1","第15表　立地件数･敷地面積、従業員数、工業団地内立地件数･敷地面積及び立地率　(小分類業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411459","00550510","1","第16-1表、第16-2表　地域開発法の指定地域別立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411460","00550510","1","第18表　都市計画法の区域区分別立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411461","00550510","1","第19表　都市計画法の用途地域別立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411462","00550510","1","第20表　地目別立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411463","00550510","1","第21表　地域開発法の指定地域別平均地価　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411464","00550510","1","第22表　地目別平均地価　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411465","00550510","1","第23表　地目別平均地価　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411466","00550510","1","第24表　敷地面積規模別立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411467","00550510","1","第25表　敷地面積規模別立地件数･敷地面積　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411468","00550510","1","第26表　建築面積規模別立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411469","00550510","1","第27表　建築面積規模別立地件数･敷地面積　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411470","00550510","1","第28表、第30表　用地取得から操業開始・着工開始までの期間別予定件数　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411471","00550510","1","第29表、第31表　用地取得から操業開始・着工開始までの期間別予定件数　(敷地面積規模別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411472","00550510","1","第32表、第33表　工場適地内立地の立地件数･適地内比率　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411473","00550510","1","第32表、第33表　工場適地内立地の敷地面積･適地内比率　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411474","00550510","1","第34表、第35表　工場適地内立地の立地件数･適地内比率　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411475","00550510","1","第34表、第35表　工場適地内立地の敷地面積･適地内比率　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411476","00550510","1","第36表　新設増設別件数　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411477","00550510","1","第37表　借地立地件数　(都道府県別)　年次","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411478","00550510","1","第37表　借地立地件数　(都道府県別)　半期","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411479","00550510","1","第38表　立地地点選定理由別選択件数　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411480","00550510","1","第39表　立地地点選定理由別選択件数　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411481","00550510","1","第40表　海外立地検討の有無別選択件数　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411482","00550510","1","第41表　海外立地の検討を行った理由別選択件数　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411483","00550510","1","第42表　海外立地と比較しての国内立地選定理由別選択件数　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411484","00550510","1","第43-1表　資本金規模別立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411485","00550510","1","第43-2表　従業者規模別立地件数　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411486","00550510","1","第44表　工業団地内立地件数･敷地面積　(地域別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411487","00550510","1","第45表　工業団地内立地件数･敷地面積　(都道府県別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411488","00550510","1","第46表　内陸･臨海別工業団地平均地価　(地域別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411489","00550510","1","第46表　内陸･臨海別工業団地平均地価　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411490","00550510","1","第47表　内陸･臨海別工業団地平均地価　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411491","00550510","1","第48-1表、第48-3表　移転立地件数･移転先敷地面積【新設・増設】　(地域別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411492","00550510","1","第48-2-1表、第48-4表　移転立地件数･移転元敷地面積【新設・増設】　(地域別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411493","00550510","1","第48-2-2表　移転立地件数･移転元建築面積【新設のみ】","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411494","00550510","1","第49-1表～第49-6表　移転立地企業の移転元･移転先地域別移転件数・移転先・移転元敷地面積　(地域別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411495","00550510","1","第49-7表～第49-12表　移転立地企業の移転元･移転先地域別移転件数・移転先・移転元敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411496","00550510","1","第53-1表　移転件数･旧工場敷地面積および新工場敷地面積　(業種別･都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411497","00550510","1","第53-2表　移転件数･旧工場建築面積および新工場建築面積　(業種別･都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411498","00550510","1","第54-1表、第54-2表　移転後の旧工場跡地処分形態別移転件数･移転先・移転元工場敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411499","00550510","1","第54-3表、第54-4表　移転後の旧工場跡地処分の予定用途別移転件数･移転先・移転元工場敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411500","00550510","1","第55表、第56表　本社所在地別工場立地地域立地件数・敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411501","00550510","1","第59表～第62表　交通施設からの距離別立地件数　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411502","00550510","1","第63表　外資系企業立地件数･敷地面積　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411503","00550510","1","第64表　外資系企業立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411504","00550510","1","第64-2表　外資系企業の国別工場立地件数　（年次）","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411505","00550510","1","第64-2表　外資系企業の国別工場立地件数　（半期）","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411506","00550510","1","第65表　工場の予定機能別立地件数･敷地面積　(業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411507","00550510","1","第66表　工場の予定機能別立地件数･敷地面積　(地域別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411508","00550510","1","第66表　工場の予定機能別立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411509","00550510","1","第67表　研究所を付設する予定の有無　(地域別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411510","00550510","1","第67表　研究所を付設する予定の有無　(都道府県別･業種別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411511","00550510","1","第68、69表　研究所立地件数･敷地面積　(地域別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
"0003411512","00550510","1","第68、69表　研究所立地件数･敷地面積　(都道府県別)","工場立地動向調査","確報","年次","201701-201712","2022-02-18"
