"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004017673","00450241","31","事業所規模別、交代制勤務の導入割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017674","00450241","32","港湾別、港湾派遣労働者の使用割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017675","00450241","33","事業所規模別、港湾派遣労働者の使用割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017676","00450241","34","港湾別、港湾派遣労働者を使用した動機別割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017677","00450241","35","事業所規模別、港湾派遣労働者を使用した動機別割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017678","00450241","36","港湾別、派遣就労が可能である日数の上限希望別割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017679","00450241","37","事業所規模別、派遣就労が可能である日数の上限希望別割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017680","00450241","38","港湾別、派遣制度活用希望割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017681","00450241","39","事業所規模別、派遣制度活用希望割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017682","00450241","4","事業所規模別、港湾労働者派遣事業の許可取得の有無","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017683","00450241","40","港湾別、日雇労働者の使用割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017684","00450241","41","事業所規模別、日雇労働者の使用割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017685","00450241","42","港湾別、日雇労働者の募集動機割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017686","00450241","43","事業所規模別、日雇労働者の募集動機割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017687","00450241","48","港湾別、日別就労延日数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017688","00450241","49","事業所規模別、日別就労延日数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017693","00450241","5","港湾別、革新荷役・在来荷役別月間貨物取扱量","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017689","00450241","50","港湾別、荷役作業の有無、労働者の過不足日数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017690","00450241","51","事業所規模別、荷役作業の有無、労働者の過不足日数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017691","00450241","52","港湾別、月間就労状況","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017692","00450241","53","事業所規模別、月間就労状況","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017694","00450241","54","港湾別、過剰人員・不足人員数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017695","00450241","55","事業所規模別、過剰人員・不足人員数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017696","00450241","56","港湾別、常用労働者で不足の場合の対応方法別事業所の割合（複数回答）","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017697","00450241","57","事業所規模別、常用労働者で不足の場合の対応方法別事業所の割合（複数回答）","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017698","00450241","58","港湾別、最近の日曜・夜間荷役等の状況別割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017699","00450241","59","事業所規模別、最近の日曜・夜間荷役等の状況別割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017704","00450241","6","港湾別、年齢階級別常用労働者数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017700","00450241","60","港湾別、職業訓練実施の有無別事業所の割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017701","00450241","61","事業所規模別、職業訓練実施の有無別事業所の割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017702","00450241","62","港湾別、教育訓練実施の種類別・実施方法別事業所数（複数回答）","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017703","00450241","63","事業所規模別、教育訓練実施の種類別・実施方法別事業所数（複数回答）","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017705","00450241","64","港湾別、教育訓練の実施しなかった理由別事業所の割合（複数回答）","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017706","00450241","65","事業所規模別、教育訓練の実施しなかった理由別事業所の割合（複数回答）","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017707","00450241","66","港湾別、教育訓練を行う場合の課題別事業所の割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017709","00450241","67","事業所規模別、教育訓練を行う場合の課題別事業所の割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017711","00450241","68","港湾別、派遣を受けた理由別派遣日数希望割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017712","00450241","69","事業所規模別、派遣を受けた理由別派遣日数希望割合","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017713","00450241","7","事業所規模別、年齢階級別常用労働者数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017714","00450241","8","港湾別、定年制の有無別事業所数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
"0004017715","00450241","9","事業所規模別、定年制の有無別事業所数","平成３０年港湾運送事業雇用実態調査","年度次","201804-201903","2024-09-02"
