"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003282685","00700001","駐留軍関係離職者帰すう状況調査集計表　第１表調査票回収状況","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282686","00700001","駐留軍関係離職者帰すう状況調査集計表　第２表就職、自営業及び未就職状況","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282687","00700001","駐留軍関係離職者帰すう状況調査集計表　第３表離職から再就職までの期間","駐留軍関係離職者帰すう状況調査","-",0,"2022-03-25"
"0003282688","00700001","駐留軍関係離職者帰すう状況調査集計表　第４表就職方法状況","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282689","00700001","駐留軍関係離職者帰すう状況調査集計表　第５表就職先別職種状況（就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282690","00700001","駐留軍関係離職者帰すう状況調査集計表　第６表就職先別職種状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282691","00700001","駐留軍関係離職者帰すう状況調査集計表　第７表開業業種状況（自営業者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282693","00700001","駐留軍関係離職者帰すう状況調査集計表　第９表事業形態状況（自営業者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282694","00700001","駐留軍関係離職者帰すう状況調査集計表　第１０表離職前職業訓練の効果（就職者及び自営業者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282695","00700001","駐留軍関係離職者帰すう状況調査集計表　第１１表役に立った離職前職業訓練種目状況（就職者及び自営業者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282696","00700001","駐留軍関係離職者帰すう状況調査集計表　第１２表離職前職業訓練を受講しなかった者の理由内訳（就職者及び自営業者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282697","00700001","駐留軍関係離職者帰すう状況調査集計表　第１３表離職前職業訓練受講状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282698","00700001","駐留軍関係離職者帰すう状況調査集計表　第１４表離職前職業訓練受講種目状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282699","00700001","駐留軍関係離職者帰すう状況調査集計表　第１５表資格免許取得状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282700","00700001","駐留軍関係離職者帰すう状況調査集計表　第１６表退職理由状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282701","00700001","駐留軍関係離職者帰すう状況調査集計表　第１７表離職前職業訓練を受講しなかった者の理由内訳（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282702","00700001","駐留軍関係離職者帰すう状況調査集計表　第１８表再就職に役に立つと思われる職業訓練種目状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282703","00700001","駐留軍関係離職者帰すう状況調査集計表　第１９表再就職・自営業開業見込み状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282704","00700001","駐留軍関係離職者帰すう状況調査集計表　第２０表就職見込み及び就職希望状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003282705","00700001","駐留軍関係離職者帰すう状況調査集計表　第２１表開業見込み及び開業希望状況（未就職者）","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
"0003287562","00700001","駐留軍関係離職者帰すう状況調査集計表　第８表再就職から離職までの期間","駐留軍関係離職者帰すう状況調査","-",0,"2019-04-02"
