"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003302020","00400501","6","先端研究施設・設備の活用が必要な研究開発の実施有無 業種別","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-29"
"0003302021","00400501","6","先端研究施設・設備の活用が必要な研究開発の実施有無 資本金階級別","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-29"
"0003287832","00400501","Q1-1","主要業種の売上高､営業利益 業種別","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-29"
"0003287833","00400501","Q1-1","主要業種の売上高､営業利益 資本金階級別","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-29"
"0003287834","00400501","Q1-2","全社の正社員数､非正社員数 業種別","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-29"
"0003287835","00400501","Q1-2","全社の正社員数､非正社員数 資本金階級別","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-29"
"0003302024","00400501","Q1-3","持株会社の状況 業種別","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-29"
"0003302025","00400501","Q1-3","持株会社の状況 資本金階級別","民間企業の研究活動に関する調査報告","年度次","201404-201503","2019-03-29"
"0003302026","00400501","Q1-3","研究開発活動の実施状況 業種別","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-29"
"0003302027","00400501","Q1-3","研究開発活動の実施状況 資本金階級別","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-29"
"0003314880","00400501","Q1-4","付問2 全社の外部支出研究開発費の内訳、うち自己資金から支出した研究費(対海外) 業種別","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-29"
"0003314881","00400501","Q1-4","付問2 全社の外部支出研究開発費の内訳、うち自己資金から支出した研究費(対海外) 資本金階級別","民間企業の研究活動に関する調査報告","年度次","201604-201703","2019-03-29"
