"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY4","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003014228","00550020","2-01","統計表 産業分類細分類別、年次別の事業所数（法人・個人別）、従業者数、年間商品販売額、商品手持額及び売場面積 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014229","00550020","2-02","統計表 産業分類細分類別、法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014231","00550020","2-03","統計表 産業分類小分類別、経営組織別、単独・本支店別の事業所数、従業者数、年間商品販売額及び商品手持額 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014232","00550020","2-04","統計表 産業分類細分類別、従業者規模別の事業所数（法人・個人別）、従業者数（法人・個人別）、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数、年間商品販売額、その他の収入額（内訳別）、商品手持額、売場面積及び販売効率 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014233","00550020","2-05","統計表 小売業の産業分類細分類別、売場面積規模別の事業所数（法人・個人別）、従業者数（法人・個人別）、年間商品販売額、その他の収入額（内訳別）、商品手持額及び売場面積 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014234","00550020","2-06","統計表 小売業の産業分類小分類別、従業者規模別、売場面積規模別の事業所数、年間商品販売額及び売場面積 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014235","00550020","2-07","統計表 産業分類細分類別、従業者規模別、販売方法別の事業所数、年間商品販売額及び構成比 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014236","00550020","2-08","統計表 小売業の産業分類小分類別、従業者規模別、セルフサービス方式採用事業所の事業所数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数、年間商品販売額、商品手持額及び売場面積 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014237","00550020","2-09","統計表 小売業の産業分類小分類別、従業者規模別、商品販売形態別の事業所数、年間商品販売額及び構成比 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014238","00550020","2-10","統計表 小売業の産業分類細分類別、商品販売形態別の事業所数、年間商品販売額及び構成比 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014239","00550020","2-11","統計表 小売業の産業分類小分類別、年間商品販売額階級別、商品販売形態別の事業所数、年間商品販売額及び構成比 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014240","00550020","2-12-1","統計表 産業分類小分類別、年間商品販売額階級別の事業所数（従業者規模別）、従業者数及び年間商品販売額 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014270","00550020","2-12-2","統計表 産業分類小分類別、年間商品販売額階級別の事業所数（売場面積規模別）、従業者数及び年間商品販売額 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014241","00550020","2-13","統計表 小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻・閉店時刻別）、従業者数、年間商品販売額及び売場面積 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014242","00550020","2-14","統計表 小売業の産業分類細分類別、来客用駐車場収容台数区分別の法人・個人別の事業所数、従業者数、年間商品販売額、売場面積及び収容台数 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014243","00550020","2-15","統計表 小売業の産業分類細分類別、従業者規模別、来客用駐車場の有無別の事業所数、従業者数、年間商品販売額及び収容台数 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014244","00550020","2-16","統計表 小売業の産業分類小分類別、従業者規模別、チェーン組織への加盟別の事業所数（法人・個人別）、従業者数、年間商品販売額、商品手持額及び売場面積 第1巻　産業編（総括表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014293","00550020","2-17-1","統計表 産業分類細分類別、従業者規模別の事業所数（本支店別）、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数、年間商品販売額、その他の収入額（内訳別）、商品手持額及び売場面積 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014294","00550020","2-17-2","統計表 産業分類細分類別、従業者規模別の事業所数（開設時期別） 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014295","00550020","2-18","統計表 卸売業の産業分類小分類別、従業者規模別、営業形態別の事業所数、従業者数、年間商品販売額及び商品手持額 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014296","00550020","2-19","統計表 小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻・閉店時刻別）、従業者数、年間商品販売額及び売場面積 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014297","00550020","2-20","統計表 産業分類中分類別、従業者規模別、仕入先別、販売先別の年間商品販売額及び構成比 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014298","00550020","2-21-1","統計表 産業分類中分類別、従業者規模別、仕入先別の年間商品販売額及び構成比 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014299","00550020","2-21-2","統計表 産業分類中分類別、従業者規模別、販売先別の年間商品販売額及び構成比 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003212280","00550020","2-22","統計表 産業分類小分類別、従業者規模別の商業企業数（商業事業所数階級別）、商業事業所数、商業企業の従業者数、年間商品仕入額、年間商品販売額及び電子商取引実施の商業企業数・取引額 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2017-12-11"
"0003014301","00550020","2-23","統計表 産業分類小分類別、年間商品販売額階級別、商業事業所数階級別の商業企業数、従業者総数、年間商品仕入額（うち電子商取引）及び年間商品販売額（うち電子商取引） 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014302","00550020","2-24","統計表 産業分類小分類別、資本金階級別、商業事業所数階級別の商業企業（会社組織）数、従業者総数、年間商品仕入額（うち電子商取引）、年間商品販売額（うち電子商取引）及び資本金総額 第1巻　産業編（総括表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014303","00550020","2-25-1","統計表 産業分類細分類別、従業者規模別の事業所数（本支店別）、従業者数、年間商品販売額、その他の収入額（内訳別）、商品手持額及び売場面積 第1巻　産業編（総括表） 第３部　個人経営の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014304","00550020","2-25-2","統計表 産業分類細分類別、従業者規模別の事業所数（開設時期別） 第1巻　産業編（総括表） 第３部　個人経営の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014305","00550020","2-26","統計表 小売業の産業分類小分類別、営業時間階級別の事業所数（開店時刻 ・閉店時刻別）、従業者数、年間商品販売額及び売場面積 第1巻　産業編（総括表） 第３部　個人経営の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014348","00550020","3-01","統計表 都道府県別、年次別、卸売業、小売業別の事業所数（法人・個人別）、従業者数、年間商品販売額、商品手持額及び売場面積 第２巻　産業編（都道府県表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014349","00550020","3-02","統計表 都道府県別、東京特別区・政令指定都市別、産業分類細分類別の事業所数（従業者規模別）、従業者数、年間商品販売額、商品手持額及び売場面積 第２巻　産業編（都道府県表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014350","00550020","3-03","統計表 都道府県別、東京特別区・政令指定都市別、卸売業、小売業別の法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数 第２巻　産業編（都道府県表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014351","00550020","3-04","統計表 都道府県別、卸売業、小売業別、経営組織別の事業所数（単独・本支店別）、従業者数、年間商品販売額及び商品手持額 第２巻　産業編（都道府県表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014352","00550020","3-05","統計表 都道府県別、東京特別区・政令指定都市別、産業分類小分類別、販売方法別の事業所数、年間商品販売額及び構成比 第２巻　産業編（都道府県表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014353","00550020","3-06","統計表 小売業の都道府県別、東京特別区・政令指定都市別、産業分類小分類別、商品販売形態別の事業所数、年間商品販売額及び構成比 第２巻　産業編（都道府県表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014354","00550020","3-07","統計表 小売業の都道府県別、東京特別区・政令指定都市別、産業分類中分類別、売場面積規模別の事業所数、年間商品販売額及び売場面積 第２巻　産業編（都道府県表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014355","00550020","3-08","統計表 小売業の都道府県別、東京特別区・政令指定都市別、産業分類中分類別、営業時間階級別の事業所数、従業者数、年間商品販売額及び売場面積 第２巻　産業編（都道府県表） 第１部　法人組織の事業所と個人経営の事業所の合計の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014356","00550020","3-09","統計表 卸売業の都道府県別、産業分類小分類別、営業形態別の事業所数、従業者数、年間商品販売額及び商品手持額 第２巻　産業編（都道府県表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014357","00550020","3-10","統計表 都道府県別、東京特別区・政令指定都市別、産業分類小分類別、販売方法別の事業所数、年間商品販売額及び構成比 第２巻　産業編（都道府県表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014358","00550020","3-11-1","統計表 都道府県別、産業分類（卸売業小分類・小売業中分類）別、仕入先別の年間商品販売額及び構成比 第２巻　産業編（都道府県表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014359","00550020","3-11-2","統計表 都道府県別、産業分類（卸売業小分類・小売業中分類）別、仕入先別、販売先別の年間商品販売額及び構成比 第２巻　産業編（都道府県表） 第２部　法人組織の事業所の部","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014408","00550020","4-01","統計表 区市郡別、産業分類小分類別の事業所数、従業者数、年間商品販売額、商品手持額及び売場面積（小売業） 第３巻　産業編（市区町村表）","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014409","00550020","4-02","統計表 町村別、産業分類（卸売業計・小売業中分類）別の事業所数、従業者数、年間商品販売額及び売場面積（小売業） 第３巻　産業編（市区町村表）","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014454","00550020","5-01","統計表 区市郡別、商品（卸売）別の事業所数及び年間商品販売額 第4巻　品目編","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014455","00550020","5-02","統計表 区市郡別、商品（小売）別の事業所数及び年間商品販売額 第4巻　品目編","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014456","00550020","5-03","統計表 産業分類細分類別、商品（卸売）別の事業所数及び年間商品販売額 第4巻　品目編","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014457","00550020","5-04","統計表 産業分類細分類別、商品（小売）別の事業所数及び年間商品販売額 第4巻　品目編","商業統計調査","統計表一覧","平成19年商業統計","確報",NA,"-","200701-200712","2010-03-22"
"0003014608","00550020","2","都道府県別（昭和47年～平成16年） 平成18年1月20日更新","商業統計調査","統計表一覧","その他のデータ（時系列）",NA,NA,"-","200601-200612","2010-03-22"
"0003014609","00550020","3","業態別、都道府県別（平成3年、6年、9年）","商業統計調査","統計表一覧","その他のデータ（時系列）",NA,NA,"-","200601-200612","2010-03-22"
"0003014613","00550020","4","業態別、都道府県別（平成11年、14年、16年） 平成18年3月31日更新","商業統計調査","統計表一覧","その他のデータ（時系列）",NA,NA,"-","200601-200612","2010-03-22"
"0003014510","00550020","13-01","業態別統計編（小売業） 区部・市部・郡部別、業態別、従業者規模別の事業所数（法人・個人別、本支店別）、従業者数、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数、年間商品販売額（法人・個人別）、その他の収入額、商品手持額、売場面積及び販売効率","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014511","00550020","13-02","業態別統計編（小売業） 都道府県別、業態別、法人・個人別、男女別の就業者数、従業者数（内訳別）、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数及びパート・アルバイトなどの８時間換算雇用者数","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014512","00550020","13-03","業態別統計編（小売業） 区部・市部・郡部別、業態別、従業者規模別、年間商品販売額階級別の事業所数、従業者数、年間商品販売額及び売場面積","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014554","00550020","13-03","立地環境特性別統計編（小売業） 特性別、産業分類小分類別の事業所数（開店時刻、閉店時刻別）、従業者数、年間商品販売額及び売場面積","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014513","00550020","13-04","業態別統計編（小売業） 都道府県別、東京特別区・政令指定都市別、業態別の事業所数（法人・個人別、本支店別）、従業者数、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数、年間商品販売額（法人・個人別）、その他の収入額、商品手持額、売場面積及び販売効率","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014555","00550020","13-04","立地環境特性別統計編（小売業） 特性別、業態別の事業所数（法人・個人別）、従業者数（法人・個人別）、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数、年間商品販売額（法人・個人別）、売場面積（法人・個人別）及び販売効率","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014514","00550020","13-05","業態別統計編（小売業） 都道府県別、業態別、商品販売形態別の事業所数、年間商品販売額及び構成比","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014556","00550020","13-05-1","立地環境特性別統計編（小売業） 特性別、業態別の事業所数及び年間商品販売額（従業者規模別）","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014557","00550020","13-05-2","立地環境特性別統計編（小売業） 特性別、業態別の事業所数及び年間商品販売額（年間商品販売額階級別）","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014558","00550020","13-05-3","立地環境特性別統計編（小売業） 特性別、業態別の事業所数及び年間商品販売額（売場面積規模別）","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014515","00550020","13-06","業態別統計編（小売業） 産業分類細分類別、業態別の事業所数、従業者数、年間商品販売額及び売場面積","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014559","00550020","13-06","立地環境特性別統計編（小売業） 都道府県別、東京特別区・政令指定都市別、特性別、商品販売形態別の事業所数、年間商品販売額及び構成比","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014516","00550020","13-07","業態別統計編（小売業） 都道府県別、産業分類小分類別、業態別の事業所数、従業者数、年間商品販売額及び売場面積","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014560","00550020","13-07","立地環境特性別統計編（小売業） 都道府県別、東京特別区・政令指定都市別、特性別、来客用駐車場の有無別の事業所数、従業者数、年間商品販売額、売場面積及び収容台数","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014517","00550020","13-08","業態別統計編（小売業） 都道府県別、業態別、来客用駐車場の有無別の事業所数、従業者数、年間商品販売額、売場面積及び収容台数","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014561","00550020","13-08","立地環境特性別統計編（小売業） 商業集積地区の産業分類小分類別、従業者規模別の事業所数（法人・個人別）、従業者数（法人・個人別）、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数、年間商品販売額（法人・個人別）、その他の収入額、商品手持額、売場面積及び販売効率","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014562","00550020","13-09","立地環境特性別統計編（小売業） 商業集積地区の都道府県別、都市人口規模別、産業分類中分類別の事業所数、従業者数、年間商品販売額、商品手持額及び売場面積","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014518","00550020","13-09-1","業態別統計編（小売業） 区部・市部・郡部別、業態別の事業所数（開設時期別）","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014519","00550020","13-09-2","業態別統計編（小売業） 区部・市部・郡部別、業態別の事業所数（営業時間別）","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014520","00550020","13-10","業態別統計編（小売業） 区部・市部・郡部別、業態別、法人（経営組織別）・個人別の事業所数、従業者数、年間商品販売額及び売場面積","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014521","00550020","13-11","業態別統計編（小売業） 区部・市部・郡部別、業態別、売場面積規模別の事業所数、従業者数、年間商品販売額及び売場面積","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014563","00550020","13-11","立地環境特性別統計編（小売業） 都道府県別、東京特別区・政令指定都市別、特性別、大規模小売店舗、大規模小売店舗以外別の事業所数、大店舗数、大店舗内事業所数、従業者数、臨時雇用者数、従業者・臨時雇用者のうち他への派遣従業者数、他からの派遣従業者数、年間商品販売額、売場面積及び販売効率","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014522","00550020","13-12","業態別統計編（小売業） コンビニエンスストアの区部・市部・郡部別、売場面積規模別、従業者規模別、営業時間別の事業所数、従業者数及び年間商品販売額","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014564","00550020","13-12","立地環境特性別統計編（小売業） 都道府県別、東京特別区・政令指定都市別、特性別の大規模小売店舗面積規模別大店舗数、事業所数、従業者数及び年間商品販売額","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014523","00550020","13-13","業態別統計編（小売業） 区部・市部・郡部別、業態別、従業者規模別、チェーン組織への加盟別の事業所数、従業者数、年間商品販売額、商品手持額及び売場面積","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014524","00550020","13-14","業態別統計編（小売業） 業態別、商品別の事業所数及び年間商品販売額","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014585","00550020","6-01-1","流通経路別統計編（卸売業） 流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その１（仕入先別）","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
"0003014586","00550020","6-01-2","流通経路別統計編（卸売業） 流通段階・流通経路別の事業所数、従業者数、年間商品販売額及び商品手持額並びに仕入先別、販売先別の事業所数、年間商品仕入額、年間商品販売額及び構成比、その２（販売先別）","商業統計調査","統計表一覧","平成19年商業統計","二次加工統計表",NA,"-","200701-200712","2010-03-22"
