"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003169835","00600140","測量業時系列 前年同期の共通回答会社による比","建設関連業の動態調査","測量業","月次",0,"2022-06-03"
"0003169836","00600140","測量業時系列 前年同月の共通回答会社による比","建設関連業の動態調査","測量業","月次",0,"2022-06-03"
"0003169860","00600140","測量業時系列 年度次","建設関連業の動態調査","測量業","月次",0,"2022-06-03"
"0003169861","00600140","測量業時系列 月次","建設関連業の動態調査","測量業","月次",0,"2022-06-03"
"0003169877","00600140","測量業時系列 前年度比","建設関連業の動態調査","測量業","月次",0,"2022-06-03"
"0003169878","00600140","測量業時系列 前年同月比","建設関連業の動態調査","測量業","月次",0,"2022-06-03"
"0003169895","00600140","建設コンサルタント時系列 前年同期の共通回答会社による比","建設関連業の動態調査","建設コンサルタント","月次",0,"2022-06-03"
"0003169900","00600140","建設コンサルタント時系列 年度次","建設関連業の動態調査","建設コンサルタント","月次",0,"2022-06-03"
"0003169920","00600140","建設コンサルタント時系列 月次","建設関連業の動態調査","建設コンサルタント","月次",0,"2022-06-03"
"0003169921","00600140","建設コンサルタント時系列 前年度比","建設関連業の動態調査","建設コンサルタント","月次",0,"2022-06-03"
"0003170006","00600140","建設コンサルタント時系列 前年同月の共通回答会社による比","建設関連業の動態調査","建設コンサルタント","月次",0,"2022-06-03"
"0003170021","00600140","建設コンサルタント時系列 前年同月比","建設関連業の動態調査","建設コンサルタント","月次",0,"2022-06-03"
"0003169978","00600140","地質調査業時系列 前年度比","建設関連業の動態調査","地質調査業","月次",0,"2022-06-03"
"0003169979","00600140","地質調査業時系列 前年同月の共通回答会社による比","建設関連業の動態調査","地質調査業","月次",0,"2022-06-03"
"0003169998","00600140","地質調査業時系列 月次","建設関連業の動態調査","地質調査業","月次",0,"2022-06-03"
"0003170007","00600140","地質調査業時系列 年度次","建設関連業の動態調査","地質調査業","月次",0,"2022-06-03"
"0003170008","00600140","地質調査業時系列 前年同期の共通回答会社による比","建設関連業の動態調査","地質調査業","月次",0,"2022-06-03"
"0003170009","00600140","地質調査業時系列 前年同月比","建設関連業の動態調査","地質調査業","月次",0,"2022-06-03"
"0003169999","00600140","建築設計業務の動態調査時系列 建築主別 前年同期の共通回答会社による比","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170010","00600140","建築設計業務の動態調査時系列 建築主別 年度次","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170011","00600140","建築設計業務の動態調査時系列 建築主別 月次","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170022","00600140","建築設計業務の動態調査時系列 建築主別 前年度比","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170023","00600140","建築設計業務の動態調査時系列 使途別 前年度比","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170040","00600140","建築設計業務の動態調査時系列 建築主別 前年同月比","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170041","00600140","建築設計業務の動態調査時系列 使途別 年度次","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170042","00600140","建築設計業務の動態調査時系列 使途別 前年同月の共通回答会社による比","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170060","00600140","建築設計業務の動態調査時系列 建築主別 前年同月の共通回答会社による比","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170062","00600140","建築設計業務の動態調査時系列 使途別 月次","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170063","00600140","建築設計業務の動態調査時系列 使途別 前年同月比","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170080","00600140","建築設計業務の動態調査時系列 使途別 前年同期の共通回答会社による比","建築設計業務の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170024","00600140","建設機械器具リース業等の動態調査時系列 主要品目の稼動延べ台数及び総保有台数","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170043","00600140","建設機械器具リース業等の動態調査時系列 前年度比","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170044","00600140","建設機械器具リース業等の動態調査時系列 前年同期の共通回答会社による比","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170045","00600140","建設機械器具リース業等の動態調査時系列 前年同月比","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170046","00600140","建設機械器具リース業等の動態調査時系列 賃貸売上","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170064","00600140","建設機械器具リース業等の動態調査時系列 前年同月の共通回答会社による比","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170065","00600140","建設機械器具リース業等の動態調査時系列 主要品目の稼動量及び総保有量 重仮設リース業","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170066","00600140","建設機械器具リース業等の動態調査時系列 主要品目の稼動量及び総保有量 軽仮設リース業","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170081","00600140","建設機械器具リース業等の動態調査時系列 年度次","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003170082","00600140","建設機械器具リース業等の動態調査時系列 月次","建設機械器具レンタル業等の動態調査結果",NA,"月次",0,"2022-06-03"
"0003169858","00600140","前年同期の共通回答会社数","建設関連業の動態調査",NA,"月次",0,"2022-06-03"
"0003169859","00600140","前年同月の共通回答会社数","建設関連業の動態調査",NA,"月次",0,"2022-06-03"
