"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003350739","00550560","1","鉄鋼生産内訳月報（鍛鋼品・鋳鋼品）A．機種別・鋼種別生産内訳","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350740","00550560","1","鉄鋼生産内訳月報（鍛鋼品・鋳鋼品）B．内需・輸出別生産内訳","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003366338","00550560","10","鉄鋼生産内訳月報（鋼管　特殊鋼鋼管鋼種別生産・冷けん用消費内訳）","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350762","00550560","11","鉄鋼生産内訳月報(鋼管　特殊鋼鋼管製法別生産内訳)(年次)","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350763","00550560","11","鉄鋼生産内訳月報(鋼管　特殊鋼鋼管製法別生産内訳)(年度次)","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350764","00550560","11","鉄鋼生産内訳月報(鋼管　特殊鋼鋼管製法別生産内訳)(四半期)","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350765","00550560","11","鉄鋼生産内訳月報(鋼管　特殊鋼鋼管製法別生産内訳)(月次)","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350766","00550560","11","鉄鋼生産内訳月報(鋼管　特殊鋼鋼管鋼種別生産内訳)(年次)","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350767","00550560","11","鉄鋼生産内訳月報(鋼管　特殊鋼鋼管鋼種別生産内訳)(年度次)","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350768","00550560","11","鉄鋼生産内訳月報(鋼管　特殊鋼鋼管鋼種別生産内訳)(四半期)","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003350769","00550560","11","鉄鋼生産内訳月報(鋼管　特殊鋼鋼管鋼種別生産内訳)(月次)","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
"0003366339","00550560","12","鉄鋼生産内訳月報（鋼管　特殊鋼鋼管用原材料鋼種別消費内訳）","鉄鋼生産内訳月報","月報","月次",,"2020-03-27"
