"STATDISPID","statcode","TITLE","TITLE.@no","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003333280","00500304","確報 （１～１２月）月別油糧生産実績表",NA,"油糧生産実績調査",NA,NA,"年次",,"2019-06-26"
"0002072743","00500304","統計表（令和４年）（2023年３月23日公表） 植物油脂の原料処理量及び在庫量","1-1","油糧生産実績調査","確報","油糧生産実績調査（令和４年確報版）","年次",,"2024-03-29"
"0002072744","00500304","統計表（令和４年）（2023年３月23日公表） 植物油脂の油脂（原油）生産量及び在庫量","1-2","油糧生産実績調査","確報","油糧生産実績調査（令和４年確報版）","年次",,"2024-03-29"
"0002072745","00500304","統計表（令和４年）（2023年３月23日公表） 植物油脂の油かす生産量及び在庫量","1-3","油糧生産実績調査","確報","油糧生産実績調査（令和４年確報版）","年次",,"2024-03-29"
"0002115911","00500304","統計表（令和５年）（2024年３月22日公表） 植物油脂の原料処理量及び月末在庫量","1-1","油糧生産実績調査","確報","油糧生産実績調査（令和５年確報版）","年次",,"2025-04-09"
"0002115912","00500304","統計表（令和５年）（2024年３月22日公表） 植物油脂の油脂（原油）生産量及び月末在庫量","1-2","油糧生産実績調査","確報","油糧生産実績調査（令和５年確報版）","年次",,"2025-04-09"
"0002115913","00500304","統計表（令和５年）（2024年３月22日公表） 植物油脂の油かす生産量及び月末在庫量","1-3","油糧生産実績調査","確報","油糧生産実績調査（令和５年確報版）","年次",,"2025-04-09"
