"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY3","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0004019960","00450023","J1-1","総括表（病院の種類）","病院報告","令和３年病院報告","全国編","総覧","年次",,"2026-02-20"
"0004019973","00450023","J1-2","総括表（病床の種類）","病院報告","令和３年病院報告","全国編","総覧","年次",,"2026-02-20"
"0004019986","00450023","J2","在院患者延数・新入院患者数・退院患者数，病床－病院の種類・年次別","病院報告","令和３年病院報告","全国編","年次推移","年次",,"2026-02-20"
"0004019999","00450023","J5","外来患者延数，病院の種類・年次別","病院報告","令和３年病院報告","全国編","年次推移","年次",,"2026-02-20"
"0004020000","00450023","J6-1","１日平均在院患者数，病床の種類・年次別","病院報告","令和３年病院報告","全国編","年次推移","年次",,"2026-02-20"
"0004020001","00450023","J6-2","１日平均外来患者数，年次別","病院報告","令和３年病院報告","全国編","年次推移","年次",,"2026-02-20"
"0004020002","00450023","J7","病床利用率，平均在院日数，病床－病院の種類・年次別","病院報告","令和３年病院報告","全国編","年次推移","年次",,"2026-02-20"
"0004019963","00450023","J13","外来患者延数，月・病院の種類別","病院報告","令和３年病院報告","全国編","月別推移","年次",,"2026-02-20"
"0004019964","00450023","J14","地域医療支援病院，月・患者数・月末病床利用率・平均在院日数別","病院報告","令和３年病院報告","全国編","月別推移","年次",,"2026-02-20"
"0004019961","00450023","J9-1","在院患者延数・月末在院患者数・新入院患者数・退院患者数・月末病床利用率・病床数，月・病院ー病床の種類別","病院報告","令和３年病院報告","全国編","月別推移","年次",,"2026-02-20"
"0004019962","00450023","J9-2","在院患者延数・月末在院患者数・新入院患者数・退院患者数・平均在院日数・月末病床利用率・病床数，月・病床の種類別","病院報告","令和３年病院報告","全国編","月別推移","年次",,"2026-02-20"
"0004019965","00450023","J18","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病院－病床の種類・開設者（小分類）別","病院報告","令和３年病院報告","全国編","開設者","年次",,"2026-02-20"
"0004019966","00450023","J21","外来患者延数，病院の種類・開設者（小分類）別","病院報告","令和３年病院報告","全国編","開設者","年次",,"2026-02-20"
"0004019967","00450023","J22","病院数（６月末現在），病院の種類・開設者（小分類）別","病院報告","令和３年病院報告","全国編","開設者","年次",,"2026-02-20"
"0004019968","00450023","J26","在院患者延数・新入院患者数・退院患者数・病床利用率・病床数（６月末現在）・平均在院日数，病床の種類・開設者（小分類）別","病院報告","令和３年病院報告","全国編","開設者","年次",,"2026-02-20"
