"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003225899","00650102","3-96","排出量 各都道府県回答排出量合計値一覧表","平成24年度産業廃棄物排出・処理状況調査","年度次","201404-201503","2018-10-06"
"0003225920","00650102","3-2","排出量 産業廃棄物の業種別排出量 平成23～20年度実績値","平成23年度産業廃棄物排出・処理状況調査","年度次","201304-201403","2018-10-06"
"0003225922","00650102","3-98","産業廃棄物全国業種別排出量推計結果 産業廃棄物全国業種別排出量推計結果","平成23年度産業廃棄物排出・処理状況調査","年度次","201104-201203","2018-10-06"
"0003225921","00650102","3-99","特別管理産業廃棄物 特別管理産業廃棄物全国業種別推計排出量推計結果","平成23年度産業廃棄物排出・処理状況調査","年度次","201104-201203","2018-10-06"
"0003225923","00650102","3-97","再生利用量・最終処分量 産業廃棄物の種類別の再生利用量及び最終処分量","平成21年度産業廃棄物排出・処理状況調査","年度次","201104-201203","2018-10-06"
"0003225882","00650102","S1A","活動量指標全国合計値 活動量指標全国合計値（旧産業分類(H14年3月改訂版））","平成27年度産業廃棄物排出・処理状況調査","年度次","201504-201603","2018-10-06"
"0003225885","00650102","3-2","排出量 産業廃棄物の業種別排出量","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225886","00650102","3-3","排出量 産業廃棄物の種類別排出量","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225887","00650102","3-4-1","排出量 産業廃棄物の地域別排出量","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225889","00650102","3-4-2","排出量 産業廃棄物の都道府県別排出量","平成28年度産業廃棄物排出・処理状況調査","年度次","201504-201603","2018-10-06"
"0003225896","00650102","3-5","排出量推計値 業種別種類別排出量推計値一覧表","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225888","00650102","3-6","排出量推計値 都道府県別種類別排出量推計値一覧表","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225883","00650102","3-7","原単位 業種別種類別全国共通原単位一覧表","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225895","00650102","3-8","活動量 全国業種別種類別活動量指標合計（有回答）一覧","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225884","00650102","3-9-1","排出・処理状況 産業廃棄物・処理状況一覧表","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225881","00650102","3-9-2","排出・処理状況 産業廃棄物・処理状況一覧表（構成比） 構成比","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225897","00650102","S1","活動量指標全国合計値 活動量指標全国合計値","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225898","00650102","S2","活動量指標 活動量指標（新産業分類改訂版）","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003233967","00650102","S3","都道府県別家畜飼育頭羽数 都道府県別家畜飼育頭羽数","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003233966","00650102","S4","都道府県別動物のふん尿排出量総括表 都道府県別動物のふん尿排出量総括表","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225891","00650102","S5","都道府県別動物の死体の原単位（共済加入） 都道府県別動物の死体の原単位（共済加入）","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225892","00650102","S6","都道府県別動物の死体の原単位 都道府県別動物の死体の原単位","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
"0003225893","00650102","S7","都道府県別濃縮汚泥量 都道府県別濃縮汚泥量","平成28年度産業廃棄物排出・処理状況調査","年度次","201604-201703","2018-10-06"
