"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003300791","00601010","宿泊の有無(2区分)，旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・宿泊施設(11区分)・最長交通機関(11区分)・交通機関(11区分)・宿泊数(8区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 国内旅行　旅行時期","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300792","00601010","宿泊の有無(2区分)，旅行目的(3区分)，旅行形態(2区分)，品目(小分類)別 延べ購入者数及び旅行消費額 ─ 国内旅行","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300793","00601010","旅行目的(3区分)，旅行回数(9区分)，宿泊の有無(2区分)，年齢(9区分)，男女(2区分)・職業(9区分)別 実旅行者数 ─ 国内旅行　年齢，男女","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300794","00601010","旅行目的(3区分)，旅行回数(9区分)，宿泊の有無(2区分)，年齢(9区分)，男女(2区分)・職業(9区分)別 実旅行者数 ─ 国内旅行　職業","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300795","00601010","宿泊の有無(2区分)，旅行目的(3区分)，居住地(47区分)別，主目的地(47区分)別及び目的地(47区分)別 延べ旅行者数 ─ 国内旅行","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300796","00601010","主目的地(10区分)，宿泊の有無(2区分)，居住地(10区分)別 延べ旅行者数及び旅行消費額 ─ 国内旅行","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300797","00601010","宿泊の有無(2区分)，旅行目的(3区分)，居住地(47区分)別及び主目的地(47区分)別 旅行消費額 ─ 国内旅行","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300798","00601010","旅行目的(3区分)，旅行形態(2区分)・出国空港(13区分)別 延べ旅行者数 ─ 海外旅行　旅行形態","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300799","00601010","旅行目的(3区分)，旅行形態(2区分)・出国空港(13区分)別 延べ旅行者数 ─ 海外旅行　出国空港","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300800","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　年齢","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300801","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　男女","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300802","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　職業","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300803","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　旅行形態","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300804","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　同行者","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300805","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　出国空港","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300807","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　交通機関","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300808","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　旅行時期","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300809","00601010","旅行目的(3区分)，旅行形態(2区分)，品目(小分類)別 延べ購入者数及び旅行消費額 ─ 海外旅行","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300810","00601010","旅行目的(3区分)，主目的地(6区分)別 延べ旅行者数及び旅行消費額 ─ 海外旅行","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300811","00601010","調査票の回収状況　年齢","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300812","00601010","調査票の回収状況　居住地","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300813","00601010","旅行内容記入数　居住地","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300814","00601010","旅行内容記入数　主目的地","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300815","00601010","旅行内容記入数　旅行時期","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003300816","00601010","標準誤差率","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003318451","00601010","旅行種類(2区分)，宿泊の有無(2区分)，旅行目的(3区分)，主目的地(16区分)・同行者(6区分)・宿泊施設(11区分)・最長交通機関(11区分)・交通機関(11区分)・宿泊数(8区分)別 延べ旅行者数，延べ泊数及び旅行消費額　最長交通機関","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003318452","00601010","宿泊の有無(2区分)，旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・宿泊施設(11区分)・最長交通機関(11区分)・交通機関(11区分)・宿泊数(8区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 国内旅行　最長交通機関","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
"0003318453","00601010","旅行目的(3区分)，品目(大分類)，年齢(9区分)・男女(2区分)・職業(9区分)・旅行形態(2区分)・同行者(6区分)・出国空港(13区分)・最長交通機関(国内)(11区分)・交通機関(国内)(11区分)・旅行時期(月)別 延べ購入者数及び旅行消費額 ─ 海外旅行　最長交通機関","旅行・観光消費動向調査（確報）","年次","201601-201612","2019-03-28"
