"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003104200","00200565","3-1","特定の商品・サービスの1世帯当たり1か月間の支出 全国・地方・都市階級別","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","月次",0,"2024-02-06"
"0003104228","00200565","3-2","特定の商品・サービスの1世帯当たり1か月間の支出 世帯主の年齢階級別","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","月次",0,"2024-02-06"
"0003104201","00200565","3-3","特定の商品・サービスの1世帯当たり1か月間の支出 世帯主の勤めか自営かの別","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","月次",0,"2024-02-06"
"0003104182","00200565","3-4","特定の商品・サービスの1世帯当たり1か月間の支出 世帯人員・就業者数別","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","月次",0,"2024-02-06"
"0003104219","00200565","3-5","特定の商品・サービスの1世帯当たり1か月間の支出 年間収入階級別","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","月次",0,"2024-02-06"
"0003104220","00200565","3-6","特定の商品・サービスの1世帯当たり1か月間の支出 住居の種類別","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","月次",0,"2024-02-06"
"0003104183","00200565","3-7","特定の商品・サービスの1世帯当たり1か月間の支出 世帯主の勤め先企業規模別","家計消費状況調査","平成27年改定（2015年1月～2016年12月）","二人以上の世帯","月次",0,"2024-02-06"
"0003168293","00200565","1-1","インターネットを利用した1世帯当たり1か月間の支出 全国・地方・都市階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168355","00200565","1-1","インターネットを利用した1世帯当たり1か月間の支出 全国・地方・都市階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168295","00200565","1-2","インターネットを利用した1世帯当たり1か月間の支出 世帯主の年齢階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168314","00200565","1-2","インターネットを利用した1世帯当たり1か月間の支出 世帯主の年齢階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168316","00200565","1-3","インターネットを利用した1世帯当たり1か月間の支出 世帯主の勤めか自営かの別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168335","00200565","1-3","インターネットを利用した1世帯当たり1か月間の支出 世帯主の勤めか自営かの別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168337","00200565","1-4","インターネットを利用した1世帯当たり1か月間の支出 世帯人員・就業者数別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168354","00200565","1-4","インターネットを利用した1世帯当たり1か月間の支出 世帯人員・就業者数別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168294","00200565","1-5","インターネットを利用した1世帯当たり1か月間の支出 年間収入階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168356","00200565","1-5","インターネットを利用した1世帯当たり1か月間の支出 年間収入階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168296","00200565","1-6","インターネットを利用した1世帯当たり1か月間の支出 住居の種類別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168315","00200565","1-6","インターネットを利用した1世帯当たり1か月間の支出 住居の種類別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168317","00200565","1-7","インターネットを利用した1世帯当たり1か月間の支出 世帯主の勤め先企業規模別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168336","00200565","1-7","インターネットを利用した1世帯当たり1か月間の支出 世帯主の勤め先企業規模別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168458","00200565","3-1","特定の財（商品）・サービスの1世帯当たり1か月間の支出 全国・地方・都市階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168518","00200565","3-1","特定の財（商品）・サービスの1世帯当たり1か月間の支出 全国・地方・都市階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168477","00200565","3-2","特定の財（商品）・サービスの1世帯当たり1か月間の支出 世帯主の年齢階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168520","00200565","3-2","特定の財（商品）・サービスの1世帯当たり1か月間の支出 世帯主の年齢階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168479","00200565","3-3","特定の財（商品）・サービスの1世帯当たり1か月間の支出 世帯主の勤めか自営かの別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168497","00200565","3-3","特定の財（商品）・サービスの1世帯当たり1か月間の支出 世帯主の勤めか自営かの別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168499","00200565","3-4","特定の財（商品）・サービスの1世帯当たり1か月間の支出 世帯人員・就業者数別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168517","00200565","3-4","特定の財（商品）・サービスの1世帯当たり1か月間の支出 世帯人員・就業者数別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168459","00200565","3-5","特定の財（商品）・サービスの1世帯当たり1か月間の支出 年間収入階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168519","00200565","3-5","特定の財（商品）・サービスの1世帯当たり1か月間の支出 年間収入階級別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168478","00200565","3-6","特定の財（商品）・サービスの1世帯当たり1か月間の支出 住居の種類別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168521","00200565","3-6","特定の財（商品）・サービスの1世帯当たり1か月間の支出 住居の種類別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003168498","00200565","3-7","特定の財（商品）・サービスの1世帯当たり1か月間の支出 世帯主の勤め先企業規模別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","四半期",0,"2025-05-09"
"0003168540","00200565","3-7","特定の財（商品）・サービスの1世帯当たり1か月間の支出 世帯主の勤め先企業規模別 総世帯","家計消費状況調査","平成29年改定（2015年1月～）","総世帯","年次",0,"2025-02-07"
"0003181269","00200565","3-1","1世帯当たり1か月間の支出 全国・地方・都市階級別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","年次",0,"2024-02-06"
"0003181322","00200565","3-1","1世帯当たり1か月間の支出 全国・地方・都市階級別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","四半期",0,"2024-02-06"
"0003181286","00200565","3-2","1世帯当たり1か月間の支出 世帯主の年齢階級別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","四半期",0,"2024-02-06"
"0003181328","00200565","3-2","1世帯当たり1か月間の支出 世帯主の年齢階級別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","年次",0,"2024-02-06"
"0003181311","00200565","3-3","1世帯当たり1か月間の支出 世帯主の勤めか自営かの別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","年次",0,"2024-02-06"
"0003181323","00200565","3-3","1世帯当たり1か月間の支出 世帯主の勤めか自営かの別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","四半期",0,"2024-02-06"
"0003181309","00200565","3-4","1世帯当たり1か月間の支出 世帯人員・就業者数別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","年次",0,"2024-02-06"
"0003181324","00200565","3-4","1世帯当たり1か月間の支出 世帯人員・就業者数別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","四半期",0,"2024-02-06"
"0003181265","00200565","3-5","1世帯当たり1か月間の支出 年間収入階級別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","四半期",0,"2024-02-06"
"0003181268","00200565","3-5","1世帯当たり1か月間の支出 年間収入階級別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","年次",0,"2024-02-06"
"0003181310","00200565","3-6","1世帯当たり1か月間の支出 住居の種類別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","年次",0,"2024-02-06"
"0003181325","00200565","3-6","1世帯当たり1か月間の支出 住居の種類別 総世帯","家計消費状況調査","平成22年改定（2010年1月～2014年12月）","総世帯","四半期",0,"2024-02-06"
