"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003091286","00600330","3-1","貨物輸送 貨物輸送量（トン数・トンキロ・能力トンキロ・実車キロ）","自動車輸送統計月報","月次",0,"2023-10-11"
"0003422293","00600330","3-1","貨物輸送 貨物輸送量（トン数・トンキロ・能力トンキロ・実車キロ）2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090587","00600330","3-2","貨物輸送 地方運輸局別・業態別・車種別輸送トン数","自動車輸送統計月報","月次",0,"2023-10-11"
"0003422413","00600330","3-2","貨物輸送 地方運輸局別・業態別・車種別輸送トン数 2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090639","00600330","3-3","貨物輸送 地方運輸局別・業態別・車種別輸送トンキロ","自動車輸送統計月報","月次",0,"2023-10-11"
"0003422833","00600330","3-3","貨物輸送 地方運輸局別・業態別・車種別輸送トンキロ 2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090620","00600330","3-4","貨物輸送 地方運輸局別・業態別・車種別能力トンキロ","自動車輸送統計月報","月次",0,"2023-10-11"
"0003422873","00600330","3-4","貨物輸送 地方運輸局別・業態別・車種別能力トンキロ 2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090621","00600330","3-5","貨物輸送 ６大都府県別・業態別・車種別輸送トン数","自動車輸送統計月報","月次",0,"2023-10-11"
"0003426795","00600330","3-5","貨物輸送 業態別・車種別・品目別輸送トン数（四半期ごと） 2020年4月～","自動車輸送統計月報","四半期",0,"2025-04-01"
"0003090659","00600330","3-6","貨物輸送 ６大都府県別・業態別・車種別輸送トンキロ","自動車輸送統計月報","月次",0,"2023-10-11"
"0003426799","00600330","3-6","貨物輸送 業態別・車種別・品目別輸送トンキロ（四半期ごと）2020年4月～","自動車輸送統計月報","四半期",0,"2025-04-01"
"0003090640","00600330","3-7","貨物輸送 業態別・車種別・品目別輸送トン数","自動車輸送統計月報","月次",0,"2023-10-11"
"0003130148","00600330","3-7","貨物輸送 業態別・車種別・品目別輸送トン数（2015年4月~）","自動車輸送統計月報","月次",0,"2023-10-11"
"0003426800","00600330","3-7","貨物輸送 地方運輸局別・品目別輸送トン数（四半期ごと）2020年4月～","自動車輸送統計月報","四半期",0,"2025-04-01"
"0003090588","00600330","3-8","貨物輸送 地方運輸局別・品目別輸送トン数","自動車輸送統計月報","月次",0,"2023-10-11"
"0003355795","00600330","3-8","貨物輸送 地方運輸局別・品目別輸送トン数（2015年4月~）","自動車輸送統計月報","月次",0,"2023-10-11"
"0003426801","00600330","3-8","貨物輸送 地方運輸局別・品目別輸送トンキロ（四半期ごと）2020年4月～","自動車輸送統計月報","四半期",0,"2025-04-01"
"0003090641","00600330","4-1","旅客輸送 旅客輸送量（人員・人キロ・能力人キロ・実車キロ）","自動車輸送統計月報","月次",0,"2023-10-11"
"0003423113","00600330","4-1","旅客輸送 旅客輸送量（人員・人キロ・能力人キロ・実車キロ）2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090589","00600330","4-2","旅客輸送 地方運輸局別・車種別輸送人員","自動車輸送統計月報","月次",0,"2023-10-11"
"0003422874","00600330","4-2","旅客輸送 地方運輸局別・車種別輸送人員 2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090661","00600330","4-3","旅客輸送 地方運輸局別・車種別輸送人キロ","自動車輸送統計月報","月次",0,"2023-10-11"
"0003423134","00600330","4-3","旅客輸送 地方運輸局別・車種別輸送人キロ  2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090590","00600330","4-4","旅客輸送 地方運輸局別・車種別能力人キロ","自動車輸送統計月報","月次",0,"2023-10-11"
"0003423253","00600330","4-4","旅客輸送 地方運輸局別・車種別能力人キロ  2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090642","00600330","4-5","旅客輸送 ６大都府県別・業態別・車種別輸送人員","自動車輸送統計月報","月次",0,"2023-10-11"
"0003423114","00600330","4-5","旅客輸送 ６大都府県別・業態別・車種別輸送人員  2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090622","00600330","4-6","旅客輸送 ６大都府県別・業態別・車種別輸送人キロ","自動車輸送統計月報","月次",0,"2023-10-11"
"0003423214","00600330","4-6","旅客輸送 ６大都府県別・業態別・車種別輸送人キロ  2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090591","00600330","4-7","旅客輸送 営業用バス（乗合・貸切）都道府県別輸送量","自動車輸送統計月報","月次",0,"2023-10-11"
"0003417713","00600330","4-7","旅客運輸 営業用バス 都道府県（支局）別・車種別輸送人員、輸送人キロ  2020年4月～","自動車輸送統計月報","月次",0,"2023-10-11"
"0003443079","00600330","4-7","旅客運輸 営業用バス 都道府県（支局）別・車種別輸送人員、輸送人キロ  2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003090558","00600330",NA,"貨物輸送 原単位","自動車輸送統計月報","月次",0,"2023-10-11"
"0003090660","00600330",NA,"旅客輸送 原単位","自動車輸送統計月報","月次",0,"2023-10-11"
"0003423213","00600330",NA,"旅客輸送 原単位　2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003426794","00600330",NA,"貨物輸送 原単位　2020年4月～","自動車輸送統計月報","月次",0,"2025-05-26"
"0003442538","00600330","3-1","貨物輸送 貨物輸送量（トン数・トンキロ・能力トンキロ・実車キロ）2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355803","00600330","3-1-1","貨物輸送 貨物輸送量（トン数・トンキロ・能力トンキロ・実車キロ）","自動車輸送統計年報","年次",0,"2023-10-11"
"0003355804","00600330","3-1-2","貨物輸送 原単位","自動車輸送統計年報","年次",0,"2023-10-11"
"0003355805","00600330","3-2","貨物輸送 地方運輸局別・業態別・車種別輸送トン数","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443758","00600330","3-2","貨物輸送 都道府県別（支局別）・業態別・車種別輸送トン数 　2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355806","00600330","3-3","貨物輸送 地方運輸局別・業態別・車種別輸送トンキロ","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443759","00600330","3-3","貨物輸送 都道府県別（支局別）・業態別・車種別輸送トンキロ 　2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355807","00600330","3-4","貨物輸送 地方運輸局別・業態別・車種別能力トンキロ","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443760","00600330","3-4","貨物輸送 都道府県別（支局別）・業態別・車種別能力トンキロ 　2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355808","00600330","3-5","貨物輸送 ６大都府県別・業態別・車種別輸送トン数","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443761","00600330","3-5","貨物輸送 業態別・車種別・品目別輸送トン数  2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355809","00600330","3-6","貨物輸送 ６大都府県別・業態別・車種別輸送トンキロ","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443763","00600330","3-6","貨物輸送 業態別・車種別・品目別輸送トンキロ  2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355810","00600330","3-7","貨物輸送 業態別・車種別・品目別輸送トン数","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443762","00600330","3-7","貨物輸送 地方運輸局別・品目別輸送トン数　2020年度～　","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355811","00600330","3-8","貨物輸送 地方運輸局別・品目別輸送トン数","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443764","00600330","3-8","貨物輸送 地方運輸局別・品目別輸送トンキロ　2020年度～　","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003443765","00600330","4-1","旅客輸送 旅客輸送量（人員・人キロ・能力人キロ・実車キロ）2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355812","00600330","4-1-1","旅客輸送 旅客輸送量（人員・人キロ・能力人キロ・実車キロ）","自動車輸送統計年報","年次",0,"2023-10-11"
"0003355813","00600330","4-1-2","旅客輸送 原単位","自動車輸送統計年報","年次",0,"2023-10-11"
"0003355814","00600330","4-2","旅客輸送 地方運輸局別・車種別輸送人員","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443767","00600330","4-2","旅客輸送 都道府県別（支局別）・車種別輸送人員  2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355815","00600330","4-3","旅客輸送 地方運輸局別・車種別輸送人キロ","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443769","00600330","4-3","旅客輸送 都道府県別（支局別）・車種別輸送人キロ  2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355816","00600330","4-4","旅客輸送 地方運輸局別・車種別能力人キロ","自動車輸送統計年報","年次",0,"2023-10-11"
"0003443778","00600330","4-4","旅客輸送 都道府県別（支局別）・車種別輸送能力人キロ  2020年度～","自動車輸送統計年報","年度次",0,"2024-09-30"
"0003355817","00600330","4-5","旅客輸送 ６大都府県別・車種別輸送人員","自動車輸送統計年報","年次",0,"2023-10-11"
