"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003340954","00500301","1","特定事業者責任比率","容器包装利用・製造等実態調査","確報",NA,"年度次",,"2019-07-22"
"0003340955","00500301","2","再商品化義務総量","容器包装利用・製造等実態調査","確報",NA,"年度次",,"2019-07-23"
"0003340956","00500301","3","特定容器比率","容器包装利用・製造等実態調査","確報",NA,"年度次",,"2019-07-22"
"0003340950","00500301","4","業種別比率","容器包装利用・製造等実態調査","確報",NA,"年度次",,"2019-07-22"
"0003340951","00500301","5","業種別特定容器利用事業者比率","容器包装利用・製造等実態調査","確報",NA,"年度次",,"2019-07-22"
"0003340952","00500301","6","事業系比率","容器包装利用・製造等実態調査","確報",NA,"年度次",,"2019-07-22"
"0003340953","00500301","7","当該業種全体の容器包装廃棄物の排出量","容器包装利用・製造等実態調査","確報",NA,"年度次",,"2019-07-22"
"0001873381","00500301","1","統計表 特定事業者責任比率","容器包装利用・製造等実態調査","確報","令和元年度（平成31年度）容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001873382","00500301","2","統計表 再商品化義務総量","容器包装利用・製造等実態調査","確報","令和元年度（平成31年度）容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001873383","00500301","3","統計表 特定容器比率","容器包装利用・製造等実態調査","確報","令和元年度（平成31年度）容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0003427333","00500301","4","統計表 業種別比率","容器包装利用・製造等実態調査","確報","令和元年度（平成31年度）容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001873385","00500301","5","統計表 業種別特定容器利用事業者比率","容器包装利用・製造等実態調査","確報","令和元年度（平成31年度）容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001873386","00500301","6","統計表 事業系比率","容器包装利用・製造等実態調査","確報","令和元年度（平成31年度）容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001873387","00500301","7","統計表 当該業種全体の容器包装廃棄物の排出見込量","容器包装利用・製造等実態調査","確報","令和元年度（平成31年度）容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886841","00500301","1-1","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886842","00500301","1-2","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 紙製・プラスチック製容器包装 容器利用事業者","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0003433273","00500301","1-2","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 紙製・プラスチック製容器包装 包装利用事業者","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886843","00500301","2-1","統計表 容器利用商品販売額・容器販売額 ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886844","00500301","2-2","統計表 容器利用商品販売額・容器販売額 紙製・プラスチック製容器包装","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886845","00500301","3-1","統計表 容器包装利用量（容器利用事業者） ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886846","00500301","3-2","統計表 容器包装利用量（容器利用事業者） 紙製・プラスチック製容器包装 容器利用量","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0003433274","00500301","3-2","統計表 容器包装利用量（容器利用事業者） 紙製・プラスチック製容器包装 包装利用量","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886847","00500301","4-1","統計表 自ら回収する容器包装量（容器利用事業者） ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886848","00500301","4-2","統計表 自ら回収する容器包装量（容器利用事業者） 紙製・プラスチック製容器包装 自ら回収する容器量","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0003433275","00500301","4-2","統計表 自ら回収する容器包装量（容器利用事業者） 紙製・プラスチック製容器包装 自ら回収する包装量","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886849","00500301","5-1","統計表 容器製造等量（容器製造等事業者） ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886850","00500301","5-2","統計表 容器製造等量（容器製造等事業者） 紙製・プラスチック製容器包装","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886851","00500301","6-1","統計表 自ら回収する容器量（容器製造等事業者） ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886852","00500301","6-2","統計表 自ら回収する容器量（容器製造等事業者） 紙製・プラスチック製容器包装","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886853","00500301","7-1","統計表 容器包装廃棄物排出見込量 ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001886854","00500301","7-2","統計表 容器包装廃棄物排出見込量 紙製・プラスチック製容器包装 容器廃棄物排出見込量","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0003433276","00500301","7-2","統計表 容器包装廃棄物排出見込量 紙製・プラスチック製容器包装 包装廃棄物排出見込量","容器包装利用・製造等実態調査","確報","令和2年度容器包装利用・製造等実態調査","年度次",,"2021-11-05"
"0001996241","00500301","1-1","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996242","00500301","1-2","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 紙製・プラスチック製容器包装 容器利用・製造等事業者","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996243","00500301","1-2","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 紙製・プラスチック製容器包装 包装利用事業者","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996244","00500301","2-1","統計表 容器利用商品販売額・容器販売額 ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996245","00500301","2-2","統計表 容器利用商品販売額・容器販売額 紙製・プラスチック製容器包装","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996246","00500301","3-1","統計表 容器包装利用量（容器利用事業者） ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996247","00500301","3-2","統計表 容器包装利用量（容器利用事業者） 紙製・プラスチック製容器包装 容器利用量","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996248","00500301","3-2","統計表 容器包装利用量（容器利用事業者） 紙製・プラスチック製容器包装 包装利用量","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996249","00500301","4-1","統計表 自ら回収する容器包装量（容器利用事業者） ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996250","00500301","4-2","統計表 自ら回収する容器包装量（容器利用事業者） 紙製・プラスチック製容器包装 自ら回収する容器量","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996251","00500301","4-2","統計表 自ら回収する容器包装量（容器利用事業者） 紙製・プラスチック製容器包装 自ら回収する包装量","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996252","00500301","5-1","統計表 容器製造等量（容器製造等事業者） ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996253","00500301","5-2","統計表 容器製造等量（容器製造等事業者） 紙製・プラスチック製容器包装","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996254","00500301","6-1","統計表 自ら回収する容器包装量（容器製造等事業者） ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996255","00500301","6-2","統計表 自ら回収する容器包装量（容器製造等事業者） 紙製・プラスチック製容器包装","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996256","00500301","7-1","統計表 容器包装廃棄物排出見込量 ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996257","00500301","7-2","統計表 容器包装廃棄物排出見込量 紙製・プラスチック製容器包装 容器廃棄物排出見込量","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0001996258","00500301","7-2","統計表 容器包装廃棄物排出見込量 紙製・プラスチック製容器包装 包装廃棄物排出見込量","容器包装利用・製造等実態調査","確報","令和3年度容器包装利用・製造等実態調査","年度次",,"2023-03-07"
"0002067140","00500301","1-1","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和4年度容器包装利用・製造等実態調査","年度次",,"2025-04-10"
"0002067141","00500301","1-2","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 紙製・プラスチック製容器包装 容器利用・製造等事業者","容器包装利用・製造等実態調査","確報","令和4年度容器包装利用・製造等実態調査","年度次",,"2024-03-29"
"0004012580","00500301","1-2","統計表 特定容器・特定包装を利用する事業者の排出見込量の比率及び特定容器を製造等する事業者の排出見込量の比率 紙製・プラスチック製容器包装 包装利用事業者","容器包装利用・製造等実態調査","確報","令和4年度容器包装利用・製造等実態調査","年度次",,"2024-03-29"
"0002067142","00500301","2-1","統計表 容器利用商品販売額・容器販売額 ガラスびん・ＰＥＴボトル","容器包装利用・製造等実態調査","確報","令和4年度容器包装利用・製造等実態調査","年度次",,"2025-04-10"
