"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003368792","00650302","1","騒音規制法に基づく地域指定状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353820","00650302","13","騒音規制法に基づく特定施設に係る届出状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353821","00650302","13","特定施設に係るその他の届出件数","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353822","00650302","14","騒音規制法に基づく特定建設作業実施届出件数","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003375470","00650302","15","改善勧告、改善命令件数","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353824","00650302","16","工場・事業場騒音に関する届出状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353825","00650302","16","工場・事業場騒音に関する苦情対応状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353826","00650302","18","建設作業騒音に関する苦情対応状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003368793","00650302","2","環境基本法に基づく騒音に係る環境基準の類型あてはめ状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353827","00650302","20","地域指定内における苦情対応状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353828","00650302","20","指定地域外における苦情対応状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353829","00650302","21","騒音規制法に基づく特定工場等数及び特定施設数　地方公共団体別","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003371412","00650302","22","騒音・低周波音（低周波空気振動）に係る苦情の状況　地方公共団体別","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353831","00650302","24","一般地域における環境基準の測定及び適合の状況　地方公共団体別","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353832","00650302","24","一般地域における環境基準の測定及び適合の状況　市町村・自治体数","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353127","00650302","4","特定施設に係る設置届出等の状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353128","00650302","4","特定施設に係るその他の届出状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353129","00650302","4","特定建設作業実施届出状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353814","00650302","5","騒音規制又は条例に基づく勧告・命令件数","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353815","00650302","5","騒音規制又は条例に基づく要請・意見陳述の件数","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003371258","00650302","5","工場・事業場騒音　届出対応状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003371259","00650302","5","工場・事業場騒音　苦情対応状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003371260","00650302","5","建設作業騒音","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003372627","00650302","5","自動車騒音","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353816","00650302","6","騒音規制法に基づく特定工場等数及び特定施設数","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353818","00650302","7","低周波音（低周波空気振動）に係る苦情件数の推移","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003371410","00650302","7","騒音・低周波音（低周波空気振動）に係る苦情の状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
"0003353819","00650302","9","一般地域における環境基準の測定及び適合の状況","平成30年度騒音規制法施行状況調査","年度次",0,"2019-11-26"
