"STATDISPID","statcode","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003170609","00550110","集計企業数 都道府県別／製造業・非製造業 2006年以前","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170610","00550110","機能別国内事業所数 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170611","00550110","機能別国内事業所数 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170612","00550110","機能別国内事業所数 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170613","00550110","外資比率が三分の一を超えた理由 外資比率別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170614","00550110","売上高、輸出高 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170616","00550110","設備投資の推移","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170617","00550110","経常利益等収益 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170618","00550110","研究開発費の推移","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170619","00550110","従業者数の推移 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170620","00550110","財務諸表比率 参入時期別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170621","00550110","外国側筆頭出資者への支払額 母国籍別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170622","00550110","外国側筆頭出資者への支払額 外資比率別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170623","00550110","外国側筆頭出資者への支払額 参入時期別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170624","00550110","集計企業数 資本金規模別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170625","00550110","売上高研究開発費比率 母国籍別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170626","00550110","集計企業数 従業者規模別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170627","00550110","外資比率が三分の一を超えた理由 業種別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170628","00550110","売上高、輸出高 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170640","00550110","設備投資額 外資比率別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170641","00550110","集計企業数 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170642","00550110","外資比率が三分の一を超えた理由 母国籍別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170643","00550110","外資比率が三分の一を超えた理由 参入時期別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170644","00550110","売上高の推移","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170645","00550110","経常利益の推移","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170646","00550110","総資産の推移","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170647","00550110","仕入高、輸入高 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170648","00550110","設備投資の推移 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170649","00550110","経常利益等収益 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170650","00550110","経常利益等収益 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170651","00550110","常用雇用者数 都道府県別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170652","00550110","営業費用 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170660","00550110","仕入高、輸入高 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170661","00550110","経常利益等収益 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170662","00550110","従業者数の推移","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170663","00550110","営業費用 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170664","00550110","機能別国内事業所数 都道府県別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170665","00550110","資産・資本 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170666","00550110","営業費用 母国籍別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170667","00550110","営業費用 参入時期別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170668","00550110","資金調達額 合計","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170680","00550110","資産・資本 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170700","00550110","常用雇用者数が最も多い都道府県別企業数","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170701","00550110","資産・資本 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170702","00550110","財務諸表比率 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170720","00550110","資産・資本 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170721","00550110","国内事業所の所在する地域別企業数","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170722","00550110","資金調達額 外資比率別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170723","00550110","資金調達額 参入時期別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170724","00550110","外国側筆頭出資者への支払額 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170725","00550110","外資比率が三分の一を超えた理由 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170726","00550110","従業者数 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170727","00550110","資金調達額 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170728","00550110","設備投資額 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170729","00550110","設備投資額 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170740","00550110","営業費用 合計","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170741","00550110","財務諸表比率 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170742","00550110","営業費用 外資比率別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170743","00550110","財務諸表比率 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170744","00550110","資金調達額 母国籍別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170745","00550110","財務諸表比率 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170746","00550110","外資比率が三分の一を超えた理由 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170747","00550110","外資比率が三分の一を超えた理由 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170748","00550110","従業者数 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170749","00550110","資金調達額 母国籍別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170750","00550110","資金調達額 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170760","00550110","外国側筆頭出資者への支払額 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170761","00550110","外国側筆頭出資者への支払額 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170762","00550110","従業者数 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170763","00550110","設備投資額 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170780","00550110","外資比率が三分の一を超えた理由 業種別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170781","00550110","外国側筆頭出資者への支払額 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170782","00550110","従業者数 参入時期別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170783","00550110","資金調達額 合計 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170784","00550110","設備投資額 外資比率別 2006年以前","外資系企業動向調査","年度次",0,"2017-03-31"
"0003170960","00550110","日本のアジア・オセアニアに地域統括拠点が統括する国・地域 合計","外資系企業動向調査","年度次",0,"2019-03-13"
"0003170961","00550110","日本のアジア・オセアニアに地域統括拠点が統括する国・地域 参入時期別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170962","00550110","日本のアジア・オセアニア地域統括拠点総括表 機能別 国・地域","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170963","00550110","海外親会社が設置するアジア・オセアニア地域統括拠点 合計","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170964","00550110","海外親会社が設置するアジア・オセアニア地域統括拠点 母国籍別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170965","00550110","海外親会社が設置するアジア・オセアニア地域統括拠点 参入時期別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170966","00550110","海外親会社が設置するアジア・オセアニア地域統括拠点総括表 機能別国・地域／合計","外資系企業動向調査","年度次",0,"2019-02-14"
"0003170980","00550110","日本のアジア・オセアニアに地域統括拠点が統括する国・地域 母国籍別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003171000","00550110","日本のアジア・オセアニアに地域統括拠点が統括する国・地域 外資比率別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003171001","00550110","日本のアジア・オセアニア地域統括拠点総括表 国・地域別 機能","外資系企業動向調査","年度次",0,"2019-02-14"
"0003171002","00550110","海外親会社が設置するアジア・オセアニア地域統括拠点総括表 国・地域別機能／合計","外資系企業動向調査","年度次",0,"2019-02-14"
"0003171020","00550110","海外親会社が設置するアジア・オセアニア地域統括拠点 外資比率別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003171200","00550110","企業数、従業者数、売上高、設備投資額 都道府県別","外資系企業動向調査","年度次",0,"2019-02-14"
"0003172801","00550110","解散・撤退・外資比率低下企業数 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172802","00550110","集計企業数 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172804","00550110","仕入高、輸入高 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172805","00550110","資産・資本 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172806","00550110","財務諸表比率 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172807","00550110","従業者数 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172820","00550110","機能別国内事業所数 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172821","00550110","外資比率が三分の一を超えた理由 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172840","00550110","売上高、輸出高 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172841","00550110","営業費用 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172842","00550110","外国側筆頭出資者への支払額 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172843","00550110","資金調達額 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172844","00550110","設備投資額 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
"0003172860","00550110","経常利益等収益 参入時期別 2004年","外資系企業動向調査","年度次",0,"2017-03-31"
