"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0000130642","00200543","001","総括表（会社等，研究機関，大学等）、研究主体及び組織（２４）、支出源，支出別（２１）、内部使用研究費","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130643","00200543","002","会社等（特殊法人含む）、産業（３２）、資本金階級（５）、研究関係従事者数，社内使用研究費，受入研究費，社外支出研究費（３５）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130644","00200543","003","会社、産業（３２）、従業者規模（６）、研究関係従事者数，社内使用研究費，受入研究費，社外支出研究費（３５）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130645","00200543","004","会社、産業（３２）、売上高階級（５）、研究関係従事者数，社内使用研究費（１９）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130646","00200543","005","会社、産業（３２）、研究本務者規模（５）、研究関係従事者数，社内使用研究費，受入研究費，社外支出研究費（３５）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130647","00200543","006","会社、産業（３２）、営業利益高階級（５）、研究関係従事者数，社内使用研究費（１９）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130648","00200543","00701","会社等（特殊法人含む）、産業（３２）、専門別（２２）、研究本務者数","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130649","00200543","00702","会社等（特殊法人含む）、専門別（２２）、研究本務者数（女）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130650","00200543","008","会社等（特殊法人含む）、産業（３２）、資本金階級（５）、社内研究実施会社数・性格別社内使用研究費（５）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130651","00200543","009","会社等（特殊法人含む）、産業（３２）、資本金階級（５）、受入研究費，社外支出研究費（２４）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130652","00200543","010","資本金１億円以上の会社等（特殊法人含む）、産業（３２）、製品分野別社内使用研究費（支出額）（３４）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130653","00200543","011","資本金１億円以上の会社等（特殊法人含む）、産業（３２）、特定目的別社内使用研究費（支出額）（１６）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130654","00200543","012","会社、産業（３２）、社内使用研究費規模（上位５社，１０社，２０社）（３）、研究関係従事者数，社内使用研究費，受入研究費，社外支出研究費（３０）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130655","00200543","013","会社等（特殊法人含む）、産業（３２）、技術輸出件数，対価受取額（１１）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130656","00200543","014","会社等（特殊法人含む）、産業（３２）、技術輸入件数，対価支払額（１１）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130657","00200543","015","会社等（特殊法人含む）、産業（３２）、州別技術交流の件数，対価受払額（２２）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130658","00200543","01601","会社（非掲載表）、産業（３２）、技術輸出（新規・継続）（３）、技術交流の州及び国（６０）、件数","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130659","00200543","01602","会社（非掲載表）、産業（３２）、技術輸入（新規・継続）（３）、技術交流の州及び国（６０）、件数","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130660","00200543","01603","会社（非掲載表）、産業（３２）、技術輸出（新規・継続）（３）、技術交流の州及び国（６０）、金額（受取額）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130661","00200543","01604","会社（非掲載表）、産業（３２）、技術輸入（新規・継続）（３）、技術交流の州及び国（６０）、金額（支払額）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130662","00200543","01701","研究機関、学問（１２）、研究関係従事者数，内部使用研究費，受入研究費，外部支出研究費（２８）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130663","00200543","01702","研究機関、組織（４）、学問（８）、研究関係従事者数，内部使用研究費，受入研究費，外部支出研究費（２８）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130664","00200543","01703","研究機関、研究本務者規模（３）、組織（５）、研究関係従事者数，内部使用研究費，受入研究費，外部支出研究費（２８）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130665","00200543","01801","研究機関、学問（１２）、専門別（２８）、研究本務者数","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130666","00200543","01802","研究機関、組織（４）、学問（８）、専門別（２８）、研究本務者数","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130667","00200543","01803","研究機関、学問（８）、専門別（２８）、研究本務者数（女）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130668","00200543","01901","研究機関、学問（１２）、研究機関数・性格別内部使用研究費（５）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130669","00200543","01902","研究機関、組織（４）、学問（８）、研究機関数・性格別内部使用研究費（５）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130670","00200543","01903","研究機関、研究本務者規模（３）、組織（５）、研究機関数・性格別内部使用研究費（５）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130671","00200543","02001","研究機関、学問（１２）、特定目的別内部使用研究費（１６）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130672","00200543","02002","研究機関、組織（４）、学問（８）、特定目的別内部使用研究費（１６）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130673","00200543","02003","研究機関、研究本務者規模（３）、組織（５）、特定目的別内部使用研究費（１６）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130674","00200543","02101","研究機関、学問（１２）、受入研究費，外部支出研究費（２４）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130675","00200543","02102","研究機関、組織（４）、学問（８）、受入研究費，外部支出研究費（２４）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130676","00200543","02103","研究機関、研究本務者規模（３）、組織（５）、受入研究費，外部支出研究費（２４）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130677","00200543","022","公営の研究機関、都道府県（４８）、研究関係従事者数，内部使用研究費，受入研究費，外部支出研究費（２０）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130678","00200543","02301","大学等、組織（４）、種類（５）、研究関係従事者数・内部使用研究費・受入研究費・外部支出研究費（３１）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130679","00200543","02302","大学等、学問（１４）、研究関係従事者数・内部使用研究費・受入研究費・外部支出研究費（３１）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130680","00200543","02303","大学等、組織（３）、学問（７）、研究関係従事者数・内部使用研究費・受入研究費・外部支出研究費（３１）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130681","00200543","02401","大学等、組織（４）、種類（５）、専門別（３０）、研究本務者数","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130682","00200543","02402","大学等、学問（１４）、専門別（３０）、研究本務者数","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130683","00200543","02403","大学等、組織（３）、学問（７）、専門別（３０）、研究本務者数","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130684","00200543","02404","大学等、組織（４）、専門別（３０）、研究本務者数（女）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
"0000130685","00200543","02501","大学等、組織（４）、種類（５）、大学等数・性格別内部使用研究費（５）","科学技術研究調査","1999年（平成11年）科学技術研究調査","-",199903,"2024-12-13"
