"STATDISPID","statcode","TITLE.@no","TITLE","STATISTICS_NAME_SPEC.TABULATION_CATEGORY","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY1","STATISTICS_NAME_SPEC.TABULATION_SUB_CATEGORY2","CYCLE","SURVEY_DATE","UPDATED_DATE"
"0003202380","00500219","1-1","総括表(2012年10月17日公表) 素材の入荷先別入荷量 合計","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202400","00500219","1-1","総括表(2012年10月17日公表) 素材の入荷先別入荷量 国産材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202420","00500219","1-1","総括表(2012年10月17日公表) 素材の入荷先別入荷量 外材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202423","00500219","1-10","総括表(2012年10月17日公表) 木材チップの出荷先別出荷量 木材チップ工場","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202443","00500219","1-10","総括表(2012年10月17日公表) 木材チップの出荷先別出荷量 木材流通業者","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202384","00500219","1-11","総括表(2012年10月17日公表) 工場残材の出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202381","00500219","1-2","総括表(2012年10月17日公表) 材料の入荷先別入荷量 集成材工場","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202440","00500219","1-2","総括表(2012年10月17日公表) 材料の入荷先別入荷量 プレカット工場","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202401","00500219","1-3","総括表(2012年10月17日公表) 原料の入荷先別入荷量 木材チップ工場","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202382","00500219","1-4","総括表(2012年10月17日公表) 製材品の出荷先別出荷量 外材（国内生産）","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202421","00500219","1-4","総括表(2012年10月17日公表) 製材品の出荷先別出荷量 合計","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202441","00500219","1-4","総括表(2012年10月17日公表) 製材品の出荷先別出荷量 国産材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202402","00500219","1-5","総括表(2012年10月17日公表) 普通合板の出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202422","00500219","1-6","総括表(2012年10月17日公表) 特殊合板の出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202442","00500219","1-7","総括表(2012年10月17日公表) LVLの出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202383","00500219","1-8","総括表(2012年10月17日公表) プレカット加工部材の受注先別出荷棟数","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202403","00500219","1-9","総括表(2012年10月17日公表) 集成材の出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202398","00500219","10","販売金額規模別事業所数(2012年10月17日公表) 販売金額規模別事業所数","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202399","00500219","11","木材工場の機械所有状況(2012年10月17日公表) 木材工場の機械所有状況 木材チップ工場","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202419","00500219","11","木材工場の機械所有状況(2012年10月17日公表) 木材工場の機械所有状況 製材工場","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202439","00500219","11","木材工場の機械所有状況(2012年10月17日公表) 木材工場の機械所有状況 合単板工場","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202459","00500219","11","木材工場の機械所有状況(2012年10月17日公表) 木材工場の機械所有状況 LVL工場","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202460","00500219","12-1","関連統計(2013年4月25日公表) 製材・合板・木材チップ用素材需要量の推移","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202480","00500219","12-2","関連統計(2013年4月25日公表) 製材品出荷量の推移","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202500","00500219","12-3","関連統計(2013年4月25日公表) 普通合板及び特殊合板生産量の推移","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202520","00500219","12-4","関連統計(2013年4月25日公表) 集成材生産量の推移","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202461","00500219","12-5","関連統計(2013年4月25日公表) 新設住宅着工戸数の推移","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202404","00500219","2-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・素材入荷先別入荷量 合計","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202424","00500219","2-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・素材入荷先別入荷量 国産材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202444","00500219","2-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・素材入荷先別入荷量 外材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202385","00500219","2-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・製材品出荷先別出荷量 合計","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202405","00500219","2-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・製材品出荷先別出荷量 国産材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202425","00500219","2-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・製材品出荷先別出荷量 外材（国内生産）","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202445","00500219","2-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 製材工場　販売金額規模別・工場残材出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202386","00500219","3-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 合単板工場　販売金額規模別・素材入荷先別入荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202406","00500219","3-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 合単板工場　販売金額規模別・普通合板出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202426","00500219","3-3","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 合単板工場　販売金額規模別・特殊合板出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202446","00500219","3-4","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) 合単板工場　販売金額規模別・工場残材出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202387","00500219","4-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) LVL工場　販売金額規模別・素材入荷先別入荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202407","00500219","4-2","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) LVL工場　販売金額規模別・LVL出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202427","00500219","4-3","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) LVL工場　販売金額規模別・工場残材出荷先別出荷量","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202389","00500219","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 外材のうち、集成材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202408","00500219","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 人工乾燥材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202428","00500219","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 集成材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202429","00500219","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 外材","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
"0003202447","00500219","5-1","工場別・流通業者別にみた木材の流通構造(2012年10月17日公表) プレカット工場　販売金額規模別・材料入荷先別入荷量 合計","木材流通統計調査","確報","平成23年木材流通構造調査報告書","年次","201101-201112","2017-10-16"
